"pop","year","age.cat","sex","color","lat","long","habitat","human","pop.density","pack.size","standard.habitat","standard.human","standard.pop","standard.packsize","standard.latitude","standard.longitude","cav.binary","cdv.binary","cpv.binary","chv.binary","neo.binary","toxo.binary"
"ELLES",2017,"A","M","G",80.496772,-82.424966,261.26,0.02,7.1,9.19,-1.633,-0.9834,-0.7782,1.5567,3.2819,1.8015,1,0,1,1,0,0
"ELLES",2018,"S","M","G",80.496772,-82.424966,261.26,0.02,7.1,9.19,-1.633,-0.9834,-0.7782,1.5567,3.2819,1.8015,1,0,0,NA,0,0
"GTNP",2012,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2012,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2012,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2012,"P","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2013,"A","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2013,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2013,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2013,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2013,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,1
"GTNP",2013,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,1
"GTNP",2013,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2013,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,1
"GTNP",2013,"P","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,0,0,1,0,0
"GTNP",2013,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,0,0,1,0,0
"GTNP",2013,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2014,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,0,1
"GTNP",2014,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,0,0,1,1
"GTNP",2014,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2014,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2014,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,1
"GTNP",2014,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2014,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2014,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2014,"S","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2014,"S","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2014,"A","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,0,1
"GTNP",2014,"A","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2015,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,0,0,1,0,1
"GTNP",2015,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,0
"GTNP",2015,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,1
"GTNP",2015,"P","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,0,0,1,1,1
"GTNP",2015,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,1
"GTNP",2015,"P","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2015,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2015,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2015,"A","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2016,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,0,1,1
"GTNP",2016,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,1,1,0,1,0
"GTNP",2016,"A","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2016,"A","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,0,0
"GTNP",2016,"A","F","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,0
"GTNP",2016,"P","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,0,1,1,0,1,1
"GTNP",2016,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2016,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2016,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2016,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,0,0
"GTNP",2017,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,0
"GTNP",2017,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2017,"A","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,0,0
"GTNP",2017,"A","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2018,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2018,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2018,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,0,1,1
"GTNP",2018,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,0
"GTNP",2018,"S","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,0,1,0,1
"GTNP",2018,"S","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,0,1,0,1
"GTNP",2018,"S","M","B",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,0,1,0,1
"GTNP",2018,"P","F","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,0,1,1,1,1
"GTNP",2018,"P","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,1,1
"GTNP",2018,"S","M","G",43.81817,-110.7055,10375.16,3924.09,33.96,8.1,-0.3062,0.9144,2.0715,0.916,-0.7219,0.3219,1,1,1,1,0,0
"INT.AK",2018,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,0,0,0
"INT.AK",2018,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2018,"P","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,1,1,1,0,1
"INT.AK",2018,"P","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"P","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,0,0,1,1,0,1
"INT.AK",2018,"A","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2018,"S","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2018,"S","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2018,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"P","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,0,1,0,0
"INT.AK",2018,"S","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,0,0,0
"INT.AK",2018,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2018,"A","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,1,1
"INT.AK",2018,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,0,0,0,1,0,1
"INT.AK",2018,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,1,1,1,0,1
"INT.AK",2018,"S","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,1,1,1,0,1
"INT.AK",2019,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"A","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"A","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"S","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2019,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2019,"S","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2019,"S","F","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2019,"A","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"A","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,0
"INT.AK",2019,"S","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"A","M","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"A","F","B",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"INT.AK",2019,"P","M","G",65.017853,-147.750728,10184.42,908.61,16.2,6.24,-0.3312,-0.544,0.1873,-0.1774,1.5923,-1.6161,1,0,1,1,0,1
"MEXICAN",2006,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,0,NA,NA,NA
"MEXICAN",2006,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2006,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,0,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"S","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2006,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2007,"A","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2007,"S","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2007,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2008,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2008,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2008,"S","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,NA,1,NA,NA,NA
"MEXICAN",2008,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2008,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2008,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2008,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2009,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2009,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2009,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2009,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2009,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2009,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2009,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,1,NA,NA,NA
"MEXICAN",2010,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2010,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,0,NA,NA,NA
"MEXICAN",2010,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,1,0,NA,NA,NA
"MEXICAN",2011,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2011,"S","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,0,NA,NA,NA
"MEXICAN",2011,"S","F","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"S","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
"MEXICAN",2011,"P","M","G",33.887778,-109.171389,11860.81,2787.67,3.99,4.04,-0.1113,0.3648,-1.1081,-1.4705,-1.8059,0.4022,NA,0,1,NA,NA,NA
