Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
casual pants,Brown,No,1100,275,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexPantsWideEasy5,9718,LSuTt2QkyYrdL5DmZ
chain pants,Red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; theatrical,No,For sale,BottomsTexPantsNormalChain0,4255,S5Ra4nkP7ouR66Ruf
chain pants,Blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; theatrical,No,For sale,BottomsTexPantsNormalChain1,9242,RQazrWjLj5YkG9XEq
chain pants,White,No,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; theatrical,No,For sale,BottomsTexPantsNormalChain2,9243,aN2dkxJ7b7nCP8XaX
chain pants,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; theatrical,No,For sale,BottomsTexPantsNormalChain3,9244,H595qDsKwRawC5sz2
chino pants,Beige,No,700,175,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino0,3308,4bM6obTFKJ3B2PGEL
chino pants,Brown,No,700,175,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino1,4175,uf6Lr8ddF7urXKan3
chino pants,Navy blue,No,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino2,4176,7NcEMTxER9ww3sA5B
chino pants,Avocado,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino3,4177,S6pSqRksTsdzBi2Yk
chino pants,Gray,No,700,175,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino4,4178,D6KCYWuZqY88CAATu
chino pants,Red,No,700,175,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino5,9013,pgrmQRsgR2qgxwJ8t
chino pants,Blue,No,700,175,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino6,9014,afD5PHF2cBvnKi8ES
chino pants,Yellow,No,700,175,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; work,No,For sale,BottomsTexPantsNormalChino7,9015,TwhDtvuDCotbDtKKh
colorful skirt,Red,No,1100,275,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongEnaguas0,5665,dkj7vqFes2bnYp9hW
colorful skirt,Blue,No,1100,275,Blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongEnaguas1,8743,84sm6aSEFS2uH3H5B
colorful skirt,Pink,No,1100,275,Pink,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongEnaguas2,8744,pn9yS5D9FtupYJ6WR
colorful skirt,Green,No,1100,275,Green,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongEnaguas3,8745,Ly94vKvqsqm4xJ2Zt
colorful skirt,Orange,No,1100,275,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongEnaguas4,8746,ZQGSEG9RP9sqfa7ia
comedian's pants,Orange,No,2100,525,Orange,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian0,5736,2AgN6yfDb4J7vkrLw
comedian's pants,Blue,No,2100,525,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian1,11372,ZMNbGsd6ohsAeMdWP
comedian's pants,Red,No,2100,525,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian2,11373,dfbDHy7bcSL65F5iS
comedian's pants,Yellow,No,2100,525,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian3,11374,cFJbT39oyaosBJgZW
comedian's pants,Green,No,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian4,11375,xxqufwfX3RAtXGEwG
comedian's pants,Purple,No,2100,525,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian5,11376,ebEXKa53MZCSMJk6M
comedian's pants,Aquamarine,No,2100,525,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian6,11377,ujrZCxQMHg5xpQDmg
comedian's pants,White,No,2100,525,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,party; theatrical,No,For sale,BottomsTexPantsNormalComedian7,11378,6KpRqiQ7reR2rRuJt
comic shorts,Black,No,1140,285,Colorful,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,comfy; vacation,No,For sale,BottomsTexPantsHalfComic0,5411,TFDJr788MeaHhmaw4
corduroy pants,Camel,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy0,4602,eYgbZsTTRhZiKqeJL
corduroy pants,Brown,No,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy1,9725,4NBNcdENnPc6CQ9Tg
corduroy pants,Pink,No,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy2,9726,C7Z2sj3c25KN5NbXX
corduroy pants,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy3,9727,bpSpcGFuw6ev9G4DM
corduroy pants,Light gray,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy4,9728,sivNDyug23pyzX5vX
corduroy pants,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideCorduroy5,9729,jghFRrscG3LNw3Zjs
corduroy skirt,Brown,No,1040,260,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy0,4296,hkh2BatWWHbp4Takj
corduroy skirt,Camel,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy1,11145,j87g2ybZPiMSuFM3c
corduroy skirt,Pink,No,1040,260,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy2,11146,SEAWj7xusERnyPfX2
corduroy skirt,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy3,11147,rsn5a7ewFoKZwqGBM
corduroy skirt,Light gray,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy4,11148,s2NQ2ErkM9ww5n2yR
corduroy skirt,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexSkirtBoxCorduroy5,11149,gQpa9CCG6BtGZ3p8Y
corte skirt,Blue,No,880,220,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongCorte0,5781,QztEA2BHy6k26G47J
corte skirt,Magenta,No,880,220,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongCorte1,8747,BT4nLGNxHn76pGAGS
corte skirt,Green,No,880,220,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexSkirtLongCorte2,8748,XvWSD3qqc2S4ngTbn
cropped pants,Black,No,920,230,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped0,4408,AMgJhWiZ3cwDzCE4L
cropped pants,White,No,920,230,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped1,9707,3kxw3nFpQHeNdweep
cropped pants,Pink,No,920,230,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped2,9708,DXthceTZC45rJ3zSL
cropped pants,Light blue,No,920,230,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped3,9709,mAxKFpZasiLL3zbvp
cropped pants,Beige,No,920,230,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped4,9710,zKAAToR2hxStXvw9a
cropped pants,Orange,No,920,230,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped5,9711,fWnwgErZPiu6iCNEF
cropped pants,Blue,No,920,230,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped6,9712,2PdktqSeZMosQpqPG
cropped pants,Yellow,No,920,230,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal; work,No,For sale,BottomsTexPantsNormalCropped7,9713,2CgLvY2RgEmj7tKBT
cuffed pants,Brown,No,1100,275,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideSusomise0,3353,3LaTyaJxffCQu8SAt
cuffed pants,Purple,No,1100,275,Purple,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideSusomise1,9263,FJhjZmdbL3vDw48fH
cuffed pants,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideSusomise2,9264,qL7Y8MZrKWirDf6ZZ
cuffed pants,Gray,No,1100,275,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsWideSusomise3,9265,am6sZqRcWeCFrFMXR
culottes,Light blue,No,700,175,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; comfy; vacation,No,For sale,BottomsTexPantsHotCulotte0,4444,RgAErh45t95DZ8Nn4
culottes,White,No,700,175,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; comfy; vacation,No,For sale,BottomsTexPantsHotCulotte1,6842,x9PFQGeAAT5iNmgjj
culottes,Pink,No,700,175,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cute,everyday; comfy; vacation,No,For sale,BottomsTexPantsHotCulotte2,8864,GEG3RYzADsSxdt38c
culottes,Green,No,700,175,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; comfy; vacation,No,For sale,BottomsTexPantsHotCulotte3,8865,SQWJ8DzsM6ry2kTeg
cut-pleather skirt,Brown,No,1100,275,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexSkirtLongCutleather0,5810,8r7m68QdwqXr8epLs
cut-pleather skirt,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexSkirtLongCutleather1,10212,4yn6GrC7rawbQjqfK
cut-pleather skirt,Navy blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexSkirtLongCutleather2,10213,o9gdhykGrGLeE45fn
cut-pleather skirt,White,No,1100,275,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexSkirtLongCutleather3,10214,fAuc7GZHMFQTx4CFc
cycling shorts,Blue & red,No,700,175,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle0,4514,ef7kY3mvZ7Xk5jPWa
cycling shorts,Black & blue,No,700,175,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle1,11300,9vh2QAKuomxh5Kbta
cycling shorts,Black & red,No,700,175,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle2,11301,52MTmeEAG46xvAb9s
cycling shorts,Black & yellow,No,700,175,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle3,11302,MFtRt3sF9Z7dEr7aN
cycling shorts,Red & green,No,700,175,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle4,11303,bguvHHqsen4aQwRny
cycling shorts,Orange & red,No,700,175,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle5,11304,FoKGJ4QjcBpwydgyG
cycling shorts,Green & purple,No,700,175,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle6,11305,vrogRCEDBGCmNmfdc
cycling shorts,Purple & pink,No,700,175,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,No,For sale,BottomsTexPantsNormalCycle7,11306,oYfNtrQiHbFMhT92j
dance warm-up pants,Black,No,1560,390,Black,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,sporty; theatrical,No,For sale,BottomsTexPantsWideCool0,5341,ZTZwYwqz2n9qW53Mi
dance warm-up pants,White,No,1560,390,White,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; theatrical,No,For sale,BottomsTexPantsWideCool1,11395,2QxKM3mAxYXq5qskp
dance warm-up pants,Purple,No,1560,390,Purple,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; theatrical,No,For sale,BottomsTexPantsWideCool2,11396,q55f5tgKiTLQvpmJf
dance warm-up pants,Red,No,1560,390,Red,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,sporty; theatrical,No,For sale,BottomsTexPantsWideCool3,11397,fiwEXBH5Y8oqgaDJ5
denim cutoffs,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsHotDenim0,4274,Kv8PYshxcyKKdmyhX
denim cutoffs,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsHotDenim1,11437,ym3PWLnmFQcWyJ4d4
denim cutoffs,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsHotDenim2,11438,ypCqhyLDBAuqh4fbt
denim cutoffs,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsHotDenim3,11439,THnK5A7xGdsBLo8Pp
denim cutoffs,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsHotDenim4,11440,SzPQyd6uxYRKWW8kY
denim painter's pants,Navy blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexPantsWideDenim0,4326,ceiiX7GP8z5jcbuTD
denim painter's pants,Light blue,No,1560,390,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexPantsWideDenim1,11441,HzSnkzELNBWK4yCPF
denim painter's pants,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexPantsWideDenim2,11442,RDTrkZNQcQfic5BjR
denim painter's pants,Black,No,1560,390,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexPantsWideDenim3,11443,Hjej972wpF6ACEpwh
denim painter's pants,White,No,1560,390,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexPantsWideDenim4,11444,fjFfcnuP6AspciSsy
denim pants,Blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsNormalDenim0,2403,DpJvPcpkWgRqisKcL
denim pants,Light blue,No,1120,280,Light blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsNormalDenim1,4186,izYciEGnwPJ7Erg3p
denim pants,Navy blue,No,1120,280,Blue,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsNormalDenim2,4187,zSsve7gJc6zCaLnpW
denim pants,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsNormalDenim3,4188,QgsJKasays7kidmWx
denim pants,White,No,1120,280,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday,No,For sale,BottomsTexPantsNormalDenim4,9011,sH4QKboThjrZCQN6w
denim skirt,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxDenim0,4246,vfhfZyEpu3Mcf2wAy
denim skirt,Light blue,No,1120,280,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxDenim1,11430,498nbZBktiBQLfwKp
denim skirt,Navy blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxDenim2,11431,KtBuYGSet8Encdqvy
denim skirt,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxDenim3,11432,2NZnFeDdBNbi8GZSj
denim skirt,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxDenim4,11433,KSAGPGrfmWBy6pigt
dotted shorts,Black,No,980,245,Black,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; comfy; vacation,No,For sale,BottomsTexPantsHotDotgold0,4523,HuouSMhXorBsF2tf9
dotted shorts,Gray,No,980,245,Gray,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; comfy; vacation,No,For sale,BottomsTexPantsHotDotgold1,8915,Ps3tCz2qEf8e7K4Jq
down pants,Blue,No,1120,280,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown0,4256,FzsL6Xz7obxkJrytM
down pants,Black,No,1120,280,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown1,11263,z233kJawJeJET3qa8
down pants,Red,No,1120,280,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown2,11264,y7GbDiW9p3uWGhmFE
down pants,White,No,1120,280,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown3,11265,4LAK548pbxr8HzPnb
down pants,Green,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown4,11266,ezyQsKqbiFkxN33yb
down pants,Yellow,No,1120,280,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown5,11267,ndGsiwDgZcpGP69rL
down pants,Orange,No,1120,280,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown6,11268,AMTdn9MsNLKpDEWx2
down pants,Lime,No,1120,280,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexPantsNormalDown7,11269,fu6ZGqKNMtZQyYzq7
down skirt,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown0,4266,3wL2E3cZSa4aRkHGz
down skirt,Black,No,1040,260,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown1,11328,dBkF3Zf6oWLg3Gt4y
down skirt,Red,No,1040,260,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown2,11329,QCezqDHXCah3TBZaz
down skirt,White,No,1040,260,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown3,11330,7X4aN5KCzFXWL8P9s
down skirt,Green,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown4,11331,Hx5JtwDLQhPrihaYM
down skirt,Yellow,No,1040,260,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown5,11332,tvwaCKBZWKXPgnYk6
down skirt,Orange,No,1040,260,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown6,11333,6oMwW9rekLGpZTvWq
down skirt,Lime,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Active,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxDown7,11334,KAqonXaQTynmzJpM6
draped skirt,Red,No,1820,455,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape0,4505,yZoqHMZqpbCWxRupR
