Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
hanging scroll,Brown,NA,Flower,Design,No,No,Yes,7,140000,35000,Brown,Beige,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_1_4,1_4,7282,iJ66E2e282EHtPQbj
hanging scroll,Pink,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Pink,White,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_2_0,2_0,7282,wyKheQr3Dh8bs88yJ
hanging scroll,Pink,NA,Mountains,Design,No,No,Yes,7,140000,35000,Pink,Gray,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_2_1,2_1,7282,KjjtFBWRK8xwcpXyW
hanging scroll,Pink,NA,Fish,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_2_2,2_2,7282,N9HRxNfoy2rby5W9e
hanging scroll,Pink,NA,Bird,Design,No,No,Yes,7,140000,35000,Pink,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_2_3,2_3,7282,4astTwvSDfL28S64u
hanging scroll,Pink,NA,Flower,Design,No,No,Yes,7,140000,35000,Pink,Beige,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_2_4,2_4,7282,RFoXDXCqabwbPFYJA
hanging scroll,Blue,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Light blue,White,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_3_0,3_0,7282,nENqf7EXKWyepDkio
hanging scroll,Blue,NA,Mountains,Design,No,No,Yes,7,140000,35000,Light blue,Gray,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_3_1,3_1,7282,8Pn9C5kuJGtQ3WaXp
hanging scroll,Blue,NA,Fish,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_3_2,3_2,7282,rBvy2SBvLo2mcpoKo
hanging scroll,Blue,NA,Bird,Design,No,No,Yes,7,140000,35000,Light blue,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_3_3,3_3,7282,R2dNMNdzTTqDfN4Wy
hanging scroll,Blue,NA,Flower,Design,No,No,Yes,7,140000,35000,Light blue,Beige,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_3_4,3_4,7282,KhDQPxetc9jSS9jCS
hanging scroll,Purple,NA,Calligraphy,Design,No,No,Yes,7,140000,35000,Purple,White,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_4_0,4_0,7282,42B2ejySFK4KksxbE
hanging scroll,Purple,NA,Mountains,Design,No,No,Yes,7,140000,35000,Purple,Gray,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_4_1,4_1,7282,Y29udd3SufMiNDrSA
hanging scroll,Purple,NA,Fish,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_4_2,4_2,7282,kHXAZCpLdSWkSjJZ7
hanging scroll,Purple,NA,Bird,Design,No,No,Yes,7,140000,35000,Purple,Orange,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_4_3,4_3,7282,gMsxAKrig7NNmki6v
hanging scroll,Purple,NA,Flower,Design,No,No,Yes,7,140000,35000,Purple,Beige,1x2,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,No lighting,No,For sale,FtrHangingscroll_Remake_4_4,4_4,7282,C5fSdFpZkmJtzQ2du
hanging terrarium,Black,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Black,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,No,Plants,No,No lighting,No,Not for sale,FtrTerrariumWall_Remake_0_0,0_0,3775,oXQnR76JRp3iHycMy
hanging terrarium,Gold,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,No,Plants,No,No lighting,No,Not for sale,FtrTerrariumWall_Remake_1_0,1_0,3775,7DPeBhiiADTPxY8nj
hanging terrarium,Brown,Frame,NA,NA,Yes,Yes,No,5,NFS,3240,Brown,Green,1x1.5,Crafting,,1.0.0,living room,None,None,None,No,Plants,No,No lighting,No,Not for sale,FtrTerrariumWall_Remake_2_0,2_0,3775,K3qB54puJonAjt75M
heart doorplate,Pink,NA,NA,NA,No,No,No,NA,600,150,Pink,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_0_0,0_0,5309,Lmtub5DdFXrXgoR6D
heart doorplate,Blue,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_1_0,1_0,5309,LvwnwvwwpPczdTuLq
heart doorplate,Monotone,NA,NA,NA,No,No,No,NA,600,150,Black,White,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_2_0,2_0,5309,q8wjLxhoLce4xsRWs
heart doorplate,Light blue,NA,NA,NA,No,No,No,NA,600,150,Blue,Light blue,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_3_0,3_0,5309,AK6iwJsbkvSBCLANE
heart doorplate,Green,NA,NA,NA,No,No,No,NA,600,150,Green,Green,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_4_0,4_0,5309,gCZ4KFisK2Chq9vx9
heart doorplate,Orange,NA,NA,NA,No,No,No,NA,600,150,Orange,Orange,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_5_0,5_0,5309,bHkYXbik6E39oNo86
heart doorplate,Red,NA,NA,NA,No,No,No,NA,600,150,Red,Red,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_6_0,6_0,5309,bgXr3xzPreLGin9wf
heart doorplate,Purple,NA,NA,NA,No,No,No,NA,600,150,Purple,Purple,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,For sale,FtrDoorOrnamentPlateHeart_Remake_7_0,7_0,5309,3Ax6LuJdM5swHE5iL
HHA pennant,NA,NA,NA,NA,No,No,No,NA,NFS,375,Blue,Yellow,1x1.5,HHA,,1.0.0,living room,expensive,None,None,No,Museum,No,No lighting,No,Not for sale,FtrPenantHha,NA,7040,MxXAxkekKoMP5Wvuk
hyacinth wreath,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,White,1x1,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathHyacinth,NA,5468,DjRfSJNwdpHu4Gshg
imperial decorative shelves,Red,NA,NA,NA,No,No,No,NA,8500,2125,Red,Red,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No,No lighting,No,For sale,FtrOrientalShelfWall_Remake_0_0,0_0,3970,N44Bm79ZnhPvb6F2E
imperial decorative shelves,Blue,NA,NA,NA,No,No,No,NA,8500,2125,Blue,Blue,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No,No lighting,No,For sale,FtrOrientalShelfWall_Remake_1_0,1_0,3970,AbdA8yT6FhJjFo35P
imperial decorative shelves,Brown,NA,NA,NA,No,No,No,NA,8500,2125,Brown,Brown,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No,No lighting,No,For sale,FtrOrientalShelfWall_Remake_2_0,2_0,3970,S3X4bnfPve8dxHdd2
imperial decorative shelves,Black,NA,NA,NA,No,No,No,NA,8500,2125,Black,Black,2x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Shelf,No,No lighting,No,For sale,FtrOrientalShelfWall_Remake_3_0,3_0,3970,bdSCkWDEB99q5xGMR
imperial dining lantern,Gold,NA,NA,NA,No,No,No,NA,19000,4750,Yellow,Red,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,No,Fluorescent,No,For sale,FtrChineseLampWall_Remake_0_0,0_0,8415,8nRurR89dQGH4zwCa
imperial dining lantern,Black,NA,NA,NA,No,No,No,NA,19000,4750,Black,Red,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,No,Fluorescent,No,For sale,FtrChineseLampWall_Remake_1_0,1_0,8415,qtaHjJoKKkKYXyGNS
imperial dining lantern,Blue,NA,NA,NA,No,No,No,NA,19000,4750,Blue,Red,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,No,Fluorescent,No,For sale,FtrChineseLampWall_Remake_2_0,2_0,8415,9gcsPPJbpnsjMwjY3
imperial dining lantern,Red,NA,NA,NA,No,No,No,NA,19000,4750,Red,Yellow,1x1.5,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,No,Fluorescent,No,For sale,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7
intercom monitor,NA,NA,NA,NA,No,No,No,NA,860,215,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No,No lighting,No,For sale,FtrIntercom,NA,3399,3oLMxaMTetGEquJqh
iron doorplate,Black,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Black,Black,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi
iron doorplate,White,Color,NA,NA,Yes,Yes,No,1,NFS,1500,White,White,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9
iron doorplate,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Blue,Blue,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE
iron doorplate,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Gray,Gray,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW
iron doorplate,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Beige,Beige,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec
iron doorplate,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Yellow,Yellow,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4
iron doorplate,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Orange,Orange,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS
iron doorplate,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Brown,Brown,1x1,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv
iron wall lamp,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,Black,Black,1x1,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,No,Fluorescent,No,Not for sale,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG
iron wall lamp,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,White,White,1x1,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,No,Fluorescent,No,Not for sale,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq
iron wall rack,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,Black,Gray,1x1,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,No,No lighting,No,Not for sale,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6
iron wall rack,White,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,White,Gray,1x1,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,No,No lighting,No,Not for sale,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4
ironwood clock,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J
ironwood clock,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK
ironwood clock,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB
ironwood clock,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY
ironwood clock,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,White,1x1,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,No,No lighting,No,Not for sale,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa
key holder,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Brown,Brown,1x1,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No,No lighting,No,Not for sale,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk
key holder,Brown wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Beige,Beige,1x1,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No,No lighting,No,Not for sale,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo
key holder,White,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,White,White,1x1,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No,No lighting,No,Not for sale,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE
key holder,Black,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Black,Black,1x1,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,No,No lighting,No,Not for sale,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg
Leo sculpture,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,White,Yellow,1x1,Crafting,,1.0.0,expensive,None,stars,None,No,Sculpture,No,No lighting,No,Not for sale,FtrZodiacLeo,NA,5964,WWysMfHGukSAM2Qph
light switch,Gray,NA,NA,NA,No,No,No,NA,340,85,Gray,Black,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No,No lighting,No,For sale,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP
light switch,Brown,NA,NA,NA,No,No,No,NA,340,85,Brown,Gray,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No,No lighting,No,For sale,FtrSwitchWall_Remake_1_0,1_0,3471,r6BvCjdKczDuXMiHJ
light switch,White,NA,NA,NA,No,No,No,NA,340,85,White,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No,No lighting,No,For sale,FtrSwitchWall_Remake_2_0,2_0,3471,y6iByh2HeM4ec8meb
light switch,Wood grain,NA,NA,NA,No,No,No,NA,340,85,Brown,White,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,No,No lighting,No,For sale,FtrSwitchWall_Remake_3_0,3_0,3471,JB7zeDsK92ybsrtMb
lily wreath,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathYuri,NA,5641,zxaMEH6t7K7emezta
log wall-mounted clock,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Brown,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No,No lighting,No,Not for sale,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf
log wall-mounted clock,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Orange,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No,No lighting,No,Not for sale,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo
log wall-mounted clock,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Beige,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No,No lighting,No,Not for sale,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT
log wall-mounted clock,White birch,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,White,Beige,1x1,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,No,No lighting,No,Not for sale,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P
macrame tapestry,White,NA,NA,NA,No,No,No,NA,840,210,Beige,Beige,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No,No lighting,No,For sale,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i
macrame tapestry,Green,NA,NA,NA,No,No,No,NA,840,210,Green,Green,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No,No lighting,No,For sale,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F
macrame tapestry,Pink,NA,NA,NA,No,No,No,NA,840,210,Beige,Pink,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No,No lighting,No,For sale,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku
macrame tapestry,Blue,NA,NA,NA,No,No,No,NA,840,210,Beige,Light blue,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,No,No lighting,No,For sale,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS
magnetic knife rack,Stainless steel,NA,NA,NA,No,No,No,NA,1400,350,Gray,Black,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,No lighting,No,For sale,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB
magnetic knife rack,Wooden,NA,NA,NA,No,No,No,NA,1400,350,Beige,Brown,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,No lighting,No,For sale,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd
magnetic knife rack,Pop,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,No,No lighting,No,For sale,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W
mantis-head model,NA,NA,NA,NA,No,No,No,NA,1500,375,Green,Green,1x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,No,Special Insect,No,No lighting,No,For sale,FtrInsectKamakiriFace,NA,11098,MB6ck2v9T8Y42ZyGR
mobile,Hot air balloons,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No,No lighting,No,For sale,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF
mobile,Sheep,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No,No lighting,No,For sale,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv
mobile,Ocean creatures,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No,No lighting,No,For sale,FtrMobile_Remake_2_0,2_0,9565,mB2ar9nB67m6hTm7K
mobile,Space,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No,No lighting,No,For sale,FtrMobile_Remake_3_0,3_0,9565,7scDFwtSabzfahkvJ
mobile,Gorgeous,NA,NA,NA,No,No,No,NA,780,195,Orange,Gray,1x1.5,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,No,No lighting,No,For sale,FtrMobile_Remake_4_0,4_0,9565,GvgQ3SmQY4yvu8djk
Mom's art,Still Life,Art,NA,NA,No,Yes,No,1,NFS,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_0_0,0_0,7139,yo9motrTZdsi62wAq
Mom's art,Street with Trees,Art,NA,NA,No,Yes,No,1,NFS,88,Colorful,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_1_0,1_0,7139,ngzzKQdyD9zhXaKMF
Mom's art,Nostalgia,Art,NA,NA,No,Yes,No,1,NFS,88,White,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_2_0,2_0,7139,xDMmWCHrvonjL5YGu
Mom's art,Angel,Art,NA,NA,No,Yes,No,1,NFS,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_3_0,3_0,7139,22zuXPgM8uQw7CGeB
Mom's art,Sweet Roses,Art,NA,NA,No,Yes,No,1,NFS,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_4_0,4_0,7139,3CMupS6GdJ9J2jJbt
Mom's art,Field of Flowers,Art,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,No lighting,No,Not for sale,FtrMomArt_Remake_5_0,5_0,7139,JqDA6bBmadaLF9cDZ
