Name,Buy,Category,Source,Filename,Version,Unique Entry ID
cream chalet exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeG,1.0.0,KAwpDuD4BQAodaghb
gray cobblestone exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneH,1.0.0,8GYy5WLx9jCpap6uY
gray stucco exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoC,1.0.0,niRaBvHzn59TEuTtu
gray-trim common exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardD,1.0.0,JfXXtqNSk5D2jYMYf
green cobblestone exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneG,1.0.0,Jiy9DpvuhLX6skBrR
light-blue chalet exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeD,1.0.0,9SCJMuao7JJBS3iry
orange chalet exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeF,1.0.0,ug4QTydifE3YXJqHR
orange cobblestone exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneE,1.0.0,Xs4kXRbnMnnkzzdGm
pink common exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardF,1.0.0,ceKL4XwfZzkGoYpg9
pink stucco exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoG,1.0.0,xmPeJk2bKkAWYtF64
red chalet exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeC,1.0.0,cA9eF8iCxf8nJhZMy
red cobblestone exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StoneD,1.0.0,xXRQfdAGyLJCXSbY6
red common exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardG,1.0.0,cwEx7XyAwefNQJ8Rr
red stucco exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoD,1.0.0,c27kqMPWnha8RjEki
red-trim common exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardB,1.0.0,ckT8w7sPNqY2aRMcH
white stucco exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoA,1.0.0,QkWc3tQAiWrNhewAw
yellow chalet exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04WoodframeE,1.0.0,t7eP9mfhqemhFXnBh
yellow common exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StandardE,1.0.0,BGfRq5YPPAt93qsms
yellow stucco exterior,5000,Siding,5th House Upgrade (2nd Floor),HouseWallPA04StuccoF,1.0.0,78XQwM8DMwK8YsJig
