Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
cool windflower crown,Colorful,Yes,NFS,960,Pink,Blue,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentAnemone2,5100,8gj25M44duF3QM6Cu
cosmos crown,Colorful,Yes,NFS,480,Colorful,Colorful,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentCosmos1,5108,jF2NZPn7WLhoNzDic
crown,Gold,No,1000000,250000,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,HeadHairOrnament_Peak,Yes,For sale,CapOrnamentAQueen0,8000,HsmAmzyoymYTYqKFg
cute lily crown,Colorful,Yes,NFS,800,Pink,Orange,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentYuri2,5115,7asbWZybHzvF3zE7j
cute rose crown,Colorful,Yes,NFS,960,Pink,Orange,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentRose2,5112,Fj9YYwxNxHsQEy9vv
cycling cap,Blue,No,1100,275,White,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle0,5257,3E8cqPTbQkn6s782m
cycling cap,Black & blue,No,1100,275,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle1,11668,nyyNBZsvn3jwbZ4Gd
cycling cap,Black & red,No,1100,275,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle2,11669,TpW8PjjyqbTLYpSPi
cycling cap,Yellow & avocado,No,1100,275,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle3,11670,r6hDFg37Hgnjd5vTd
cycling cap,Red & green,No,1100,275,Green,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle4,11671,GFa3NnPb5qaci6X8N
cycling cap,Red,No,1100,275,Red,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle5,11672,joTipBDN2YiPMpAe4
cycling cap,Lime & purple,No,1100,275,Purple,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle6,11673,atXoAhZPftSWwfuNn
cycling cap,Blue & purple,No,1100,275,Pink,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,outdoorsy; sporty,HeadCap,Yes,For sale,CapHatCycle7,11674,Gqg3MTGrfcxQEzgDw
DAL cap,Blue,No,NFS,1010,Blue,Yellow,1x1,NA,Dodo Airlines,Received in mail from DAL after taking certain numbers of flights,All Year,No,1.0.0,Simple,outdoorsy; sporty; vacation,HeadCap,Yes,Not for sale,CapHatDal0,12132,HmDxQzzqcLnkqBTAc
dandy hat,Camel,No,1100,275,Brown,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette0,5333,2BeZbWe4SHpLpCYy3
dandy hat,Blue,No,1100,275,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette1,11531,3wDCpqJQpzaj9CxYk
dandy hat,Green,No,1100,275,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette2,11532,HbA8YckX9QtLbKrTp
dandy hat,Purple,No,1100,275,Purple,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette3,11533,ETjNE3CojZXppAi7y
dandy hat,Gray,No,1100,275,Gray,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette4,11534,wQ6Su5qGTyjJmy5g4
dandy hat,White,No,1100,275,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday,HeadCap,Yes,For sale,CapHatCasquette5,11535,4mb7j2hfguEA5wZ5k
dark cosmos crown,Dark red,Yes,NFS,3360,Red,Red,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentCosmos3,5110,jx7LXntCK2GiwXTo7
dark lily crown,Dark red,Yes,NFS,960,Red,Black,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentYuri3,5116,tQPbQCDeX6muarGM2
dark tulip crown,Dark red,Yes,NFS,800,Red,Black,1x1,NA,Crafting,,All Year,No,1.0.0,Cute,fairy tale; party; vacation,HeadHairOrnament_Top,Yes,Not for sale,CapOrnamentTulip3,5104,b4SfkEZZkMpc9qPDu
denim cap,Blue,No,770,192,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatDenim0,5256,eZgTWRWftQMBQQ7es
denim cap,Light blue,No,770,192,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatDenim1,11520,mavAuYBGHCsYFM2TX
denim cap,Black,No,770,192,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatDenim2,11521,ceSm5pXs7zvDcNQN9
denim cap,White,No,770,192,White,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,HeadCap,Yes,For sale,CapHatDenim3,11522,hPaLtTcNfhbbDvwDj
detective hat,Brown,No,2100,525,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,HeadCap,Yes,For sale,CapHatDetective0,5371,SXLWLFCCLsThXCtvb
detective hat,Gray,No,2100,525,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,HeadCap,Yes,For sale,CapHatDetective1,11819,hG3EBHxFL38zt2KaF
detective hat,Beige,No,2100,525,Beige,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,HeadCap,Yes,For sale,CapHatDetective2,11820,omkTsG5zKQggz5kh6
DJ cap,Blue,No,770,192,Blue,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,No,For sale,CapBangsHeadphone0,5682,m2A9G6oaXagTxdqBL
DJ cap,Pink,No,770,192,Pink,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,No,For sale,CapBangsHeadphone1,11536,nSjJxHePsoxyZkCBv
DJ cap,Orange,No,770,192,Orange,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,No,For sale,CapBangsHeadphone2,11537,5p3Q6mLEqr2CC7zRS
DJ cap,Black,No,770,192,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; comfy; sporty,Headgear_HasBang,No,For sale,CapBangsHeadphone3,11538,goCGnSxhi3dXDzWrb
do-rag,Yellow,No,560,140,Yellow,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle0,5145,REoEqtTNsTJMRwEbK
do-rag,Blue,No,560,140,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle1,10744,Hit7pRscB5rzESY7p
do-rag,Red,No,560,140,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle2,10745,59YYmLu9PCXhnG7rQ
do-rag,Pink,No,560,140,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle3,10746,nHiB24TbQu6WZiKWt
do-rag,Black,No,560,140,Black,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle4,10747,kMwprrwYCa7gHoxwd
do-rag,Purple,No,560,140,Purple,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle5,10748,2T2zrhHDbm9g7JPgL
do-rag,Green,No,560,140,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle6,10749,ZkS777yWnbeDvLwRs
do-rag,Beige,No,560,140,Beige,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,work,HeadCap,Yes,For sale,CapHatTriangle7,10750,4DbxvejJF4rG9XJN8
dotted shower cap,Pink,No,560,140,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy,HeadCap,Yes,For sale,CapHatShowercap0,5298,8r6Dii3ZfTYyRTTjq
dotted shower cap,Blue,No,560,140,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,comfy,HeadCap,Yes,For sale,CapHatShowercap1,10825,EdHBGXayXrAsHKEBr
earth-egg shell,None,Yes,NFS,800,Red,Yellow,1x1,NA,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,HeadCap,Yes,Not for sale,CapHatEggground0,12439,h6ryjyiv5qwNZm9eB
egg party hat,None,Yes,NFS,4800,Colorful,Colorful,1x1,NA,Crafting,,All Year,No,1.1.0a,Gorgeous,fairy tale; party; theatrical,HeadCap,Yes,Not for sale,CapHatEggparty0,12446,Bb3qhdGwvMtNwT5GZ
eggshell,White,No,560,140,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,fairy tale; party; theatrical,HeadCap,Yes,For sale,CapHatEggWhite,5642,TEiK2TDpJv6JHYgrp
elder mask,White,No,NFS,1500,Beige,Black,1x1,NA,Gulliver,,All Year,No,1.0.0,Elegant,goth; theatrical,HeadFace,Yes,Not for sale,CapMaskOkinaWhite,6035,bh3dK6zyGkdsDwhkr
elegant hat,Purple,No,2100,525,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,Yes,For sale,CapHatElegant0,5351,f7zQnF4fRqSuATtXx
elegant hat,Green,No,2100,525,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,Yes,For sale,CapHatElegant1,10888,QduKLLEmHAAHLo3C3
elegant hat,Red,No,2100,525,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,Yes,For sale,CapHatElegant2,10889,GWEAhf57GwXo3boXZ
elegant hat,White,No,2100,525,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,Yes,For sale,CapHatElegant3,10890,u4Sb2dKkCR7iMQxWC
elegant hat,Black,No,2100,525,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,fairy tale; formal; party; theatrical,HeadCap,Yes,For sale,CapHatElegant4,10891,mjttiaNjDvBNuTRZk
explorer's hat,Camel,No,1040,260,Beige,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,HeadCap,Yes,For sale,CapHatExpedition0,5136,Ja3vyxddBABXJdnyQ
explorer's hat,Avocado,No,1040,260,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,HeadCap,Yes,For sale,CapHatExpedition1,11809,Ydh2XcTMXEErnPn5x
explorer's hat,Beige,No,1040,260,Gray,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,HeadCap,Yes,For sale,CapHatExpedition2,11810,u2tGd3cFjEEuDmKPy
explorer's hat,Blue,No,1040,260,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,HeadCap,Yes,For sale,CapHatExpedition3,11811,TyiG26o9CgAF2h8LA
fairy-tale hood,Red,No,1560,390,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl0,5323,p3AtA6bS7YcZLq3Qw
fairy-tale hood,Pink,No,1560,390,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl1,11836,sR9v8xTFNRtNbKmG5
fairy-tale hood,Yellow,No,1560,390,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl2,11837,Wx5B35p2xXLd5mPnC
fairy-tale hood,Green,No,1560,390,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl3,11838,s27b2n9G7LNTDLeCh
fairy-tale hood,Blue,No,1560,390,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl4,11839,f6NNsRJYLfGSDpmNC
fairy-tale hood,Light blue,No,1560,390,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl5,11840,zDirv3XciaScThq7G
fairy-tale hood,Light green,No,1560,390,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl6,11841,8vyq8tmyGc6iYFr4a
fairy-tale hood,Orange,No,1560,390,Orange,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Headgear_HasBang,No,For sale,CapBangsCowl7,11842,yKxdQZF5kp4m8Wsss
faux-fur hat,Beige,No,1300,325,Beige,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka0,5144,6ZgCgtCnoJFuj6jxf
faux-fur hat,Brown,No,1300,325,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka1,10920,MXLMvkhrb8dS8RExf
faux-fur hat,Gray,No,1300,325,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka2,10921,dhSRykyYK42XHEST5
faux-fur hat,Black,No,1300,325,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka3,10922,Zc3ysPxiArnwyNZPd
faux-fur hat,Pink,No,1300,325,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka4,10923,g2SpDCL9RQKeo8DXL
faux-fur hat,White,No,1300,325,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka5,10924,om6xFnwFeAiAbCEdX
faux-fur hat,Red,No,1300,325,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Elegant,everyday; formal; party,HeadCap,Yes,For sale,CapHatUshanka6,10925,vpdiNfhXdPmamBECw
fedora,Beige,No,1100,275,Beige,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt0,5301,JBBdsfZAd7BjXcyko
fedora,Black,No,1100,275,Black,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt1,11045,zTSoW9sFAM4jqkCmD
fedora,Green,No,1100,275,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt2,11046,nwx3eQHk7YjNCAHzw
fedora,Gray,No,1100,275,Gray,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt3,11047,EX6P3biqxQkLeapFs
fedora,White,No,1100,275,White,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt4,11048,MMhwGN3er9uwzDxF5
fedora,Red,No,1100,275,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,everyday; formal; work,HeadCap,Yes,For sale,CapHatFelt5,11049,wB4FD2KQdHdz2FZwQ
firefighter's hat,Black,No,1680,420,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Headgear_HasBang,No,For sale,CapBangsFirefighter0,5374,cR8NwZTuWmdYG35Jj
firefighter's hat,Flame orange,No,1680,420,Orange,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Headgear_HasBang,No,For sale,CapBangsFirefighter1,11617,ojPEDB7k3osmjq82R
firefighter's hat,Brown,No,1680,420,Brown,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Headgear_HasBang,No,For sale,CapBangsFirefighter2,11618,47iL65Sp7sTq2dw6Y
firefighter's hat,Lime yellow,No,1680,420,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Headgear_HasBang,No,For sale,CapBangsFirefighter3,11619,8T8xo8DZHyEuWTPAo
firefighter's hat,Avocado,No,1680,420,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,work,Headgear_HasBang,No,For sale,CapBangsFirefighter4,11620,fXaWtDi9ugKd7CvfL
flashy hairpin,Pink,No,2340,585,Pink,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy0,8611,qMr5rv9p6nKMWpn6W
flashy hairpin,Blue,No,2340,585,Blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy1,10842,JrGYYeC2rDuLtcuKX
flashy hairpin,Black,No,2340,585,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy2,10843,KmZhyAbsJeBkdsPaL
flashy hairpin,Purple,No,2340,585,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy3,10844,JuXNKBGSRgoHmATrq
flashy hairpin,Orange,No,2340,585,Orange,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy4,10845,jwxxG5ozBHRSq8wee
flashy hairpin,Green,No,2340,585,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy5,10846,YcYK3wi8wihn3LWMm
flashy hairpin,White,No,2340,585,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,everyday; party; theatrical,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLGaudy6,10847,yQpkhzDDYowAwfiPF
floral hairpin,Pink,No,490,122,Pink,Pink,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLFlowerhairpin0,9854,8Jddb8tpAJ9dCFNhR
floral hairpin,Blue,No,490,122,Blue,Blue,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLFlowerhairpin1,11959,dgTtevqFfurYfYBQh
floral hairpin,Green,No,490,122,Green,Green,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLFlowerhairpin2,11960,T3TwnGGaSJcMWTXTh
floral hairpin,Yellow,No,490,122,Yellow,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLFlowerhairpin3,11961,bcbeTcynoeqp7yk9M
floral hairpin,Purple,No,490,122,Purple,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday; fairy tale,HeadHairOrnament_Left,Yes,For sale,CapOrnamentLFlowerhairpin4,11962,noggDuHahWHjjMMTa
football helmet,Green,No,1440,360,Green,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball0,5373,PydL8RyPvCHkw25Gu
football helmet,White,No,1440,360,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball1,11604,BqaKYDQcnYuGkhqiX
football helmet,Yellow,No,1440,360,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball2,11605,BytzMWFtdrWWBbSoo
football helmet,Berry red,No,1440,360,Red,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball3,11606,z7NnWCTf5ZCitpECu
football helmet,Blue,No,1440,360,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball4,11607,jxqjGgzngsgwDEiLf
football helmet,Turquoise,No,1440,360,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball5,11608,j5hCTq5yhHnh252uh
football helmet,Red,No,1440,360,Orange,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball6,11609,kocqTA3FPgXfmvj35
football helmet,Black,No,1440,360,Black,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,HeadFullFace,No,For sale,CapFullfaceFootball7,11610,jZBkWeTG9x88Db6qF
fox mask,White,No,1400,350,White,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,goth; theatrical,HeadFace,Yes,For sale,CapMaskFox0,6034,hvuy2ff7D5HmQDWhP
fox mask,Black,No,1400,350,Black,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,goth; theatrical,HeadFace,Yes,For sale,CapMaskFox1,11171,zERfZuwMz99moPjmM
frog cap,Green,No,1120,280,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,No,For sale,CapCostumeFrog0,5335,2o34Cs7NhTHdiAA2J
frog cap,Blue,No,1120,280,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,No,For sale,CapCostumeFrog1,11697,oppZjp8fdNEbvCeWy
frog cap,Red,No,1120,280,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,No,For sale,CapCostumeFrog2,11698,o8tC4pEQPnv7ShYJs
frog cap,Yellow,No,1120,280,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,Headgear_NoEarNoJaw,No,For sale,CapCostumeFrog3,11699,roQnkD6zXyDrsjDRx
frugal hat,Brown,No,350,87,Brown,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,fairy tale; goth,HeadCap,Yes,For sale,CapHatSimple0,5299,ryjuAa957xkyQ9Crx
