Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
changing room,Brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Orange,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_2,2_2,1816,k3t55AoYzTC95inHh
changing room,Brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Orange,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_3,2_3,1816,jtW7atCYG4MFzjjoH
changing room,Brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Orange,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_4,2_4,1816,t3PqQ3hcZ7kLXFMt2
changing room,Brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Orange,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_5,2_5,1816,dbFPyRHSv7PSBbxYm
changing room,Brown,NA,Green,Curtain,No,No,Yes,2,3700,925,Orange,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_6,2_6,1816,akZy4YmBLk8ETzBZR
changing room,Brown,NA,Blue,Curtain,No,No,Yes,2,3700,925,Orange,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_2_7,2_7,1816,rPWmGac8peyAiXo9n
changing room,Dark brown,NA,White,Curtain,No,No,Yes,2,3700,925,Brown,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_0,3_0,1816,T3Sq38zLfr5LxhkQL
changing room,Dark brown,NA,Purple,Curtain,No,No,Yes,2,3700,925,Brown,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_1,3_1,1816,aPu342SNxYFn8CfuJ
changing room,Dark brown,NA,Black,Curtain,No,No,Yes,2,3700,925,Brown,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_2,3_2,1816,3dFxBfCwKfc6Qf4sk
changing room,Dark brown,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Brown,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_3,3_3,1816,JPviijww3dMcTiSqv
changing room,Dark brown,NA,Pink,Curtain,No,No,Yes,2,3700,925,Brown,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_4,3_4,1816,cQ2G6AawfmoCrZhGW
changing room,Dark brown,NA,Red,Curtain,No,No,Yes,2,3700,925,Brown,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_5,3_5,1816,okuEz5tc6JoST7KyC
changing room,Dark brown,NA,Green,Curtain,No,No,Yes,2,3700,925,Brown,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_6,3_6,1816,TuEo85hZGTKmhF8Ti
changing room,Dark brown,NA,Blue,Curtain,No,No,Yes,2,3700,925,Brown,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_7,3_7,1816,4EtKRhoEjoPyxpMsB
changing room,Black,NA,White,Curtain,No,No,Yes,2,3700,925,Black,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_0,4_0,1816,SRDQjDatcaYRfDfm6
changing room,Black,NA,Purple,Curtain,No,No,Yes,2,3700,925,Black,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_1,4_1,1816,FrfbchYxYejDNhdfs
changing room,Black,NA,Black,Curtain,No,No,Yes,2,3700,925,Black,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_2,4_2,1816,WxywpCh64irnyem5c
changing room,Black,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Black,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_3,4_3,1816,7ZFbpAqaYgdww3JWc
changing room,Black,NA,Pink,Curtain,No,No,Yes,2,3700,925,Black,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_4,4_4,1816,ED9RaoFGMEr6trrtW
changing room,Black,NA,Red,Curtain,No,No,Yes,2,3700,925,Black,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_5,4_5,1816,ojMJyxybGMKHfT3NL
changing room,Black,NA,Green,Curtain,No,No,Yes,2,3700,925,Black,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_6,4_6,1816,tbo33Z2LABD7wBoLi
changing room,Black,NA,Blue,Curtain,No,No,Yes,2,3700,925,Black,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_7,4_7,1816,LPLixYMcZctmRHZo6
changing room,Blue,NA,White,Curtain,No,No,Yes,2,3700,925,Blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_0,5_0,1816,9NcRAwMhgZQhSmTKA
changing room,Blue,NA,Purple,Curtain,No,No,Yes,2,3700,925,Blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_1,5_1,1816,PFDKfsfZvHBWmR4rh
changing room,Blue,NA,Black,Curtain,No,No,Yes,2,3700,925,Blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_2,5_2,1816,tf7tuJbkg6QRvZLiQ
changing room,Blue,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Blue,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_3,5_3,1816,KaE9hHGdHEG5a4ZXB
changing room,Blue,NA,Pink,Curtain,No,No,Yes,2,3700,925,Blue,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_4,5_4,1816,RGoKqruNBwP9ptwhD
changing room,Blue,NA,Red,Curtain,No,No,Yes,2,3700,925,Blue,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_5,5_5,1816,e2Ay6Er66ZKGsxQq8
changing room,Blue,NA,Green,Curtain,No,No,Yes,2,3700,925,Blue,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_6,5_6,1816,P9WrpxcjWbSE2tMff
changing room,Blue,NA,Blue,Curtain,No,No,Yes,2,3700,925,Blue,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_5_7,5_7,1816,AnJMEYY3Sq8ztgZLr
changing room,Pink,NA,White,Curtain,No,No,Yes,2,3700,925,Pink,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_0,6_0,1816,L4YAHZFQDr5oqbgr9
changing room,Pink,NA,Purple,Curtain,No,No,Yes,2,3700,925,Pink,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_1,6_1,1816,CTDPimSvents862wR
changing room,Pink,NA,Black,Curtain,No,No,Yes,2,3700,925,Pink,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_2,6_2,1816,khYcTbLxFCNyQW6NY
changing room,Pink,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Pink,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_3,6_3,1816,bf5ixLR4teRzNPv7n
changing room,Pink,NA,Pink,Curtain,No,No,Yes,2,3700,925,Pink,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_4,6_4,1816,3m4ss2vhuXb8xuPJJ
changing room,Pink,NA,Red,Curtain,No,No,Yes,2,3700,925,Pink,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_5,6_5,1816,dt9Xyquyvv5hDKkva
changing room,Pink,NA,Green,Curtain,No,No,Yes,2,3700,925,Pink,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_6,6_6,1816,Qe2XjBGw5rPJubnd7
changing room,Pink,NA,Blue,Curtain,No,No,Yes,2,3700,925,Pink,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_6_7,6_7,1816,3xfiSatMq2oznqATL
changing room,Green,NA,White,Curtain,No,No,Yes,2,3700,925,Light blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_0,7_0,1816,oXnHqjdPy8h67dBNA
changing room,Green,NA,Purple,Curtain,No,No,Yes,2,3700,925,Light blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_1,7_1,1816,9Fh8KaoZoZk3X5fdh
changing room,Green,NA,Black,Curtain,No,No,Yes,2,3700,925,Light blue,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_2,7_2,1816,PcYFdZMzmNBquo6G4
changing room,Green,NA,Yellow,Curtain,No,No,Yes,2,3700,925,Light blue,Yellow,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_3,7_3,1816,Tp6zrKyinYeBiTXPi
changing room,Green,NA,Pink,Curtain,No,No,Yes,2,3700,925,Light blue,Pink,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_4,7_4,1816,3QmXoP3kpPnpc7iyh
changing room,Green,NA,Red,Curtain,No,No,Yes,2,3700,925,Light blue,Red,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_5,7_5,1816,QAtdxb27ZvSBLs6r3
changing room,Green,NA,Green,Curtain,No,No,Yes,2,3700,925,Light blue,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_6,7_6,1816,p3kGt6hYz7vGyZnM9
changing room,Green,NA,Blue,Curtain,No,No,Yes,2,3700,925,Light blue,Light blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_7,7_7,1816,rTLYHFcFnnLAxY9yp
cherry-blossom branches,NA,NA,NA,NA,Yes,No,No,NA,NFS,4240,Pink,Black,1.5x1.5,NA,Crafting,,1.0.0,zen-style,fancy,cherry blossoms,None,Yes,Plants,No,Does not play music,No lighting,Not for sale,FtrSakuraBranch,NA,6031,mdnCPHWDrRHSN7n7Y
cherry-blossom pond stone,NA,NA,NA,NA,Yes,No,No,NA,NFS,2700,Gray,Pink,2x1,NA,Crafting,,1.0.0,zen-style,garden,cherry blossoms,None,No,Japanese Style,Yes,Does not play music,No lighting,Not for sale,FtrStonewaterbowlSakura,NA,7409,9rZRT4JCgiWjhcKro
cherry-blossom-petal pile,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000,Pink,Pink,1x1,NA,Crafting,,1.0.0,zen-style,fancy,cherry blossoms,None,Yes,Plants,Yes,Does not play music,No lighting,Not for sale,FtrSakuraPetal,NA,6032,W9WAzyxvZXTtRrLAL
clackercart,Natural,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Beige,Brown,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_0_0,0_0,80,ARxQfuhLQMMwLK5zc
clackercart,Colorful,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Colorful,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_1_0,1_0,80,dB8XkZvWGRDSHS2Ry
clackercart,Pop,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Red,Yellow,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_2_0,2_0,80,H37KWzJ8tAdiqRdcJ
clackercart,Cool,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Black,Red,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_3_0,3_0,80,kJbKmbsBRn9xiu2o3
clackercart,Pastel,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Light blue,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_4_0,4_0,80,vKZdGLE9JrxX9K4Bn
clackercart,Cute,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Pink,Purple,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_5_0,5_0,80,pTkQt7Aph6StWqSgX
claw-foot tub,White,NA,NA,NA,No,No,No,NA,63000,15750,White,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_0_0,0_0,1757,w7j9E86xNNQ5kSnrM
claw-foot tub,Black,NA,NA,NA,No,No,No,NA,63000,15750,Black,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_1_0,1_0,1757,JXnrPfBhZSX353JYM
claw-foot tub,Red,NA,NA,NA,No,No,No,NA,63000,15750,Red,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_2_0,2_0,1757,4refyJMEyTEANwF2C
claw-foot tub,Blue,NA,NA,NA,No,No,No,NA,63000,15750,Light blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_3_0,3_0,1757,FfwsgEDa7yWqDMztz
claw-foot tub,Pink,NA,NA,NA,No,No,No,NA,63000,15750,Pink,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_4_0,4_0,1757,6cTZE43QdMv5xQbAe
claw-foot tub,Yellow,NA,NA,NA,No,No,No,NA,63000,15750,Yellow,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,No,Bathtub,No,Does not play music,No lighting,For sale,FtrBathtubCabriole_Remake_5_0,5_0,1757,WeTDRJAvKXmTFpZLZ
clay furnace,NA,NA,NA,NA,No,No,No,NA,3300,825,Beige,Brown,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,zen-style,None,None,Yes,Kitchen,No,Does not play music,No lighting,For sale,FtrKitchenKamado,NA,717,T8btpFoRBR2MF9M44
climbing wall,Natural,NA,NA,NA,No,No,No,NA,4300,1075,Beige,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_0_0,0_0,4006,6Ba5KcWpRFuTCKP2S
climbing wall,Pink,NA,NA,NA,No,No,No,NA,4300,1075,Pink,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_1_0,1_0,4006,nq45QwfcFocFND6yP
climbing wall,Blue,NA,NA,NA,No,No,No,NA,4300,1075,Light blue,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_2_0,2_0,4006,QBtBqZfN2vfJbe3TE
climbing wall,White,NA,NA,NA,No,No,No,NA,4300,1075,White,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_3_0,3_0,4006,ruAaaHc3tdYuqBi7f
clothes closet,White,NA,NA,NA,No,No,No,NA,3100,775,Beige,Beige,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_0_0,0_0,9502,ZDpvHRk4MPmpnMjpP
clothes closet,Black,NA,NA,NA,No,No,No,NA,3100,775,Black,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_1_0,1_0,9502,kjG4jegbbauXpt7FW
clothes closet,Orange,NA,NA,NA,No,No,No,NA,3100,775,Orange,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_2_0,2_0,9502,yek4ZsQMYgpntCovw
clothes closet,Blue,NA,NA,NA,No,No,No,NA,3100,775,Blue,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_3_0,3_0,9502,sbgK84SGbat5jxKMR
clothes closet,Pink,NA,NA,NA,No,No,No,NA,3100,775,Pink,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_4_0,4_0,9502,pZAx76tduTmLH7mZw
clothes closet,Light blue,NA,NA,NA,No,No,No,NA,3100,775,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrFashioncase_Remake_5_0,5_0,9502,iRWmuneQrXGEwHWWg
clothesline,NA,NA,White,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,White,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_0,0_0,3229,oyCJQHBWZPnKHtJw3
clothesline,NA,NA,Well-used,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,Beige,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_1,0_1,3229,FxWT49hFwfwCs89FZ
clothesline,NA,NA,Blue stripes,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,Blue,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_2,0_2,3229,5ijmxpyyoHK8QGdFn
clothesline,NA,NA,Red plaid,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,Red,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_3,0_3,3229,9uFNQPxDzpG3fSqkK
clothesline,NA,NA,Green plaid,Drying shirt,Yes,No,Yes,2,NFS,100,Brown,Green,2x0.5,NA,Crafting,,1.0.0,garden,None,None,None,No,Supplies,Yes,Does not play music,No lighting,Not for sale,FtrClothesline_Remake_0_4,0_4,3229,Fk5H349YAQ4tmo7wi
clothesline pole,Silver,NA,Plain,Drying shirt,No,No,Yes,1,1100,275,Gray,White,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_0,0_0,1778,7T6ZZSQSeEKLkJoPW
clothesline pole,Silver,NA,PE shirt,Drying shirt,No,No,Yes,1,1100,275,Gray,Beige,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_1,0_1,1778,MddTaK2Fp5EEi2JRx
clothesline pole,Silver,NA,Fish,Drying shirt,No,No,Yes,1,1100,275,Gray,Light blue,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_2,0_2,1778,6oxsBNTrGjH9F3v86
clothesline pole,Silver,NA,Carrot,Drying shirt,No,No,Yes,1,1100,275,Gray,Yellow,2x0.5,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,bathroom,None,None,No,Supplies,Yes,Does not play music,No lighting,For sale,FtrClotheshorse_Remake_0_3,0_3,1778,wAqJ6dPrpZjkas5DQ
