Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
ghillie brogues,White,No,2340,585,White,White,1x1,NA,Kicks,,All Year,No,1.0.0,Gorgeous,formal; work,No,For sale,ShoesLowcutBrogues2,11478,2mGMrrGvMowcBDYh7
gladiator sandals,Brown,No,1800,450,Brown,Brown,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,ShoesSandalGladiator0,5620,b4X3xaeXEp9ChQQr5
gladiator sandals,Black,No,1800,450,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,ShoesSandalGladiator1,11251,sKQvzqzGvs2ykcSbz
gladiator sandals,Red,No,1800,450,Red,Red,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,ShoesSandalGladiator2,11252,S5PcJMFPpTfkdsrBv
gold-armor shoes,Gold,Yes,NFS,40000,Yellow,Yellow,1x1,NA,Crafting,,All Year,No,1.0.0,Gorgeous,fairy tale; goth,No,Not for sale,ShoesKneeKnightGold,5524,HE5wbwjxnuqXWwuTq
hi-tech sneakers,Orange,No,1260,315,Orange,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,No,For sale,ShoesHighcutHightech0,5659,vjJoBSPAnnmMtGJui
hi-tech sneakers,Pink,No,1260,315,Pink,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,outdoorsy; sporty,No,For sale,ShoesHighcutHightech1,10252,PtSjcthWToYvF8son
hi-tech sneakers,Green,No,1260,315,Green,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,outdoorsy; sporty,No,For sale,ShoesHighcutHightech2,10253,ZuFY68yoJCdmrLuWr
hi-tech sneakers,Light blue,No,1260,315,Light blue,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,outdoorsy; sporty,No,For sale,ShoesHighcutHightech3,10254,xasZPBabpo9zFAYMR
hi-tech sneakers,Blue,No,1260,315,Blue,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,outdoorsy; sporty,No,For sale,ShoesHighcutHightech4,10255,QdudohpJ9dc3hANJF
high-tops,Gray,No,1080,270,Gray,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker0,2572,A6PJmQQbeWQc4ks8Q
high-tops,Brown,No,1080,270,Brown,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker1,10039,6bXv8wbDiCDaRHXLb
high-tops,Green,No,1080,270,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker2,10040,HsMaJWumxL4uY8voa
high-tops,Blue,No,1080,270,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker3,10041,R26LoWHFtNPCiaQnT
high-tops,Purple,No,1080,270,Purple,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker4,10042,ddCRfjPN2Xq2KENQF
high-tops,Red,No,1080,270,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker5,10043,vQJchxGQbFYwCtRtG
high-tops,Yellow,No,1080,270,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker6,10044,oJLevZfue26fB7qbq
high-tops,White,No,1080,270,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSneaker7,10045,49789htHCpZsBFEYb
house slippers,Gray,No,490,122,Gray,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder0,5564,tZ2mLMoSBry5tTdA6
house slippers,Navy blue,No,490,122,Blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder1,10091,TMeDiovzy92KvCgNT
house slippers,Pink,No,490,122,Pink,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder2,10092,BdzMBFw9xgcZPh2cQ
house slippers,Yellow,No,490,122,Yellow,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder3,10093,TBB5qAmPTjZHgLRgo
house slippers,Green,No,490,122,Green,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder4,10094,6tfgHMCwmTrRZwiQQ
house slippers,Blue,No,490,122,Light blue,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder5,10095,3ACsSJTCB2bWPwZqm
house slippers,Red,No,490,122,Red,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder6,10096,Hr7KzEdakoD9LEXNL
house slippers,Beige,No,490,122,Beige,White,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,comfy; vacation,No,For sale,ShoesSandalRoomborder7,10097,B7W2EXnB3QmMEgjbM
jester's shoes,Purple,No,1900,475,Purple,Red,1x1,NA,Kicks,,All Year,No,1.0.0,Active,fairy tale; goth; party; theatrical; work,No,For sale,ShoesKneeClown0,5639,kFDPkeYy4wcHmPdbQ
jester's shoes,Black,No,1900,475,Black,Red,1x1,NA,Kicks,,All Year,No,1.0.0,Active,fairy tale; goth; party; theatrical; work,No,For sale,ShoesKneeClown1,11558,niQbfxs5g6937bDmP
jester's shoes,Red,No,1900,475,Red,Blue,1x1,NA,Kicks,,All Year,No,1.0.0,Active,fairy tale; goth; party; theatrical; work,No,For sale,ShoesKneeClown2,11559,uBt8KnMps2wigFd7x
jester's shoes,Green,No,1900,475,Green,Yellow,1x1,NA,Kicks,,All Year,No,1.0.0,Active,fairy tale; goth; party; theatrical; work,No,For sale,ShoesKneeClown3,11560,4i7swMp5oRyQE9rTH
kiddie sneakers,Red,No,700,175,Red,Yellow,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports0,5761,DiPuWBTmBh88DRn5r
kiddie sneakers,Blue,No,700,175,Blue,Red,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports1,10261,kAr6gcCKT8HoCuSRE
kiddie sneakers,Green,No,700,175,Green,Blue,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports2,10262,JsrscqqMSNsh3igS7
kiddie sneakers,Purple,No,700,175,Purple,Orange,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports3,10263,YtsQtuSuRpNJ9K8nJ
kiddie sneakers,Silver,No,700,175,Gray,Blue,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports4,10264,oxQ6Zq7k9LLPhxMyj
kiddie sneakers,Black,No,700,175,Black,Red,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; outdoorsy; sporty,No,For sale,ShoesHighcutSports5,10265,xvrKLHrw4cuouBZ4P
kimono sandals,Black,No,1600,400,Black,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta0,3704,GLnAezFtAC88MkqHv
kimono sandals,Red,No,1600,400,Red,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta1,10962,9BqtfBqkG7e2XvC5E
kimono sandals,Pink,No,1600,400,Pink,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta2,10963,euyfneg4wKNBxaRAb
kimono sandals,Dark blue,No,1600,400,Blue,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta3,10964,GsGxnse3sG9cSK5Qp
kimono sandals,Gray,No,1600,400,Gray,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta4,10965,EgT778SJG3yj69j9X
kimono sandals,Purple,No,1600,400,Purple,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta5,10966,jxJh2qEEPq43eW8rE
kimono sandals,Yellow,No,1600,400,Yellow,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta6,10967,SvCuc7AwtmzkHtGBu
kimono sandals,Green,No,1600,400,Green,Beige,1x1,NA,Kicks,,All Year,No,1.0.0,Simple,everyday; comfy; theatrical,No,For sale,ShoesSandalGeta7,10968,rzpWkSsb7z9Er4TRC
kung-fu shoes,Black,No,1260,315,Black,White,1x1,NA,Kicks,,All Year,No,1.0.0,Active,everyday; sporty,No,For sale,ShoesLowcutKungfu0,9846,uNAzFWaTbC7Qsp2cD
Labelle pumps,Twilight,No,3500,875,Purple,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel0,9884,sEJGhBBxTL7qWJE4M
Labelle pumps,Midnight,No,3500,875,Black,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel1,11766,WHsTLAXaLK3xxLsGE
Labelle pumps,Passion,No,3500,875,Red,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel2,11767,a3C3YgvQsLy9jrCNu
Labelle pumps,Ocean,No,3500,875,Blue,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel3,11768,mSbTfdnHdwzyjQ3E8
Labelle pumps,Sunset,No,3500,875,Yellow,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel4,11769,tyTvXLX3dX8qtecHz
Labelle pumps,Love,No,3500,875,Pink,Gray,1x1,NA,Labelle,,All Year,No,1.0.0,Elegant,everyday; formal; party; theatrical; work,No,For sale,ShoesLowcutKateheel5,11770,dtKmyfWf7S2nyer8g
Labelle sneakers,Twilight,No,3300,825,Purple,Black,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker0,9885,YRtQpMnJxg9nNHL5A
Labelle sneakers,Midnight,No,3300,825,Black,White,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker1,11771,5hkTnYdABuHSECmDm
Labelle sneakers,Passion,No,3300,825,Red,Black,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker2,11772,Ed6wWhidegCLG2DAM
Labelle sneakers,Ocean,No,3300,825,Blue,Black,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker3,11773,unwHxhSKXYSngG4Qj
Labelle sneakers,Sunset,No,3300,825,Yellow,Black,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker4,11774,GvsavAFMFoXuPMDbR
Labelle sneakers,Love,No,3300,825,Pink,Black,1x1,NA,Labelle,,All Year,No,1.0.0,Cool,everyday; sporty; theatrical,No,For sale,ShoesHighcutKatesneaker5,11775,sb4a63H75Cd2SbNFA
lace-up boots,Black,No,1920,480,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; theatrical,No,For sale,ShoesKneeLaceup0,5667,sNmoLH8tnpNCC5X4z
lace-up boots,White,No,1920,480,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; theatrical,No,For sale,ShoesKneeLaceup1,11257,vMF7xDM6WkNnoSn5g
lace-up boots,Brown,No,1920,480,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cool,everyday; theatrical,No,For sale,ShoesKneeLaceup2,11258,7ztxnCQz2E5TFXv57
lace-up boots,Red,No,1920,480,Red,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,everyday; theatrical,No,For sale,ShoesKneeLaceup3,11259,fP7ujb2fhYNT3RWZ7
leaf-egg shoes,None,Yes,NFS,800,Yellow,Orange,1x1,NA,Crafting,,All Year,No,1.1.0a,Active,fairy tale; party; theatrical,No,Not for sale,ShoesLowcutEggleaf0,12457,LE3RpADLBDaJ7hHNP
leopard pumps,Beige,No,1560,390,Beige,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard0,5477,Ey7Y3uBu6WKm8y8ct
leopard pumps,Gray,No,1560,390,Gray,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard1,10132,4dWXRYLHywa22CiDJ
leopard pumps,Blue,No,1560,390,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard2,10133,AnEBDgrZ4523Ndji9
leopard pumps,Green,No,1560,390,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard3,10134,TcbC2LDWxS5iHeSqm
leopard pumps,Purple,No,1560,390,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard4,10135,2nK5kvg7qiEdpxFCN
leopard pumps,Pink,No,1560,390,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; party; theatrical,No,For sale,ShoesLowcutLeopard5,10136,F9dwiM2YcJy8C8kBZ
loafers,Brown,No,1300,325,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers0,4724,XyqDFz4BRSEzksRqq
loafers,Black,No,1300,325,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers1,11449,nKNWYa5dKmARM7SvT
loafers,White,No,1300,325,White,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers2,11450,pKntHcedJhPRZKHmf
loafers,Pink,No,1300,325,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers3,11451,fPPRtqopYqbAny4As
loafers,Blue,No,1300,325,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers4,11452,KZbcJ6Y2azsNN5CQp
loafers,Yellow,No,1300,325,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers5,11453,yQbPEnufsfMi3W3bX
loafers,Red,No,1300,325,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; work,No,For sale,ShoesLowcutLoafers6,11454,PukSQjXvyYzFeZqcD
mage's booties,Black,No,1550,387,Black,Purple,1x1,NA,Kicks,,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,No,For sale,ShoesKneeWitch0,6894,tKv2qT7NoEHtYiP4n
mage's booties,Blue,No,1550,387,Blue,Light blue,1x1,NA,Kicks,,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,No,For sale,ShoesKneeWitch1,11561,mbi2SGaxxTc9DCKqb
mage's booties,White,No,1550,387,White,White,1x1,NA,Kicks,,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,No,For sale,ShoesKneeWitch2,11562,ncnoEonPFECoYQJdP
mage's booties,Red,No,1550,387,Red,Red,1x1,NA,Kicks,,All Year,No,1.0.0,Cool,fairy tale; goth; theatrical,No,For sale,ShoesKneeWitch3,11563,XczPtA2SGxvdSmuwH
mary janes,Black,No,1800,450,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap0,5471,tcPAf8PdxWMPJ56TC
mary janes,Red,No,1800,450,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap1,10162,fhovDJCbyJ4ECSeEr
mary janes,White,No,1800,450,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap2,10163,fs9C7jNtLwxKADExm
mary janes,Light blue,No,1800,450,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap3,10164,3vTqRmCZpmeQWANB9
mary janes,Yellow,No,1800,450,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap4,10165,STYMB3qiDR7pocoAt
mary janes,Blue,No,1800,450,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap5,10166,P2y3oTkbFmXHwSSDx
mary janes,Green,No,1800,450,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap6,10167,XgJAZ7yWs43DKkfjm
mary janes,Pink,No,1800,450,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,everyday; fairy tale; formal; party; work,No,For sale,ShoesLowcutStrap7,10168,HyyFEEoddMkfGhZKN
moccasin boots,Camel,No,1120,280,Yellow,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin0,5542,6a8aJ5Ca4uJXRn5cF
moccasin boots,Olive,No,1120,280,Green,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin1,11456,6ufhuatgmDBKgNCZL
moccasin boots,Beige,No,1120,280,Beige,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin2,11457,L4cyTp779xTQr4dem
moccasin boots,Pink,No,1120,280,Pink,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin3,11458,EizwkphgKRHNZjqdS
moccasin boots,Black,No,1120,280,Black,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin4,11459,8oSWwD9gw84jXsvEm
moccasin boots,Blue,No,1120,280,Light blue,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin5,11460,AzNm6SnygdC6nD69M
moccasin boots,Orange,No,1120,280,Brown,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,1.0.0,Simple,everyday; comfy; vacation,No,For sale,ShoesHighcutMoccasin6,11461,S75a7Lg4LsrZWdE7u
moccasins,Camel,No,1080,270,Yellow,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin0,5807,SpvHngyJ9AuiKwYzm
moccasins,Red,No,1080,270,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin1,11465,tHHXagqyKFSz4f8w8
moccasins,Light blue,No,1080,270,Light blue,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin2,11466,DjFwDzv5JsXzbBh7n
moccasins,White,No,1080,270,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin3,11467,EEsaJmPjGLnXNxFKm
moccasins,Pink,No,1080,270,Pink,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin4,11468,pBBdogRTWvdxBems7
moccasins,Gray,No,1080,270,Gray,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin5,11469,4unvwzJxsS3XjpfuB
moccasins,Black,No,1080,270,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; comfy,No,For sale,ShoesLowcutMoccasin6,11470,qzZAMBDZCAjRFFD8v
Nook Inc. slippers,White,No,NFS,2000,White,Green,1x1,400,Nook Miles Shop,,All Year,No,1.0.0,Simple,comfy,No,Not for sale,ShoesSandalRco,5630,Aba2jKEYFb3ZSzoWv
outdoor sandals,Green,No,630,157,Green,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor0,5640,BnWQmdRpMLoHthF3j
outdoor sandals,Red,No,630,157,Red,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor1,10707,mfmnkmNpSzWgKcRsT
outdoor sandals,Blue,No,630,157,Blue,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor2,10708,QaPK5tMTrBohRYkzh
outdoor sandals,Purple,No,630,157,Purple,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor3,10709,6xpDCB24AbaE99KCF
outdoor sandals,Yellow,No,630,157,Yellow,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor4,10710,CvPPDbRnzFKKBSFSC
outdoor sandals,Orange,No,630,157,Orange,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor5,10711,4PqGRqeQ7CzcnXt2P
outdoor sandals,White,No,630,157,White,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor6,10712,iZnEdXRHGkB8upzKY
outdoor sandals,Black,No,630,157,Black,Black,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Active,outdoorsy; comfy; vacation,No,For sale,ShoesSandalOutdoor7,10713,TxWPbv6SR2kkQ5qW6
paw slippers,Pink,No,1260,315,Pink,Pink,1x1,NA,Kicks,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,No,For sale,ShoesLowcutAnimal0,5469,zPA3tiBnSWjb49scP
paw slippers,Brown,No,1260,315,Brown,Brown,1x1,NA,Kicks,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,No,For sale,ShoesLowcutAnimal1,10976,QuqDNpdRXWXzHKY9h
paw slippers,White,No,1260,315,White,White,1x1,NA,Kicks,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,No,For sale,ShoesLowcutAnimal2,10977,yrXceyd3fyhzg4PDD
paw slippers,Blue,No,1260,315,Light blue,Light blue,1x1,NA,Kicks,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,No,For sale,ShoesLowcutAnimal3,10978,moK7LvPta9MKL6WKP
paw slippers,Black,No,1260,315,Black,Black,1x1,NA,Kicks,,All Year,No,1.0.0,Cute,fairy tale; party; theatrical,No,For sale,ShoesLowcutAnimal4,10979,7uDbKzSsn9M4YjKD8
pleather ankle booties,Brown,No,1280,320,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; formal; party,No,For sale,ShoesHighcutShortboots0,5474,QSxtJ4L7qnMs3AmhT
pleather ankle booties,Black,No,1280,320,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Elegant,everyday; formal; party,No,For sale,ShoesHighcutShortboots1,11679,ckPxzgw73nbjWg6Bq
pleather ankle booties,Green,No,1280,320,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal; party,No,For sale,ShoesHighcutShortboots2,11680,zvnxRiA7p4LpjtsD9
