Name,Variation,Body Title,DIY,Customize,Kit Cost,Uses,Stack Size,Buy,Sell,Color 1,Color 2,Size,Set,Miles Price,Source,Source Notes,Version,Filename,Variant ID,Internal ID,Unique Entry ID
outdoorsy net,Beige,Color,No,Yes,1,30,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetOutdoor_Remake_4_0,4_0,8178,cdXFG76YRzMhcBKvE
outdoorsy net,Pink,Color,No,Yes,1,30,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetOutdoor_Remake_5_0,5_0,8178,mRjtY48TEQkJaiYqv
outdoorsy net,Yellow,Color,No,Yes,1,30,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetOutdoor_Remake_6_0,6_0,8178,qJWCYusFziCAZowwo
outdoorsy net,Black,Color,No,Yes,1,30,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetOutdoor_Remake_7_0,7_0,8178,v4vzaPQkSf4PHpjnC
outdoorsy shovel,Avocado,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_0_0,0_0,8575,Je4oQvJHrridANtwW
outdoorsy shovel,Orange,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_1_0,1_0,8575,Qkuxh7aBzEEcgXX3g
outdoorsy shovel,Light blue,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_2_0,2_0,8575,PhHgvEkW3oiFvhWuk
outdoorsy shovel,Red,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_3_0,3_0,8575,6cvhBz44Z4BAxt8AX
outdoorsy shovel,Beige,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_4_0,4_0,8575,R2WDYoFbBG2hWfFtf
outdoorsy shovel,Pink,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_5_0,5_0,8575,RKjgnpJYtFKZgKDRk
outdoorsy shovel,Yellow,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_6_0,6_0,8575,ccQGhqapinP7FiXPJ
outdoorsy shovel,Black,Color,No,Yes,1,100,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopOutdoor_Remake_7_0,7_0,8575,e8xYribiE3L9zbeNz
outdoorsy slingshot,Avocado,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_0_0,0_0,8579,qJkGDgJtD9cQye8oD
outdoorsy slingshot,Orange,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_1_0,1_0,8579,AGkd53Dzoh7p5R5ef
outdoorsy slingshot,Light blue,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_2_0,2_0,8579,coBFkGLRCML7SdfZb
outdoorsy slingshot,Red,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_3_0,3_0,8579,ekLvFR39DuH4SdSgB
outdoorsy slingshot,Beige,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_4_0,4_0,8579,mLqZThcPR7oSdGETt
outdoorsy slingshot,Pink,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_5_0,5_0,8579,4QBCHA5pzb8Hapo7g
outdoorsy slingshot,Yellow,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_6_0,6_0,8579,FDEpHpn9wAoHmzq6S
outdoorsy slingshot,Black,Color,No,Yes,1,20,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolSlingshotOutdoor_Remake_7_0,7_0,8579,d2BxLmN5fFdSTsXvP
outdoorsy watering can,Avocado,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_0_0,0_0,8536,QSmseNnk3WqSmSFH8
outdoorsy watering can,Orange,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_1_0,1_0,8536,SrmzprzDgkRoPoGcN
outdoorsy watering can,Light blue,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_2_0,2_0,8536,PRfaCyGvx3hieqpKh
outdoorsy watering can,Red,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_3_0,3_0,8536,AvLJNwY9w5fSpT47f
outdoorsy watering can,Beige,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_4_0,4_0,8536,o2Zd58pLWuNfHSRoz
outdoorsy watering can,Pink,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_5_0,5_0,8536,6GRguzWiwsicHTun6
outdoorsy watering can,Yellow,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_6_0,6_0,8536,iyppHKcwic4M3Mb9N
outdoorsy watering can,Black,Color,No,Yes,1,60,1,2500,625,None,None,1x1,Outdoor Tools,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolWateringOutdoor_Remake_7_0,7_0,8536,vWuJ6J7YaPtB7vE88
pan flute,NA,NA,Yes,No,NA,Unlimited,1,NFS,2800,None,None,1x1,None,NA,Crafting,,1.0.0,ToolPanpipe,NA,5517,7LjdexM2bmrbxDaCG
pansy wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickPansy,NA,5091,kPAMdHZaM8oHFjjyg
party popper,NA,NA,No,No,NA,1,10,100,25,None,None,1x1,None,NA,Nook's Cranny,Only available close to new year holiday,1.0.0,ToolCracker,NA,2753,Wo8iqf7JZZ7egzmLf
printed-design shovel,Light blue,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_0_0,0_0,8576,nQuRoWnfXx8BPFTmA
printed-design shovel,White,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_1_0,1_0,8576,uayKLmvAsj6EHGnJW
printed-design shovel,Yellow,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_2_0,2_0,8576,Aa39b233u5kL2BZ5M
printed-design shovel,Pink,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_3_0,3_0,8576,jBDbWkxf2bC4Q7FXw
printed-design shovel,Green,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_4_0,4_0,8576,8p4An2z69STF7vEXo
printed-design shovel,Blue,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_5_0,5_0,8576,6T8xrvDKPvnmAgoAm
printed-design shovel,Purple,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_6_0,6_0,8576,uYrRaXdBb23RrpGNc
printed-design shovel,Black,Color,No,Yes,1,100,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolScoopPattern_Remake_7_0,7_0,8576,mwWibomJ7C9h9diZ3
rose wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickRose,NA,5093,RB9jk9eLFLJdokFjG
shell wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,5100,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickShell,NA,7586,EsdC3wFYpzqXB7RRi
shovel,Red,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_0_0,0_0,2099,B6ejTnMqrR65wXv5z
shovel,Yellow,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_1_0,1_0,2099,6sKHnKeEuPcLpjEF3
shovel,Green,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_2_0,2_0,2099,SSzNaAfdGfnFoL8Qq
shovel,Blue,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_3_0,3_0,2099,qiAf2KCaX5Xr57bXb
shovel,Purple,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_4_0,4_0,2099,bbbeRassLbyY8HCP3
shovel,Pink,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_5_0,5_0,2099,CZoPP24ecNvDxdNfY
shovel,White,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_6_0,6_0,2099,JLemP4xchhzB2BmLk
shovel,Black,Color,Yes,Yes,1,100,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolScoop_Remake_7_0,7_0,2099,egJGqooiodvdWtv6Y
slingshot,Red,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_0_0,0_0,2822,kgAEBkWjeZrdvZLwC
slingshot,Yellow,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_1_0,1_0,2822,aoeJ6gnZq7Cz9MH58
slingshot,Green,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_2_0,2_0,2822,prpgd3XrcJHJZybaD
slingshot,Blue,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_3_0,3_0,2822,bHrn2thixWf3tPgQB
slingshot,Purple,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_4_0,4_0,2822,o2z73jZqDyg3Bwjtq
slingshot,Pink,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_5_0,5_0,2822,J47FSys2XtpZr8dT9
slingshot,White,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_6_0,6_0,2822,qKjLAtchN5GvjyknF
slingshot,Gray,Color,Yes,Yes,1,20,1,900,225,None,None,1x1,None,NA,"Nook's Cranny
Crafting","Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,ToolSlingshot_Remake_7_0,7_0,2822,dq9S8zrmf4efRddki
star net,Yellow,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_0_0,0_0,8176,wmcDHN8JZMbnvLiNs
star net,Red,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_1_0,1_0,8176,KxYpvPeESLFNeLjGm
star net,Blue,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_2_0,2_0,8176,7GJJruF4u4y62nvQy
star net,Light green,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_3_0,3_0,8176,y7BXcMSNByN5Q4Ycs
star net,Pink,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_4_0,4_0,8176,ajfxbnCnpzWsxsk9q
star net,Purple,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_5_0,5_0,8176,4mcfWQJQeebqu4az6
star net,Light blue,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_6_0,6_0,8176,ngWXLftz3J8uf7WZq
star net,Green,Color,No,Yes,1,30,1,2500,625,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,ToolNetStar_Remake_7_0,7_0,8176,YZeGaCuXAbFSpEg3h
star wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,6500,None,None,1x1,None,NA,Crafting,,1.0.0,ToolChangeStick,NA,2544,mMwQ96ZbuiBMzgutd
stone axe,NA,NA,Yes,No,NA,100,1,NFS,560,None,None,1x1,None,NA,Crafting,,1.0.0,ToolAxeStoneNormal,NA,5856,NKHsBuYu25RHWjMBx
tambourine,NA,NA,No,No,NA,Unlimited,1,1500,375,None,None,1x1,None,NA,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,ToolTambourine,NA,5430,eYwGmK6fQwz2XJcht
timer,NA,NA,No,No,NA,Unlimited,1,840,210,None,None,1x1,None,NA,Nook's Cranny,,1.0.0,ToolTimer,NA,3331,vEEPnFx9FEcKKuzg2
tree-branch wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1550,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickTree,NA,7587,KnHhJXtuXEhqcPMTx
tulip wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickTulip,NA,5085,u7ZfCMpDYtPRbK2vc
vaulting pole,NA,NA,Yes,No,NA,Unlimited,1,NFS,600,None,None,1x1,None,NA,Crafting,,1.0.0,LongWoodenStick,NA,4703,2vD5XPKHSCCSjy882
wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1000,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickWood,NA,7584,2Re2yBHTfLRDiTWRb
watering can,Blue,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_0_0,0_0,2379,wLChevsx2T9Sm6yf4
watering can,Orange,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_1_0,1_0,2379,29SBgiL9wQWpYmfa4
watering can,Green,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_2_0,2_0,2379,m8fFeTsh7z7JgjB6H
watering can,Red,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_3_0,3_0,2379,95zusTkvS5ou2wPEC
watering can,Purple,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_4_0,4_0,2379,wiAp8rGXiDM3kyxpo
watering can,White,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_6_0,6_0,2379,Z7ggDgjzNii2RWjNQ
watering can,Black,Color,Yes,Yes,1,60,1,2400,600,None,None,1x1,None,NA,Crafting,,1.0.0,ToolWatering_Remake_7_0,7_0,2379,77zFHmNrGhuJAvvjA
wedding wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,3500,None,None,1x1,,NA,Wedding Season,,1.2.0,ToolStickJune,NA,12695,syPb2baTrP3zqi66f
windflower wand,NA,NA,Yes,No,NA,Unlimited,1,NFS,1580,None,None,1x1,None,NA,Crafting,,1.0.0,ToolStickAnemones,NA,5084,ERMKczYuvS6Eff7C9
worn axe,NA,NA,No,No,NA,3,1,40,10,None,None,1x1,None,NA,May Day Tour,Only available during May Day Tour,1.2.0,ToolAxeFragile,NA,12615,xqXJch47cQrNT65jG
