Name,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,Catalog,Filename,Internal ID,Unique Entry ID
Cube's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn02,10503,RHnvrKdMWPGmgQuRL
Curlos's poster,1000,250,Brown,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp08,10488,LGBtFiwyq2dDaBbAH
Curly's poster,1000,250,Pink,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig00,10505,t96aFDvs7vvawzpxw
Curt's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea02,10799,fxp5q9KEbJyawPHJh
Cyd's poster,1000,250,Red,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp12,10862,fMqS7p25Ce7AeNHQu
Cyrano's poster,1000,250,Orange,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlAnt00,10323,8gtoycLmDBmekNKT4
Cyrus's poster,1000,250,Light blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpAlp,10435,bXFWNkhRXNDK4xrZb
Daisy's poster,1000,250,White,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog07,10474,i6JsESCdxf5zwviyq
Deena's poster,1000,250,Brown,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk04,10670,D3h6EQjsNAztjCRfe
Deirdre's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer04,10459,GMyyD2RjAEy2zZmQA
Del's poster,1000,250,Black,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCrd04,10444,vcDvoY9rJnC3otJJ5
Deli's poster,1000,250,Beige,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMnk08,10654,ihA8W7QC64yvcX4Dd
Derwin's poster,1000,250,Blue,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk08,10513,kW78nMBfHq8gMESeW
Diana's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer08,10318,DCsydZ2kDaQboP2cH
Digby's poster,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpSzo,10438,DDnrdkrKS3gydwXFg
Diva's poster,1000,250,Purple,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg18,10473,DFaoZCfhCAoDfJeL3
Dizzy's poster,1000,250,Gray,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp01,10532,iS3siYo7R4GHfMueZ
DJ KK's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpTkkB,10776,KEcLDYnnCo7vK5q8e
Dobie's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol04,10647,sFtyFkaMTWLEK8pBe
Doc's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt10,10576,urZhQYJooL9z5brAp
Dom's poster,1000,250,Beige,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp15,10864,hyZvWM6kXL5S7qcbN
Don's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpMob,10342,Zmv4J7T7MzrA3BiiL
Dora's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus00,10495,dQNwh3KfyjgWh7zcX
Dotty's poster,1000,250,Black,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt01,10541,ZE7NejHgbNbWwKet3
Drago's poster,1000,250,Green,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCrd08,10462,PMHRAgvrXSzeCTxAG
Drake's poster,1000,250,Green,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk09,10410,b8KDfw2FJSSKW9RZ2
Drift's poster,1000,250,Red,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg04,10417,njaJzwtZqaysdEp27
Ed's poster,1000,250,Light blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs06,10392,eWCrXdE8WLNmzCpt5
Egbert's poster,1000,250,Yellow,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn02,10366,fAjaNGHS6ifysow2A
Elise's poster,1000,250,Beige,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMnk05,10558,psyxsd4TSQqTpqCF3
Ellie's poster,1000,250,Beige,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp07,10633,ikYj9syTrveaneTpH
Elmer's poster,1000,250,Brown,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs03,10555,C9q7EjfE7yngzLfDZ
Eloise's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlElp03,10464,qkGmSWAZucgyicJX4
Elvis's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlLon01,10450,zSZ2PjrMqbi92ouyo
Erik's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer09,10540,SZQ5fL8at72ix4sFe
Eugene's poster,1000,250,Brown,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKal10,10692,wirdymvTF7KDZstQc
Eunice's poster,1000,250,Black,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp02,10693,p8r2YdqbnvwNeQG22
Fang's poster,1000,250,Beige,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol06,10544,PBezp9kgWwgQGrYfk
Fauna's poster,1000,250,Brown,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer00,10530,fKGHGAmtfWncvkHgo
Felicity's poster,1000,250,Beige,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat17,10348,bXCSRi4tYQ3BLSvTg
Filbert's poster,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlSqu02,10394,384yubdrdXXGpPsXg
Flip's poster,1000,250,Orange,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMnk06,10406,4FoyuaAPfghooYopD
Flo's poster,1000,250,Blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn13,10685,JTHTByp4hhTaNnkE6
Flora's poster,1000,250,Pink,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst09,10490,AowHdppMsbs5tSftb
Flurry's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam06,10679,CKMDibMPGaRz57jtP
Francine's poster,1000,250,Light blue,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt12,10514,HnqwJ8ky62DNrPd3K
Frank's poster,1000,250,Green,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPbr06,10500,oxZPqqFSJ92BLhCSE
Franklin's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpTuk,10781,K8zKZgXpTJcmS2iGf
Freckles's poster,1000,250,Red,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk07,10455,dNbWn5557KTKt6a6x
Freya's poster,1000,250,Pink,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlWol05,10424,3r5iQhh4MzddN57i3
Friga's poster,1000,250,Blue,White,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn04,10457,S67mk3TaAorCcg2B6
Frita's poster,1000,250,Yellow,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlShp11,10545,ZgbE94Tvoiyw4S6r6
Frobert's poster,1000,250,Green,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg02,10598,3YkQ5ondJhSiryAG3
Fuchsia's poster,1000,250,Purple,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDer06,10352,snoGJLXmKAWAi95kK
Gabi's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt05,10386,YWu8D8TPSnTPkxErM
Gala's poster,1000,250,Pink,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig13,10482,rYCrunBXnTNteRv5N
Gaston's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt04,10479,Nqq3fo795gkfaZvZr
Gayle's poster,1000,250,Pink,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCrd07,10596,ahyNZuX8jmHBwcH52
Genji's poster,1000,250,White,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt08,10469,fMsQxgbfPwD43s8j6
Gigi's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg16,10657,z6HWKytucT8RBny2S
Gladys's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst01,10422,fZsAotKPAiq3s8CyY
Gloria's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk15,10586,vABPw4w3gtosGofsb
Goldie's poster,1000,250,Yellow,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDog00,10523,6joFrAvxYe2TP6mMu
Gonzo's poster,1000,250,Gray,Brown,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlKal04,10643,SnFZm46JXpmXvBLxB
Goose's poster,1000,250,White,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlChn00,10694,fSckhCuP8uD8X2STZ
Gracie's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpGrf,10518,t4J7Xm9f6hF3pTQqy
Graham's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam02,10529,fREmTL9CRpggrRWj6
Grams's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpKpg,10436,aggbrSpzGBPoiLHmB
Greta's poster,1000,250,Beige,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlMus16,10470,YANGzo2FSNuKcSQSR
Grizzly's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea09,10806,DvhjJCJdQqyhfh5tp
Groucho's poster,1000,250,Blue,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea06,10380,dgztdN3egmnWSBLHZ
Gruff's poster,1000,250,Green,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGoa04,10678,qDhcumxg5aKZtJGYX
Gulliver's poster,1000,250,White,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpGul,10521,tK8BZwPuX6kK9ahM2
Gwen's poster,1000,250,Purple,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn05,10355,vFkmrjEsPRLXSBhoB
Hamlet's poster,1000,250,Orange,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam00,10492,PHQtpu28bZDRwBDem
Hamphrey's poster,1000,250,Black,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHam07,10423,PCqd56FbktaoxvdCg
Hans's poster,1000,250,Light blue,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor10,10460,To3etNrQ66SeLdGsh
Harriet's poster,1000,250,Pink,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpPoo,10787,5rRqR67vrGQNbCB2Z
Harry's poster,1000,250,Yellow,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip08,10353,8xncZd9cASERiBkoQ
Hazel's poster,1000,250,Orange,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlSqu18,10466,GY2G9ZAupjDsGh9ny
Hello Kitty poster,1000,250,Red,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlGor11,11121,JLBPLz28yBaZibFnP
Henry's poster,1000,250,Green,Beige,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg19,10321,PxJd3Np97eRxSi4cw
Hippeux's poster,1000,250,Yellow,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHip09,10588,r8HHxXv35HYJZLgBX
Hopkins's poster,1000,250,Light blue,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRbt14,10604,vwubp2G98EwG9wQn5
Hopper's poster,1000,250,Black,Yellow,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn03,10408,Wr67dnC9ES4CBQWsg
Hornsby's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlRhn04,10608,SotA8rs7xafgCN9GC
Huck's poster,1000,250,Gray,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg11,10611,WyWCjNW35s8sfGCmG
Hugh's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPig03,10407,nBHB3KxJo2M7rvvpa
Iggly's poster,1000,250,White,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlPgn11,10602,jXmkSynB9wbbLAGeN
Ike's poster,1000,250,Brown,Gray,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBea11,10650,BvyHkZkFkZQBXo6hP
Isabelle's poster,1000,250,Yellow,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpSza,10312,JZskBPpfNn2j8Y4ez
Jack's poster,1000,250,Orange,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpPkn,10346,eHe9eJNzzhnz8qM7E
Jacob's poster,1000,250,Purple,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd11,10813,kLbJPxa42uuBeWkEh
Jacques's poster,1000,250,Green,Pink,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd16,10804,tLzEPfsxDk4GdPCXn
Jambette's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg13,10617,C6J6e7YNdwnWm2xQD
Jay's poster,1000,250,Blue,Orange,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd00,10404,S5uNxrc9PWrQSGGM9
Jeremiah's poster,1000,250,Brown,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlFlg07,10688,492Z37sKbLhpW3E2Q
Jingle's poster,1000,250,Green,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpRei,10439,i82Sovcj8NNADYKFQ
Jitters's poster,1000,250,Brown,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlBrd04,10818,ntewDyTP3NHyPBpky
Joan's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpBoa,10430,STBLD9MdjEcDLEtQA
Joey's poster,1000,250,Pink,Purple,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlDuk01,10483,9wGk3RWRqvbADAThJ
Judy's poster,1000,250,Blue,Green,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr19,10858,BSZxPAtc9wijEHjY3
Julia's poster,1000,250,Light blue,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlOst05,10630,xTdmhyg8DfCRFE3Gt
Julian's poster,1000,250,Brown,Red,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlHrs13,10402,H67skvQkXRDP6ysBQ
June's poster,1000,250,White,Black,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCbr13,10605,8PepBgrbB9RE592ey
K.K.'s poster,1000,250,White,Colorful,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcSpTkkA,10331,2uh73fgYt64x8qHcf
Kabuki's poster,1000,250,Green,Blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",1.0.0,For sale,PosterNpcNmlCat09,10817,ka78h2ybyfwgzorrY
Kapp'n's poster,1000,250,Yellow,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpKpp,10354,jsRtBGxBgxxkZgfS6
Katie's poster,1000,250,Black,Light blue,1x1,Nook's Shopping - Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo",1.0.0,For sale,PosterNpcSpLom,10337,PjrtRLSi74NhGXivc
