Campus,Academic_Yr,Category,Ethnicity,Perc FR,FilteredCountFR
Irvine,2019,Admits,Chicano/Latino,17.45%,4426
Irvine,2019,Admits,American Indian,0.24%,60
Irvine,2019,Admits,African American,3.03%,769
Irvine,2019,Admits,All,100.00%,25360
Irvine,2018,Admits,International,24.70%,6752
Irvine,2018,Admits,Unknown,3.04%,831
Irvine,2018,Admits,White,13.59%,3714
Irvine,2018,Admits,Asian,36.70%,10032
Irvine,2018,Admits,Chicano/Latino,18.01%,4924
Irvine,2018,Admits,American Indian,0.31%,84
Irvine,2018,Admits,African American,3.65%,998
Irvine,2018,Admits,All,100.00%,27335
Irvine,2017,Admits,International,23.14%,7188
Irvine,2017,Admits,Unknown,2.79%,867
Irvine,2017,Admits,White,15.47%,4805
Irvine,2017,Admits,Asian,36.55%,11354
Irvine,2017,Admits,Chicano/Latino,18.90%,5870
Irvine,2017,Admits,American Indian,0.33%,103
Irvine,2017,Admits,African American,2.82%,876
Irvine,2017,Admits,All,100.00%,31063
Irvine,2016,Admits,International,23.46%,7421
Irvine,2016,Admits,Unknown,2.76%,872
Irvine,2016,Admits,White,15.34%,4853
Irvine,2016,Admits,Asian,35.86%,11343
Irvine,2016,Admits,Chicano/Latino,19.55%,6183
Irvine,2016,Admits,American Indian,0.30%,94
Irvine,2016,Admits,African American,2.73%,864
Irvine,2016,Admits,All,100.00%,31630
Irvine,2015,Admits,International,23.47%,6517
Irvine,2015,Admits,Unknown,2.88%,799
Irvine,2015,Admits,White,15.21%,4224
Irvine,2015,Admits,Asian,35.74%,9923
Irvine,2015,Admits,Chicano/Latino,19.69%,5467
Irvine,2015,Admits,American Indian,0.33%,92
Irvine,2015,Admits,African American,2.67%,742
Irvine,2015,Admits,All,100.00%,27764
Irvine,2014,Admits,International,17.83%,4437
Irvine,2014,Admits,Unknown,2.58%,642
Irvine,2014,Admits,White,16.32%,4063
Irvine,2014,Admits,Asian,39.28%,9776
Irvine,2014,Admits,Chicano/Latino,20.94%,5211
Irvine,2014,Admits,American Indian,0.37%,93
Irvine,2014,Admits,African American,2.68%,668
Irvine,2014,Admits,All,100.00%,24890
Irvine,2013,Admits,International,14.92%,3720
Irvine,2013,Admits,Unknown,3.02%,753
Irvine,2013,Admits,White,17.60%,4388
Irvine,2013,Admits,Asian,41.63%,10379
Irvine,2013,Admits,Chicano/Latino,19.99%,4983
Irvine,2013,Admits,American Indian,0.38%,95
Irvine,2013,Admits,African American,2.46%,613
Irvine,2013,Admits,All,100.00%,24931
Irvine,2012,Admits,International,10.96%,2625
Irvine,2012,Admits,Unknown,2.56%,613
Irvine,2012,Admits,White,19.45%,4659
Irvine,2012,Admits,Asian,43.94%,10526
Irvine,2012,Admits,Chicano/Latino,19.53%,4678
Irvine,2012,Admits,American Indian,0.46%,110
Irvine,2012,Admits,African American,3.11%,745
Irvine,2012,Admits,All,100.00%,23956
Irvine,2011,Admits,International,6.20%,1451
Irvine,2011,Admits,Unknown,2.24%,525
Irvine,2011,Admits,White,23.14%,5413
Irvine,2011,Admits,Asian,44.88%,10498
Irvine,2011,Admits,Chicano/Latino,19.79%,4629
Irvine,2011,Admits,American Indian,0.56%,132
Irvine,2011,Admits,African American,3.17%,742
Irvine,2011,Admits,All,100.00%,23390
Irvine,2010,Admits,International,4.08%,843
Irvine,2010,Admits,Unknown,5.14%,1062
Irvine,2010,Admits,White,23.54%,4867
Irvine,2010,Admits,Asian,47.72%,9867
Irvine,2010,Admits,Chicano/Latino,16.54%,3419
Irvine,2010,Admits,American Indian,0.68%,141
Irvine,2010,Admits,African American,2.31%,478
Irvine,2010,Admits,All,100.00%,20677
Irvine,2019,Enrollees,International,19.34%,1174
Irvine,2019,Enrollees,Unknown,1.58%,96
Irvine,2019,Enrollees,White,10.58%,642
Irvine,2019,Enrollees,Asian,39.33%,2387
Irvine,2019,Enrollees,Chicano/Latino,25.98%,1577
Irvine,2019,Enrollees,American Indian,0.20%,12
Irvine,2019,Enrollees,African American,2.98%,181
Irvine,2019,Enrollees,All,100.00%,6069
Irvine,2018,Enrollees,International,19.32%,1119
Irvine,2018,Enrollees,Unknown,2.26%,131
Irvine,2018,Enrollees,White,10.17%,589
Irvine,2018,Enrollees,Asian,40.53%,2348
Irvine,2018,Enrollees,Chicano/Latino,22.96%,1330
Irvine,2018,Enrollees,American Indian,0.28%,16
Irvine,2018,Enrollees,African American,4.49%,260
Irvine,2018,Enrollees,All,100.00%,5793
Irvine,2017,Enrollees,International,17.88%,1170
Irvine,2017,Enrollees,Unknown,1.82%,119
Irvine,2017,Enrollees,White,11.18%,732
Irvine,2017,Enrollees,Asian,40.21%,2632
Irvine,2017,Enrollees,Chicano/Latino,25.53%,1671
Irvine,2017,Enrollees,American Indian,0.14%,9
Irvine,2017,Enrollees,African American,3.24%,212
Irvine,2017,Enrollees,All,100.00%,6545
Irvine,2016,Enrollees,International,22.32%,1462
Irvine,2016,Enrollees,Unknown,1.80%,118
Irvine,2016,Enrollees,White,11.17%,732
Irvine,2016,Enrollees,Asian,36.22%,2373
Irvine,2016,Enrollees,Chicano/Latino,25.48%,1669
Irvine,2016,Enrollees,American Indian,0.20%,13
Irvine,2016,Enrollees,African American,2.81%,184
Irvine,2016,Enrollees,All,100.00%,6551
Irvine,2015,Enrollees,International,20.76%,1195
Irvine,2015,Enrollees,Unknown,1.63%,94
Irvine,2015,Enrollees,White,11.69%,673
Irvine,2015,Enrollees,Asian,34.36%,1978
Irvine,2015,Enrollees,Chicano/Latino,28.30%,1629
Irvine,2015,Enrollees,American Indian,0.21%,12
Irvine,2015,Enrollees,African American,3.04%,175
Irvine,2015,Enrollees,All,100.00%,5756
Irvine,2014,Enrollees,International,15.23%,828
Irvine,2014,Enrollees,Unknown,1.75%,95
Irvine,2014,Enrollees,White,12.14%,660
Irvine,2014,Enrollees,Asian,39.47%,2145
Irvine,2014,Enrollees,Chicano/Latino,28.59%,1554
Irvine,2014,Enrollees,American Indian,0.24%,13
Irvine,2014,Enrollees,African American,2.58%,140
Irvine,2014,Enrollees,All,100.00%,5435
Irvine,2013,Enrollees,International,14.34%,783
Irvine,2013,Enrollees,Unknown,2.33%,127
Irvine,2013,Enrollees,White,12.29%,671
Irvine,2013,Enrollees,Asian,42.89%,2342
Irvine,2013,Enrollees,Chicano/Latino,25.73%,1405
Irvine,2013,Enrollees,American Indian,0.24%,13
Irvine,2013,Enrollees,African American,2.18%,119
Irvine,2013,Enrollees,All,100.00%,5460
Irvine,2012,Enrollees,International,10.50%,533
Irvine,2012,Enrollees,Unknown,1.63%,83
Irvine,2012,Enrollees,White,12.39%,629
Irvine,2012,Enrollees,Asian,47.35%,2404
Irvine,2012,Enrollees,Chicano/Latino,24.58%,1248
Irvine,2012,Enrollees,American Indian,0.28%,14
Irvine,2012,Enrollees,African American,3.27%,166
Irvine,2012,Enrollees,All,100.00%,5077
Irvine,2011,Enrollees,International,4.75%,243
Irvine,2011,Enrollees,Unknown,1.49%,76
Irvine,2011,Enrollees,White,15.21%,778
Irvine,2011,Enrollees,Asian,51.10%,2614
Irvine,2011,Enrollees,Chicano/Latino,24.22%,1239
Irvine,2011,Enrollees,American Indian,0.43%,22
Irvine,2011,Enrollees,African American,2.80%,143
Irvine,2011,Enrollees,All,100.00%,5115
Irvine,2010,Enrollees,International,2.45%,108
Irvine,2010,Enrollees,Unknown,4.26%,188
Irvine,2010,Enrollees,White,19.13%,844
Irvine,2010,Enrollees,Asian,53.57%,2363
Irvine,2010,Enrollees,Chicano/Latino,17.75%,783
Irvine,2010,Enrollees,American Indian,0.52%,23
Irvine,2010,Enrollees,African American,2.31%,102
Irvine,2010,Enrollees,All,100.00%,4411
Los_Angeles,2019,Applicants,International,16.76%,18652
Los_Angeles,2019,Applicants,Unknown,2.81%,3129
Los_Angeles,2019,Applicants,White,20.92%,23286
Los_Angeles,2019,Applicants,Asian,31.18%,34707
Los_Angeles,2019,Applicants,Chicano/Latino,22.27%,24788
Los_Angeles,2019,Applicants,American Indian,0.41%,451
Los_Angeles,2019,Applicants,African American,5.67%,6308
Los_Angeles,2019,Applicants,All,100.00%,111321
Los_Angeles,2018,Applicants,International,17.07%,19419
Los_Angeles,2018,Applicants,Unknown,3.09%,3515
Los_Angeles,2018,Applicants,White,21.02%,23908
Los_Angeles,2018,Applicants,Asian,29.98%,34103
Los_Angeles,2018,Applicants,Chicano/Latino,22.54%,25635
Los_Angeles,2018,Applicants,American Indian,0.45%,517
Los_Angeles,2018,Applicants,African American,5.85%,6658
Los_Angeles,2018,Applicants,All,100.00%,113755
Los_Angeles,2017,Applicants,International,17.43%,17813
Los_Angeles,2017,Applicants,Unknown,2.90%,2965
Los_Angeles,2017,Applicants,White,22.09%,22578
Los_Angeles,2017,Applicants,Asian,28.78%,29419
Los_Angeles,2017,Applicants,Chicano/Latino,22.61%,23111
Los_Angeles,2017,Applicants,American Indian,0.50%,514
Los_Angeles,2017,Applicants,African American,5.70%,5826
Los_Angeles,2017,Applicants,All,100.00%,102226
Los_Angeles,2016,Applicants,International,18.02%,17496
Los_Angeles,2016,Applicants,Unknown,3.02%,2930
Los_Angeles,2016,Applicants,White,22.51%,21861
Los_Angeles,2016,Applicants,Asian,28.56%,27732
Los_Angeles,2016,Applicants,Chicano/Latino,21.69%,21060
Los_Angeles,2016,Applicants,American Indian,0.51%,492
Los_Angeles,2016,Applicants,African American,5.71%,5541
Los_Angeles,2016,Applicants,All,100.00%,97112
Los_Angeles,2015,Applicants,International,17.68%,16387
Los_Angeles,2015,Applicants,Unknown,3.01%,2788
Los_Angeles,2015,Applicants,White,22.68%,21023
Los_Angeles,2015,Applicants,Asian,29.30%,27161
Los_Angeles,2015,Applicants,Chicano/Latino,21.11%,19569
Los_Angeles,2015,Applicants,American Indian,0.52%,478
Los_Angeles,2015,Applicants,African American,5.70%,5284
Los_Angeles,2015,Applicants,All,100.00%,92690
Los_Angeles,2014,Applicants,International,17.34%,15003
Los_Angeles,2014,Applicants,Unknown,2.58%,2229
Los_Angeles,2014,Applicants,White,23.03%,19927
Los_Angeles,2014,Applicants,Asian,29.82%,25805
Los_Angeles,2014,Applicants,Chicano/Latino,21.27%,18410
Los_Angeles,2014,Applicants,American Indian,0.58%,506
Los_Angeles,2014,Applicants,African American,5.38%,4657
Los_Angeles,2014,Applicants,All,100.00%,86537
Los_Angeles,2013,Applicants,International,16.02%,12899
Los_Angeles,2013,Applicants,Unknown,2.81%,2266
Los_Angeles,2013,Applicants,White,23.19%,18673
Los_Angeles,2013,Applicants,Asian,29.98%,24138
Los_Angeles,2013,Applicants,Chicano/Latino,21.99%,17706
Los_Angeles,2013,Applicants,American Indian,0.53%,428
Los_Angeles,2013,Applicants,African American,5.46%,4395
Los_Angeles,2013,Applicants,All,100.00%,80505
Los_Angeles,2012,Applicants,International,13.59%,9877
Los_Angeles,2012,Applicants,Unknown,2.50%,1815
Los_Angeles,2012,Applicants,White,23.49%,17070
Los_Angeles,2012,Applicants,Asian,32.56%,23666
Los_Angeles,2012,Applicants,Chicano/Latino,21.67%,15748
Los_Angeles,2012,Applicants,American Indian,0.58%,420
Los_Angeles,2012,Applicants,African American,5.61%,4080
Los_Angeles,2012,Applicants,All,100.00%,72676
Los_Angeles,2011,Applicants,International,9.46%,5826
Los_Angeles,2011,Applicants,Unknown,2.31%,1423
Los_Angeles,2011,Applicants,White,26.08%,16052
Los_Angeles,2011,Applicants,Asian,34.41%,21181
Los_Angeles,2011,Applicants,Chicano/Latino,21.75%,13390
Los_Angeles,2011,Applicants,American Indian,0.59%,361
Los_Angeles,2011,Applicants,African American,5.40%,3323
Los_Angeles,2011,Applicants,All,100.00%,61556
Los_Angeles,2010,Applicants,International,7.25%,4182
Los_Angeles,2010,Applicants,Unknown,5.15%,2967
Los_Angeles,2010,Applicants,White,26.87%,15493
Los_Angeles,2010,Applicants,Asian,34.65%,19978
Los_Angeles,2010,Applicants,Chicano/Latino,19.82%,11428
Los_Angeles,2010,Applicants,American Indian,0.68%,392
Los_Angeles,2010,Applicants,African American,5.58%,3218
Los_Angeles,2010,Applicants,All,100.00%,57658
Los_Angeles,2019,Admits,International,11.41%,1565
Los_Angeles,2019,Admits,Unknown,4.08%,560
Los_Angeles,2019,Admits,White,23.80%,3266
Los_Angeles,2019,Admits,Asian,38.26%,5249
Los_Angeles,2019,Admits,Chicano/Latino,16.41%,2251
Los_Angeles,2019,Admits,American Indian,0.69%,95
Los_Angeles,2019,Admits,African American,5.35%,734
Los_Angeles,2019,Admits,All,100.00%,13720
Los_Angeles,2018,Admits,International,13.86%,2213
Los_Angeles,2018,Admits,Unknown,4.58%,731
Los_Angeles,2018,Admits,White,24.47%,3908
Los_Angeles,2018,Admits,Asian,36.91%,5894
Los_Angeles,2018,Admits,Chicano/Latino,14.85%,2372
Los_Angeles,2018,Admits,American Indian,0.70%,111
Los_Angeles,2018,Admits,African American,4.64%,741
Los_Angeles,2018,Admits,All,100.00%,15970
Los_Angeles,2017,Admits,International,14.00%,2304
Los_Angeles,2017,Admits,Unknown,4.28%,704
Los_Angeles,2017,Admits,White,25.66%,4223
Los_Angeles,2017,Admits,Asian,35.56%,5851
Los_Angeles,2017,Admits,Chicano/Latino,15.44%,2541
Los_Angeles,2017,Admits,American Indian,0.55%,91
Los_Angeles,2017,Admits,African American,4.51%,742
Los_Angeles,2017,Admits,All,100.00%,16456
Los_Angeles,2016,Admits,International,14.11%,2466
Los_Angeles,2016,Admits,Unknown,4.34%,758
Los_Angeles,2016,Admits,White,25.04%,4376
Los_Angeles,2016,Admits,Asian,35.19%,6149
Los_Angeles,2016,Admits,Chicano/Latino,16.20%,2831
Los_Angeles,2016,Admits,American Indian,0.59%,103
Los_Angeles,2016,Admits,African American,4.52%,790
Los_Angeles,2016,Admits,All,100.00%,17473
Los_Angeles,2015,Admits,International,14.77%,2365
Los_Angeles,2015,Admits,Unknown,4.36%,698
Los_Angeles,2015,Admits,White,25.26%,4046
Los_Angeles,2015,Admits,Asian,36.04%,5772
Los_Angeles,2015,Admits,Chicano/Latino,15.06%,2412
Los_Angeles,2015,Admits,American Indian,0.53%,85
Los_Angeles,2015,Admits,African American,3.98%,638
Los_Angeles,2015,Admits,All,100.00%,16016
Los_Angeles,2014,Admits,International,15.90%,2553
Los_Angeles,2014,Admits,Unknown,3.70%,594
Los_Angeles,2014,Admits,White,26.12%,4194
Los_Angeles,2014,Admits,Asian,35.40%,5685
Los_Angeles,2014,Admits,Chicano/Latino,14.67%,2356
Los_Angeles,2014,Admits,American Indian,0.53%,85
Los_Angeles,2014,Admits,African American,3.69%,592
Los_Angeles,2014,Admits,All,100.00%,16059
Los_Angeles,2013,Admits,International,15.98%,2628
Los_Angeles,2013,Admits,Unknown,3.93%,647
Los_Angeles,2013,Admits,White,26.33%,4330
Los_Angeles,2013,Admits,Asian,35.58%,5853
Los_Angeles,2013,Admits,Chicano/Latino,14.16%,2329
Los_Angeles,2013,Admits,American Indian,0.49%,80
Los_Angeles,2013,Admits,African American,3.53%,581
Los_Angeles,2013,Admits,All,100.00%,16448
Los_Angeles,2012,Admits,International,19.65%,3141
Los_Angeles,2012,Admits,Unknown,2.89%,462
Los_Angeles,2012,Admits,White,24.44%,3906
Los_Angeles,2012,Admits,Asian,35.57%,5685
Los_Angeles,2012,Admits,Chicano/Latino,13.74%,2196
Los_Angeles,2012,Admits,American Indian,0.57%,91
Los_Angeles,2012,Admits,African American,3.13%,500
Los_Angeles,2012,Admits,All,100.00%,15981
Los_Angeles,2011,Admits,International,14.96%,2347
Los_Angeles,2011,Admits,Unknown,3.07%,481
Los_Angeles,2011,Admits,White,27.42%,4302
Los_Angeles,2011,Admits,Asian,37.95%,5954
Los_Angeles,2011,Admits,Chicano/Latino,13.12%,2058
Los_Angeles,2011,Admits,American Indian,0.53%,83
Los_Angeles,2011,Admits,African American,2.96%,464
Los_Angeles,2011,Admits,All,100.00%,15689
Los_Angeles,2010,Admits,International,9.65%,1263
Los_Angeles,2010,Admits,Unknown,6.00%,785
Los_Angeles,2010,Admits,White,28.70%,3756
Los_Angeles,2010,Admits,Asian,38.60%,5051
Los_Angeles,2010,Admits,Chicano/Latino,13.11%,1716
Los_Angeles,2010,Admits,American Indian,0.61%,80
Los_Angeles,2010,Admits,African American,3.33%,436
Los_Angeles,2010,Admits,All,100.00%,13087
Los_Angeles,2019,Enrollees,International,9.14%,541
Los_Angeles,2019,Enrollees,Unknown,3.33%,197
Los_Angeles,2019,Enrollees,White,24.80%,1468
Los_Angeles,2019,Enrollees,Asian,35.46%,2099
Los_Angeles,2019,Enrollees,Chicano/Latino,20.63%,1221
Los_Angeles,2019,Enrollees,American Indian,0.68%,40
Los_Angeles,2019,Enrollees,African American,5.98%,354
Los_Angeles,2019,Enrollees,All,100.00%,5920
Los_Angeles,2018,Enrollees,International,10.45%,652
Los_Angeles,2018,Enrollees,Unknown,3.88%,242
Los_Angeles,2018,Enrollees,White,25.58%,1596
Los_Angeles,2018,Enrollees,Asian,34.49%,2152
Los_Angeles,2018,Enrollees,Chicano/Latino,19.02%,1187
Los_Angeles,2018,Enrollees,American Indian,0.77%,48
Los_Angeles,2018,Enrollees,African American,5.82%,363
Los_Angeles,2018,Enrollees,All,100.00%,6240
Los_Angeles,2017,Enrollees,International,11.00%,664
Los_Angeles,2017,Enrollees,Unknown,3.44%,208
Los_Angeles,2017,Enrollees,White,26.22%,1583
Los_Angeles,2017,Enrollees,Asian,31.68%,1913
Los_Angeles,2017,Enrollees,Chicano/Latino,21.65%,1307
Los_Angeles,2017,Enrollees,American Indian,0.50%,30
Los_Angeles,2017,Enrollees,African American,5.52%,333
Los_Angeles,2017,Enrollees,All,100.00%,6038
Los_Angeles,2016,Enrollees,International,11.37%,744
Los_Angeles,2016,Enrollees,Unknown,3.27%,214
Los_Angeles,2016,Enrollees,White,24.22%,1585
Los_Angeles,2016,Enrollees,Asian,32.16%,2105
Los_Angeles,2016,Enrollees,Chicano/Latino,22.38%,1465
Los_Angeles,2016,Enrollees,American Indian,0.61%,40
Los_Angeles,2016,Enrollees,African American,5.99%,392
Los_Angeles,2016,Enrollees,All,100.00%,6545
Los_Angeles,2015,Enrollees,International,11.20%,636
Los_Angeles,2015,Enrollees,Unknown,3.73%,212
Los_Angeles,2015,Enrollees,White,25.91%,1471
Los_Angeles,2015,Enrollees,Asian,33.96%,1928
Los_Angeles,2015,Enrollees,Chicano/Latino,19.80%,1124
Los_Angeles,2015,Enrollees,American Indian,0.49%,28
Los_Angeles,2015,Enrollees,African American,4.91%,279
Los_Angeles,2015,Enrollees,All,100.00%,5678
Los_Angeles,2014,Enrollees,International,12.16%,701
Los_Angeles,2014,Enrollees,Unknown,2.91%,168
Los_Angeles,2014,Enrollees,White,26.23%,1512
Los_Angeles,2014,Enrollees,Asian,33.83%,1950
Los_Angeles,2014,Enrollees,Chicano/Latino,19.83%,1143
Los_Angeles,2014,Enrollees,American Indian,0.52%,30
Los_Angeles,2014,Enrollees,African American,4.51%,260
Los_Angeles,2014,Enrollees,All,100.00%,5764
Los_Angeles,2013,Enrollees,International,11.41%,650
Los_Angeles,2013,Enrollees,Unknown,3.62%,206
Los_Angeles,2013,Enrollees,White,26.61%,1516
Los_Angeles,2013,Enrollees,Asian,34.18%,1947
Los_Angeles,2013,Enrollees,Chicano/Latino,19.38%,1104
Los_Angeles,2013,Enrollees,American Indian,0.54%,31
Los_Angeles,2013,Enrollees,African American,4.27%,243
Los_Angeles,2013,Enrollees,All,100.00%,5697
Los_Angeles,2012,Enrollees,International,18.11%,1018
Los_Angeles,2012,Enrollees,Unknown,2.51%,141
Los_Angeles,2012,Enrollees,White,23.74%,1334
Los_Angeles,2012,Enrollees,Asian,33.45%,1880
Los_Angeles,2012,Enrollees,Chicano/Latino,18.11%,1018
Los_Angeles,2012,Enrollees,American Indian,0.48%,27
Los_Angeles,2012,Enrollees,African American,3.59%,202
Los_Angeles,2012,Enrollees,All,100.00%,5620
Los_Angeles,2011,Enrollees,International,10.20%,594
Los_Angeles,2011,Enrollees,Unknown,2.63%,153
Los_Angeles,2011,Enrollees,White,28.81%,1678
Los_Angeles,2011,Enrollees,Asian,37.12%,2162
Los_Angeles,2011,Enrollees,Chicano/Latino,16.84%,981
Los_Angeles,2011,Enrollees,American Indian,0.57%,33
Los_Angeles,2011,Enrollees,African American,3.85%,224
Los_Angeles,2011,Enrollees,All,100.00%,5825
Los_Angeles,2010,Enrollees,International,6.10%,283
Los_Angeles,2010,Enrollees,Unknown,5.18%,240
Los_Angeles,2010,Enrollees,White,29.31%,1359
Los_Angeles,2010,Enrollees,Asian,38.65%,1792
Los_Angeles,2010,Enrollees,Chicano/Latino,16.01%,742
Los_Angeles,2010,Enrollees,American Indian,0.56%,26
Los_Angeles,2010,Enrollees,African American,4.18%,194
Los_Angeles,2010,Enrollees,All,100.00%,4636
Merced,2019,Applicants,International,5.48%,1394
Merced,2019,Applicants,Unknown,2.27%,577
Merced,2019,Applicants,White,9.23%,2347
Merced,2019,Applicants,Asian,25.44%,6468
Merced,2019,Applicants,Chicano/Latino,50.81%,12918
Merced,2019,Applicants,American Indian,0.30%,76
Merced,2019,Applicants,African American,6.47%,1644
Merced,2019,Applicants,All,100.00%,25424
Merced,2018,Applicants,International,4.81%,1208
Merced,2018,Applicants,Unknown,2.51%,631
Merced,2018,Applicants,White,9.53%,2395
Merced,2018,Applicants,Asian,24.36%,6122
Merced,2018,Applicants,Chicano/Latino,51.84%,13028
Merced,2018,Applicants,American Indian,0.31%,78
Merced,2018,Applicants,African American,6.64%,1669
Merced,2018,Applicants,All,100.00%,25131
Merced,2017,Applicants,International,5.78%,1305
Merced,2017,Applicants,Unknown,2.29%,516
Merced,2017,Applicants,White,10.63%,2400
Merced,2017,Applicants,Asian,24.42%,5512
Merced,2017,Applicants,Chicano/Latino,49.63%,11204
Merced,2017,Applicants,American Indian,0.36%,82
Merced,2017,Applicants,African American,6.90%,1557
Merced,2017,Applicants,All,100.00%,22576
Merced,2016,Applicants,International,6.38%,1332
Merced,2016,Applicants,Unknown,2.21%,461
Merced,2016,Applicants,White,11.07%,2312
Merced,2016,Applicants,Asian,26.38%,5511
Merced,2016,Applicants,Chicano/Latino,47.05%,9827
Merced,2016,Applicants,American Indian,0.33%,69
Merced,2016,Applicants,African American,6.59%,1376
Merced,2016,Applicants,All,100.00%,20888
Merced,2015,Applicants,International,5.44%,1026
Merced,2015,Applicants,Unknown,2.44%,460
Merced,2015,Applicants,White,11.68%,2204
Merced,2015,Applicants,Asian,28.59%,5393
Merced,2015,Applicants,Chicano/Latino,44.83%,8456
Merced,2015,Applicants,American Indian,0.40%,76
Merced,2015,Applicants,African American,6.61%,1247
Merced,2015,Applicants,All,100.00%,18862
Merced,2014,Applicants,International,5.18%,842
Merced,2014,Applicants,Unknown,2.17%,353
Merced,2014,Applicants,White,12.62%,2053
Merced,2014,Applicants,Asian,29.91%,4865
Merced,2014,Applicants,Chicano/Latino,43.31%,7045
Merced,2014,Applicants,American Indian,0.43%,70
Merced,2014,Applicants,African American,6.39%,1040
Merced,2014,Applicants,All,100.00%,16268
Merced,2013,Applicants,International,3.26%,518
Merced,2013,Applicants,Unknown,2.12%,337
Merced,2013,Applicants,White,13.36%,2122
Merced,2013,Applicants,Asian,30.55%,4853
Merced,2013,Applicants,Chicano/Latino,43.59%,6924
Merced,2013,Applicants,American Indian,0.52%,82
Merced,2013,Applicants,African American,6.59%,1047
Merced,2013,Applicants,All,100.00%,15883
Merced,2012,Applicants,International,3.13%,440
Merced,2012,Applicants,Unknown,2.03%,286
Merced,2012,Applicants,White,15.26%,2145
Merced,2012,Applicants,Asian,32.06%,4507
Merced,2012,Applicants,Chicano/Latino,39.66%,5575
Merced,2012,Applicants,American Indian,0.49%,69
Merced,2012,Applicants,African American,7.36%,1034
Merced,2012,Applicants,All,100.00%,14056
Merced,2011,Applicants,International,2.43%,369
Merced,2011,Applicants,Unknown,2.19%,333
Merced,2011,Applicants,White,18.64%,2835
Merced,2011,Applicants,Asian,33.33%,5069
Merced,2011,Applicants,Chicano/Latino,35.55%,5406
Merced,2011,Applicants,American Indian,0.56%,85
Merced,2011,Applicants,African American,7.31%,1111
Merced,2011,Applicants,All,100.00%,15208
Merced,2010,Applicants,International,1.38%,316
Merced,2010,Applicants,Unknown,4.88%,1117
Merced,2010,Applicants,White,29.43%,6739
Merced,2010,Applicants,Asian,30.18%,6911
Merced,2010,Applicants,Chicano/Latino,27.19%,6226
Merced,2010,Applicants,American Indian,0.89%,204
Merced,2010,Applicants,African American,6.06%,1389
Merced,2010,Applicants,All,100.00%,22902
Merced,2019,Admits,International,3.72%,681
Merced,2019,Admits,Unknown,2.31%,423
Merced,2019,Admits,White,10.81%,1977
Merced,2019,Admits,Asian,28.77%,5263
Merced,2019,Admits,Chicano/Latino,48.61%,8893
Merced,2019,Admits,American Indian,0.31%,57
Merced,2019,Admits,African American,5.47%,1000
Merced,2019,Admits,All,100.00%,18294
Merced,2018,Admits,International,3.29%,547
Merced,2018,Admits,Unknown,2.46%,409
Merced,2018,Admits,White,10.90%,1813
Merced,2018,Admits,Asian,27.93%,4644
Merced,2018,Admits,Chicano/Latino,49.59%,8246
Merced,2018,Admits,American Indian,0.36%,60
Merced,2018,Admits,African American,5.47%,909
Merced,2018,Admits,All,100.00%,16628
Merced,2017,Admits,International,3.71%,581
Merced,2017,Admits,Unknown,2.35%,368
Merced,2017,Admits,White,12.39%,1941
Merced,2017,Admits,Asian,27.90%,4370
Merced,2017,Admits,Chicano/Latino,47.58%,7452
Merced,2017,Admits,American Indian,0.40%,62
Merced,2017,Admits,African American,5.67%,888
Merced,2017,Admits,All,100.00%,15662
Merced,2016,Admits,International,4.39%,680
Merced,2016,Admits,Unknown,2.30%,357
Merced,2016,Admits,White,12.74%,1974
Merced,2016,Admits,Asian,29.61%,4587
Merced,2016,Admits,Chicano/Latino,45.17%,6997
Merced,2016,Admits,American Indian,0.34%,52
Merced,2016,Admits,African American,5.45%,845
Merced,2016,Admits,All,100.00%,15492
Merced,2015,Admits,International,3.69%,422
Merced,2015,Admits,Unknown,2.50%,286
Merced,2015,Admits,White,14.14%,1619
Merced,2015,Admits,Asian,33.07%,3786
Merced,2015,Admits,Chicano/Latino,41.30%,4728
Merced,2015,Admits,American Indian,0.48%,55
Merced,2015,Admits,African American,4.81%,551
Merced,2015,Admits,All,100.00%,11447
Merced,2014,Admits,International,2.87%,314
Merced,2014,Admits,Unknown,2.11%,231
Merced,2014,Admits,White,15.51%,1695
Merced,2014,Admits,Asian,34.23%,3741
Merced,2014,Admits,Chicano/Latino,39.56%,4323
Merced,2014,Admits,American Indian,0.52%,57
Merced,2014,Admits,African American,5.20%,568
Merced,2014,Admits,All,100.00%,10929
Merced,2013,Admits,International,1.87%,196
Merced,2013,Admits,Unknown,2.40%,252
Merced,2013,Admits,White,16.60%,1741
Merced,2013,Admits,Asian,34.33%,3600
Merced,2013,Admits,Chicano/Latino,39.11%,4101
Merced,2013,Admits,American Indian,0.55%,58
Merced,2013,Admits,African American,5.13%,538
Merced,2013,Admits,All,100.00%,10486
Merced,2012,Admits,International,2.02%,214
Merced,2012,Admits,Unknown,2.16%,229
Merced,2012,Admits,White,17.31%,1837
Merced,2012,Admits,Asian,34.61%,3673
Merced,2012,Admits,Chicano/Latino,37.38%,3967
Merced,2012,Admits,American Indian,0.55%,58
Merced,2012,Admits,African American,5.98%,635
Merced,2012,Admits,All,100.00%,10613
Merced,2011,Admits,International,1.79%,218
Merced,2011,Admits,Unknown,2.17%,264
Merced,2011,Admits,White,20.81%,2530
Merced,2011,Admits,Asian,35.21%,4282
Merced,2011,Admits,Chicano/Latino,33.12%,4027
Merced,2011,Admits,American Indian,0.59%,72
