Dataset,SiteCode,POC,Date,Percentile,SiteName,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammNO3f_Unit,ammSO4f_Val,ammSO4f_Unit,ECf_Val,ECf_Unit,OMCf_Val,OMCf_Unit,SOILf_Val,SOILf_Unit,SVR_Val,SVR_Unit
IMPRHR2,JOSH1,1,12/11/2020,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.94617,ug/m^3,0.66082,ug/m^3,0.12833,ug/m^3,1.65825,ug/m^3,0.70226,ug/m^3,105.27017,km
IMPRHR2,JOSH1,1,12/14/2020,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.49479,ug/m^3,0.20938,ug/m^3,0.15357,ug/m^3,1.38186,ug/m^3,0.58617,ug/m^3,161.36391,km
IMPRHR2,JOSH1,1,12/17/2020,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.58745,ug/m^3,0.26878,ug/m^3,0.13627,ug/m^3,0.93294,ug/m^3,1.00082,ug/m^3,134.12987,km
IMPRHR2,JOSH1,1,12/20/2020,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.04427,ug/m^3,0.14095,ug/m^3,0.05581,ug/m^3,0.43022,ug/m^3,0.47511,ug/m^3,264.41535,km
IMPRHR2,JOSH1,1,12/23/2020,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.29569,ug/m^3,0.1492,ug/m^3,0.06626,ug/m^3,0.47977,ug/m^3,0.98083,ug/m^3,200.42157,km
IMPRHR2,JOSH1,1,12/26/2020,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.10737,ug/m^3,0.15621,ug/m^3,0.10041,ug/m^3,0.72796,ug/m^3,0.22099,ug/m^3,237.80078,km
IMPRHR2,JOSH1,1,12/29/2020,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.23105,ug/m^3,0.15007,ug/m^3,0.09267,ug/m^3,0.58183,ug/m^3,0.0557,ug/m^3,251.61924,km
IMPRHR2,JOSH1,1,1/1/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.03616,ug/m^3,0.1669,ug/m^3,0.02942,ug/m^3,0.29716,ug/m^3,0.54854,ug/m^3,261.14097,km
IMPRHR2,JOSH1,1,1/4/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.27077,ug/m^3,0.2635,ug/m^3,0.16961,ug/m^3,1.22776,ug/m^3,0.41974,ug/m^3,138.75337,km
IMPRHR2,JOSH1,1,1/7/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.17449,ug/m^3,0.15898,ug/m^3,0.04847,ug/m^3,0.24574,ug/m^3,0.31742,ug/m^3,256.64149,km
IMPRHR2,JOSH1,1,1/10/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.03379,ug/m^3,0.1016,ug/m^3,0.03517,ug/m^3,0.22122,ug/m^3,0.30676,ug/m^3,303.1139,km
IMPRHR2,JOSH1,1,1/13/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.09341,ug/m^3,0.2291,ug/m^3,0.04606,ug/m^3,0.17975,ug/m^3,0.57027,ug/m^3,259.33986,km
IMPRHR2,JOSH1,1,1/16/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.05214,ug/m^3,0.13104,ug/m^3,0.026,ug/m^3,0.42278,ug/m^3,0.29893,ug/m^3,-999,km
IMPRHR2,JOSH1,1,1/19/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.15837,ug/m^3,0.22506,ug/m^3,0.08912,ug/m^3,0.47419,ug/m^3,1.77211,ug/m^3,180.9543,km
IMPRHR2,JOSH1,1,1/22/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.15579,ug/m^3,0.569,ug/m^3,0.13022,ug/m^3,0.91622,ug/m^3,0.65924,ug/m^3,130.04312,km
IMPRHR2,JOSH1,1,1/25/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.3581,ug/m^3,0.21161,ug/m^3,0.04025,ug/m^3,0.58682,ug/m^3,0.04971,ug/m^3,220.47917,km
IMPRHR2,JOSH1,1,1/28/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,2.20504,ug/m^3,0.30533,ug/m^3,0.09231,ug/m^3,0.58466,ug/m^3,0.17363,ug/m^3,123.38642,km
IMPRHR2,JOSH1,1,1/31/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.123,ug/m^3,0.17329,ug/m^3,0.01481,ug/m^3,0.44903,ug/m^3,0.05061,ug/m^3,284.74134,km
IMPRHR2,JOSH1,1,2/3/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.45298,ug/m^3,0.22613,ug/m^3,0.0727,ug/m^3,0.61141,ug/m^3,0.21885,ug/m^3,211.53933,km
IMPRHR2,JOSH1,1,2/6/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.11389,ug/m^3,0.2744,ug/m^3,0.14873,ug/m^3,0.83095,ug/m^3,1.007,ug/m^3,186.10658,km
IMPRHR2,JOSH1,1,2/9/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.72188,ug/m^3,0.38961,ug/m^3,0.09987,ug/m^3,0.82087,ug/m^3,0.48001,ug/m^3,170.53499,km
IMPRHR2,JOSH1,1,2/12/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.71245,ug/m^3,0.5016,ug/m^3,0.20985,ug/m^3,1.24355,ug/m^3,0.23091,ug/m^3,121.90851,km
IMPRHR2,JOSH1,1,2/15/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.41714,ug/m^3,0.42871,ug/m^3,0.12347,ug/m^3,0.95389,ug/m^3,0.19156,ug/m^3,130.75139,km
IMPRHR2,JOSH1,1,2/18/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.02989,ug/m^3,0.19746,ug/m^3,0.03583,ug/m^3,0.23378,ug/m^3,0.37347,ug/m^3,280.47174,km
IMPRHR2,JOSH1,1,2/21/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,2/24/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.39696,ug/m^3,0.40833,ug/m^3,0.10183,ug/m^3,0.75622,ug/m^3,1.4305,ug/m^3,161.72313,km
IMPRHR2,JOSH1,1,2/27/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,3/2/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,3/5/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.25757,ug/m^3,0.60691,ug/m^3,0.04774,ug/m^3,0.67817,ug/m^3,0.95165,ug/m^3,175.47099,km
IMPRHR2,JOSH1,1,3/8/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.07443,ug/m^3,0.76849,ug/m^3,0.0781,ug/m^3,0.71944,ug/m^3,0.35671,ug/m^3,140.28289,km
IMPRHR2,JOSH1,1,3/11/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.18244,ug/m^3,0.14503,ug/m^3,0.09125,ug/m^3,0.37238,ug/m^3,0.0667,ug/m^3,268.08401,km
IMPRHR2,JOSH1,1,3/14/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.97427,ug/m^3,1.01467,ug/m^3,0.12049,ug/m^3,1.09525,ug/m^3,0.36136,ug/m^3,134.96186,km
IMPRHR2,JOSH1,1,3/17/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.35594,ug/m^3,0.57148,ug/m^3,0.13006,ug/m^3,0.89233,ug/m^3,0.42384,ug/m^3,124.19381,km
IMPRHR2,JOSH1,1,3/20/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.55987,ug/m^3,0.73743,ug/m^3,0.06978,ug/m^3,0.6325,ug/m^3,0.75758,ug/m^3,169.57148,km
IMPRHR2,JOSH1,1,3/23/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.64779,ug/m^3,0.63311,ug/m^3,0.04997,ug/m^3,1.24168,ug/m^3,3.71239,ug/m^3,101.79897,km
IMPRHR2,JOSH1,1,3/26/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.14356,ug/m^3,0.32027,ug/m^3,0.33264,ug/m^3,1.08857,ug/m^3,0.46688,ug/m^3,176.98986,km
IMPRHR2,JOSH1,1,3/29/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,4/1/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,4/4/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,4/7/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.13701,ug/m^3,1.00906,ug/m^3,0.19231,ug/m^3,1.64432,ug/m^3,1.28037,ug/m^3,107.88395,km
IMPRHR2,JOSH1,1,4/10/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.4558,ug/m^3,0.66074,ug/m^3,0.10217,ug/m^3,0.89057,ug/m^3,1.64466,ug/m^3,147.87089,km
IMPRHR2,JOSH1,1,4/13/2021,0,Joshua Tree NP,34.06957,-116.38895,1235,CA,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,ug/m^3,-999,km
IMPRHR2,JOSH1,1,4/16/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.83586,ug/m^3,1.09981,ug/m^3,0.1436,ug/m^3,1.81463,ug/m^3,1.26707,ug/m^3,92.87559,km
IMPRHR2,JOSH1,1,4/19/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.41779,ug/m^3,0.83737,ug/m^3,0.06934,ug/m^3,0.89624,ug/m^3,1.19764,ug/m^3,166.62944,km
IMPRHR2,JOSH1,1,4/22/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.58994,ug/m^3,1.09601,ug/m^3,0.06191,ug/m^3,1.16928,ug/m^3,1.81516,ug/m^3,124.95624,km
IMPRHR2,JOSH1,1,4/25/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.40144,ug/m^3,0.75009,ug/m^3,0.0086,ug/m^3,0.54227,ug/m^3,0.69109,ug/m^3,187.00191,km
IMPRHR2,JOSH1,1,4/28/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.06462,ug/m^3,0.34695,ug/m^3,0.16935,ug/m^3,0.70067,ug/m^3,0.88109,ug/m^3,195.29038,km
IMPRHR2,JOSH1,1,5/1/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.50168,ug/m^3,0.82492,ug/m^3,0.03866,ug/m^3,0.96399,ug/m^3,0.67725,ug/m^3,154.37214,km
IMPRHR2,JOSH1,1,5/4/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.52039,ug/m^3,0.7703,ug/m^3,0.05823,ug/m^3,1.16307,ug/m^3,1.91845,ug/m^3,144.92019,km
IMPRHR2,JOSH1,1,5/7/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.16826,ug/m^3,1.48735,ug/m^3,0.12689,ug/m^3,1.52449,ug/m^3,1.94754,ug/m^3,100.26508,km
IMPRHR2,JOSH1,1,5/10/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.80278,ug/m^3,1.38196,ug/m^3,0.07895,ug/m^3,1.48444,ug/m^3,2.40136,ug/m^3,110.58078,km
IMPRHR2,JOSH1,1,5/13/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.00514,ug/m^3,1.82457,ug/m^3,0.1343,ug/m^3,1.53614,ug/m^3,3.34855,ug/m^3,92.28654,km
IMPRHR2,JOSH1,1,5/16/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.4358,ug/m^3,1.07192,ug/m^3,0.2433,ug/m^3,2.19071,ug/m^3,0.97011,ug/m^3,121.46151,km
IMPRHR2,JOSH1,1,5/19/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.68534,ug/m^3,1.25635,ug/m^3,0.14023,ug/m^3,1.48786,ug/m^3,1.26686,ug/m^3,117.35952,km
IMPRHR2,JOSH1,1,5/22/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.09573,ug/m^3,0.89834,ug/m^3,0.0525,ug/m^3,1.13168,ug/m^3,0.65779,ug/m^3,112.8306,km
IMPRHR2,JOSH1,1,5/25/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.56717,ug/m^3,0.83911,ug/m^3,0.1401,ug/m^3,1.58193,ug/m^3,0.81783,ug/m^3,129.24212,km
IMPRHR2,JOSH1,1,5/28/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.97835,ug/m^3,1.1142,ug/m^3,0.15767,ug/m^3,1.45472,ug/m^3,0.91776,ug/m^3,114.17533,km
IMPRHR2,JOSH1,1,5/31/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.707,ug/m^3,1.46297,ug/m^3,0.08549,ug/m^3,1.36751,ug/m^3,0.99322,ug/m^3,114.2627,km
IMPRHR2,JOSH1,1,6/3/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.57254,ug/m^3,1.7165,ug/m^3,0.22251,ug/m^3,2.51041,ug/m^3,1.47262,ug/m^3,91.55337,km
IMPRHR2,JOSH1,1,6/6/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.25269,ug/m^3,0.92305,ug/m^3,0.12474,ug/m^3,1.2523,ug/m^3,0.75604,ug/m^3,147.58718,km
IMPRHR2,JOSH1,1,6/9/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.38554,ug/m^3,0.50725,ug/m^3,0.12791,ug/m^3,0.93411,ug/m^3,0.71343,ug/m^3,179.64611,km
IMPRHR2,JOSH1,1,6/12/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.60137,ug/m^3,0.75244,ug/m^3,0.15795,ug/m^3,1.79608,ug/m^3,0.96324,ug/m^3,122.91563,km
IMPRHR2,JOSH1,1,6/15/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.164,ug/m^3,0.68467,ug/m^3,0.11887,ug/m^3,1.34264,ug/m^3,0.88192,ug/m^3,164.04448,km
IMPRHR2,JOSH1,1,6/18/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.4705,ug/m^3,1.46273,ug/m^3,0.27151,ug/m^3,3.23487,ug/m^3,1.76138,ug/m^3,93.83315,km
IMPRHR2,JOSH1,1,6/21/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.31688,ug/m^3,1.27108,ug/m^3,0.17249,ug/m^3,1.66653,ug/m^3,0.55733,ug/m^3,138.14243,km
IMPRHR2,JOSH1,1,6/24/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.66626,ug/m^3,1.30585,ug/m^3,0.17288,ug/m^3,2.10258,ug/m^3,1.17306,ug/m^3,117.00231,km
IMPRHR2,JOSH1,1,6/27/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.15052,ug/m^3,0.65571,ug/m^3,0.10975,ug/m^3,1.33153,ug/m^3,0.84464,ug/m^3,167.86325,km
IMPRHR2,JOSH1,1,6/30/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.1791,ug/m^3,1.96317,ug/m^3,0.12235,ug/m^3,2.09581,ug/m^3,2.74588,ug/m^3,72.97303,km
IMPRHR2,JOSH1,1,7/3/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.24751,ug/m^3,0.98563,ug/m^3,0.26139,ug/m^3,1.68889,ug/m^3,0.60349,ug/m^3,152.41289,km
IMPRHR2,JOSH1,1,7/6/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.40823,ug/m^3,0.92511,ug/m^3,0.07993,ug/m^3,1.28794,ug/m^3,0.5304,ug/m^3,160.2588,km
IMPRHR2,JOSH1,1,7/9/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.67395,ug/m^3,1.71179,ug/m^3,0.25086,ug/m^3,2.34302,ug/m^3,0.90408,ug/m^3,108.68162,km
IMPRHR2,JOSH1,1,7/12/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.51209,ug/m^3,2.40005,ug/m^3,0.23533,ug/m^3,2.67581,ug/m^3,2.24289,ug/m^3,70.31336,km
IMPRHR2,JOSH1,1,7/15/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.35245,ug/m^3,1.18903,ug/m^3,0.1883,ug/m^3,1.59952,ug/m^3,0.67149,ug/m^3,138.18442,km
IMPRHR2,JOSH1,1,7/18/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.59376,ug/m^3,1.72644,ug/m^3,0.15194,ug/m^3,1.92395,ug/m^3,0.98609,ug/m^3,120.58887,km
IMPRHR2,JOSH1,1,7/21/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.56963,ug/m^3,1.68003,ug/m^3,0.11317,ug/m^3,1.53149,ug/m^3,0.95316,ug/m^3,128.6209,km
IMPRHR2,JOSH1,1,7/24/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,2.0053,ug/m^3,2.16855,ug/m^3,0.13228,ug/m^3,2.07736,ug/m^3,0.78971,ug/m^3,90.84538,km
IMPRHR2,JOSH1,1,7/27/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.82383,ug/m^3,3.2095,ug/m^3,0.1842,ug/m^3,1.59658,ug/m^3,0.64187,ug/m^3,104.20061,km
IMPRHR2,JOSH1,1,7/30/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.40217,ug/m^3,1.92646,ug/m^3,0.10571,ug/m^3,1.08202,ug/m^3,1.47386,ug/m^3,124.57029,km
IMPRHR2,JOSH1,1,8/2/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.2382,ug/m^3,1.23119,ug/m^3,0.13954,ug/m^3,1.40067,ug/m^3,0.54773,ug/m^3,144.47387,km
IMPRHR2,JOSH1,1,8/5/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.60289,ug/m^3,1.3424,ug/m^3,0.12652,ug/m^3,1.53133,ug/m^3,0.70101,ug/m^3,125.9316,km
IMPRHR2,JOSH1,1,8/8/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.48794,ug/m^3,1.1463,ug/m^3,0.1256,ug/m^3,1.91605,ug/m^3,0.47532,ug/m^3,129.61103,km
IMPRHR2,JOSH1,1,8/11/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.59497,ug/m^3,1.59567,ug/m^3,0.15872,ug/m^3,2.05378,ug/m^3,4.37691,ug/m^3,70.97043,km
IMPRHR2,JOSH1,1,8/14/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.4806,ug/m^3,1.62092,ug/m^3,0.24963,ug/m^3,2.15851,ug/m^3,0.88031,ug/m^3,101.81452,km
IMPRHR2,JOSH1,1,8/17/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.92541,ug/m^3,2.046,ug/m^3,0.28517,ug/m^3,3.12871,ug/m^3,0.73089,ug/m^3,81.98214,km
IMPRHR2,JOSH1,1,8/20/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.83784,ug/m^3,1.44627,ug/m^3,0.21043,ug/m^3,2.74176,ug/m^3,0.62934,ug/m^3,96.76696,km
IMPRHR2,JOSH1,1,8/23/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.56227,ug/m^3,1.23985,ug/m^3,0.33,ug/m^3,4.70029,ug/m^3,0.47845,ug/m^3,87.8965,km
IMPRHR2,JOSH1,1,8/26/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.20648,ug/m^3,1.14584,ug/m^3,0.29914,ug/m^3,2.23232,ug/m^3,0.55809,ug/m^3,128.5345,km
IMPRHR2,JOSH1,1,8/29/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.91781,ug/m^3,1.82441,ug/m^3,0.50832,ug/m^3,3.74596,ug/m^3,1.43238,ug/m^3,71.16143,km
IMPRHR2,JOSH1,1,9/1/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.83942,ug/m^3,1.357,ug/m^3,0.21353,ug/m^3,2.97437,ug/m^3,1.14404,ug/m^3,94.18693,km
IMPRHR2,JOSH1,1,9/4/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.20386,ug/m^3,0.69407,ug/m^3,0.04523,ug/m^3,0.51968,ug/m^3,0.45227,ug/m^3,195.16208,km
IMPRHR2,JOSH1,1,9/7/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.71718,ug/m^3,1.55327,ug/m^3,0.22501,ug/m^3,2.15761,ug/m^3,0.74902,ug/m^3,100.55517,km
IMPRHR2,JOSH1,1,9/10/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.61048,ug/m^3,1.827,ug/m^3,0.23628,ug/m^3,1.78245,ug/m^3,2.02218,ug/m^3,95.04567,km
IMPRHR2,JOSH1,1,9/13/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.1803,ug/m^3,0.78693,ug/m^3,0.23603,ug/m^3,2.7713,ug/m^3,0.52881,ug/m^3,133.76484,km
IMPRHR2,JOSH1,1,9/16/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.18379,ug/m^3,0.41786,ug/m^3,0.10158,ug/m^3,0.81029,ug/m^3,0.32095,ug/m^3,208.48561,km
IMPRHR2,JOSH1,1,9/19/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.27272,ug/m^3,0.71156,ug/m^3,0.11679,ug/m^3,1.08229,ug/m^3,0.28946,ug/m^3,173.737,km
IMPRHR2,JOSH1,1,9/22/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.31526,ug/m^3,0.88873,ug/m^3,0.15448,ug/m^3,1.61914,ug/m^3,1.18848,ug/m^3,131.31803,km
IMPRHR2,JOSH1,1,9/25/2021,90,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.78891,ug/m^3,1.11317,ug/m^3,0.33949,ug/m^3,3.13252,ug/m^3,0.71635,ug/m^3,99.34598,km
IMPRHR2,JOSH1,1,9/28/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.51532,ug/m^3,1.00708,ug/m^3,0.26816,ug/m^3,2.62278,ug/m^3,0.64401,ug/m^3,113.74377,km
IMPRHR2,JOSH1,1,10/1/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.07214,ug/m^3,0.36642,ug/m^3,0.01098,ug/m^3,0.41575,ug/m^3,0.48452,ug/m^3,235.60644,km
IMPRHR2,JOSH1,1,10/4/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.21957,ug/m^3,0.74106,ug/m^3,0.19913,ug/m^3,1.73266,ug/m^3,0.70745,ug/m^3,149.96092,km
IMPRHR2,JOSH1,1,10/7/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.71999,ug/m^3,1.41306,ug/m^3,0.20731,ug/m^3,1.45561,ug/m^3,0.50643,ug/m^3,126.5711,km
IMPRHR2,JOSH1,1,10/10/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.453,ug/m^3,0.65431,ug/m^3,0.13408,ug/m^3,1.28813,ug/m^3,0.45406,ug/m^3,162.05915,km
IMPRHR2,JOSH1,1,10/13/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.37511,ug/m^3,0.34514,ug/m^3,0.04667,ug/m^3,0.76795,ug/m^3,1.80893,ug/m^3,150.90583,km
IMPRHR2,JOSH1,1,10/16/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.08279,ug/m^3,0.66697,ug/m^3,0.11211,ug/m^3,0.32402,ug/m^3,0.79299,ug/m^3,204.79883,km
IMPRHR2,JOSH1,1,10/19/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.18878,ug/m^3,0.37162,ug/m^3,0.07012,ug/m^3,0.49118,ug/m^3,0.62381,ug/m^3,199.92527,km
IMPRHR2,JOSH1,1,10/22/2021,70,Joshua Tree NP,34.06957,-116.38895,1235,CA,1.7193,ug/m^3,0.73706,ug/m^3,0.18449,ug/m^3,1.24097,ug/m^3,0.98415,ug/m^3,109.03163,km
IMPRHR2,JOSH1,1,10/25/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.21476,ug/m^3,0.23183,ug/m^3,0.06261,ug/m^3,0.42435,ug/m^3,0.05654,ug/m^3,261.17155,km
IMPRHR2,JOSH1,1,10/28/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.05726,ug/m^3,0.29184,ug/m^3,0.13735,ug/m^3,0.68679,ug/m^3,0.25013,ug/m^3,236.27682,km
IMPRHR2,JOSH1,1,10/31/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.18508,ug/m^3,0.39423,ug/m^3,0.06632,ug/m^3,0.73465,ug/m^3,0.13016,ug/m^3,229.72202,km
IMPRHR2,JOSH1,1,11/3/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.06303,ug/m^3,0.41052,ug/m^3,0.04622,ug/m^3,0.52837,ug/m^3,0.42819,ug/m^3,236.96192,km
IMPRHR2,JOSH1,1,11/6/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.28074,ug/m^3,0.51397,ug/m^3,0.18278,ug/m^3,0.74754,ug/m^3,0.39697,ug/m^3,186.3913,km
IMPRHR2,JOSH1,1,11/9/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.38117,ug/m^3,0.89182,ug/m^3,0.07687,ug/m^3,0.48078,ug/m^3,1.60678,ug/m^3,164.11864,km
IMPRHR2,JOSH1,1,11/12/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.05721,ug/m^3,0.19008,ug/m^3,0.20232,ug/m^3,0.74083,ug/m^3,0.49856,ug/m^3,223.02953,km
IMPRHR2,JOSH1,1,11/15/2021,10,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.18038,ug/m^3,0.20794,ug/m^3,0.0673,ug/m^3,0.65115,ug/m^3,0.41206,ug/m^3,237.49474,km
IMPRHR2,JOSH1,1,11/18/2021,30,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.15686,ug/m^3,0.42558,ug/m^3,0.11215,ug/m^3,0.66884,ug/m^3,0.66942,ug/m^3,199.23355,km
IMPRHR2,JOSH1,1,11/21/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.10083,ug/m^3,0.28912,ug/m^3,0.62229,ug/m^3,2.48044,ug/m^3,0.79422,ug/m^3,129.26963,km
IMPRHR2,JOSH1,1,11/24/2021,50,Joshua Tree NP,34.06957,-116.38895,1235,CA,0.1814,ug/m^3,0.32707,ug/m^3,0.09737,ug/m^3,0.63792,ug/m^3,2.31167,ug/m^3,161.73223,km
