SpecID	PassNonPass	IOCOrder	BLFamilyLatin	BLFamilyEnglish	BLFamSequID	Taxo	Scientific	English	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-5Cat	Diet-Source	Diet-Certainty	Diet-EnteredBy	ForStrat-watbelowsurf	ForStrat-wataroundsurf	ForStrat-ground	ForStrat-understory	ForStrat-midhigh	ForStrat-canopy	ForStrat-aerial	PelagicSpecialist	ForStrat-Source	ForStrat-SpecLevel	ForStrat-EnteredBy	Nocturnal	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel	BodyMass-Comment	Record-Comment
2687	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Oreotrochilus melanogaster	Black-breasted Hillstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	10	10	10	0	Ref_5	1	Christian	0	9.1	Dunning08	1		
2688	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Oreotrochilus adela	Wedge-tailed Hillstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	40	0	0	0	Ref_5	1	Other	0	7.85	PrimScale	1		
2689	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Urochroa bougueri	White-tailed Hillstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	60	10	0	0	Ref_5	1	Christian	0	11.4	Dunning08	1		
2690	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Patagona gigas	Giant Hummingbird	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	30	0	10	0	Ref_5	1	Christian	0	20.2	Dunning08	1		
2691	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaeactis cupripennis	Shining Sunbeam	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	30	30	10	0	Ref_5	1	Christian	0	7.6	Dunning08	1		
2692	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaeactis castelnaudii	White-tufted Sunbeam	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	30	30	0	0	Ref_5	1	Christian	0	6.7	Dunning08	1		
2693	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaeactis aliciae	Purple-backed Sunbeam	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	30	30	0	0	Ref_5	1	Christian	0	7.8	PrimScale	1		
2694	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaeactis pamela	Black-hooded Sunbeam	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	40	0	0	0	Ref_5	1	Christian	0	5.5	Dunning08	1		
2695	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Lafresnaya lafresnayi	Mountain Velvetbreast	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	5.3	Dunning08	1		
2696	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Pterophanes cyanopterus	Great Sapphirewing	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	40	0	10	0	Ref_5	1	Christian	0	9.25	Dunning08	1		
2697	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena coeligena	Bronzy Inca	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	40	10	0	0	Ref_5	1	Christian	0	6.8	Dunning08	1		
2698	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena wilsoni	Brown Inca	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	6.7	Dunning08	1		
2699	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena prunellei	Black Inca	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	50	20	0	0	Ref_5	1	Christian	0	6.98	Dunning08	1		
2700	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena torquata	Collared Inca	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	30	10	0	0	Ref_5	1	Christian	0	6.72	Dunning08	1		
2701	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena phalerata	White-tailed Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	50	0	0	0	Ref_5	1	Christian	0	6.1	Dunning08	1		
2702	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena bonapartei	Golden-bellied Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	6.49	Dunning08	1		
2703	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena helianthea	Blue-throated Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	6.64	Dunning08	1		
2704	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena lutetiae	Buff-winged Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	7.29	Dunning08	1		
2705	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena violifer	Violet-throated Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	7.39	Dunning08	1		
2706	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Coeligena iris	Rainbow Starfrontlet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	10	10	10	0	Ref_5	1	Christian	0	6.9	Dunning08	1		
2707	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Ensifera ensifera	Sword-billed Hummingbird	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	60	30	10	0	Ref_5	1	Christian	0	11.2	Dunning08	1		
2708	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Sephanoides sephaniodes	Green-backed Firecrown	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	40	20	0	0	Ref_5	1	Christian	0	5.17	Dunning08	1		
2710	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Sephanoides fernandensis	Juan Fernandez Firecrown	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	60	20	0	0	Ref_5	1	Christian	0	8.73	Dunning08	1		
2711	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Boissonneaua flavescens	Buff-tailed Coronet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	80	20	0	0	Ref_5	1	Christian	0	8.2	Dunning08	1		
2712	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Boissonneaua matthewsii	Chestnut-breasted Coronet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	20	70	10	0	Ref_5	1	Christian	0	7.7	Dunning08	1		
2713	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Boissonneaua jardini	Velvet-purple Coronet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	30	30	10	0	Ref_5	1	Christian	0	9.1	Dunning08	1		
2714	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus mavors	Orange-throated Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	4.2	Dunning08	1		
2716	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus amethysticollis	Amethyst-throated Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	40	0	0	0	Ref_5	1	Christian	0	5.04	Dunning08	1		
2718	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus strophianus	Gorgeted Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	C	Hamish	0	0	0	60	30	10	0	0	Ref_5	1	Christian	0	5.5	Dunning08	1		
2719	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus exortis	Tourmaline Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	4.59	Dunning08	1		
2720	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus viola	Purple-throated Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	60	0	0	0	Ref_5	1	Christian	0	5.4	Dunning08	1		
2722	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliangelus regalis	Royal Sunangel	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	90	10	0	0	0	Ref_5	1	Christian	0	3.6	Dunning08	1		
2723	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis nigrivestis	Black-breasted Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	4.45	PrimScale	1		
2724	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis vestita	Glowing Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	20	10	0	0	Ref_5	1	Christian	0	4.54	Dunning08	1		
2725	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis godini	Turquoise-throated Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	B	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	5.06	GenAvg	0		
2726	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis luciani	Sapphire-vented Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	6	Dunning08	1		
2727	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis cupreoventris	Coppery-bellied Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	5.3	Dunning08	1		
2728	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis mosquera	Golden-breasted Puffleg	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	B	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	5.3	Dunning08	1		
2729	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis glaucopoides	Blue-capped Puffleg	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	3.7	Dunning08	1		
2730	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis mirabilis	Colourful Puffleg	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	40	0	0	0	Ref_5	1	Christian	0	5.06	GenAvg	0		
2731	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis alinae	Emerald-bellied Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	4.24	Dunning08	1		
2732	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Eriocnemis derbyi	Black-thighed Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	5.06	GenAvg	0		
2733	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Haplophaedia aureliae	Greenish Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	30	10	0	0	Ref_5	1	Christian	0	5.2	Dunning08	1		
2734	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Haplophaedia lugens	Hoary Puffleg	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	10	10	0	0	Ref_5	1	Christian	0	6.9	Dunning08	1		
2735	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Urosticte benjamini	Purple-bibbed Whitetip	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	60	0	0	0	Ref_5	1	Christian	0	3.9	Dunning08	1		
2736	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Urosticte ruficrissa	Rufous-vented Whitetip	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	50	0	0	0	Ref_5	1	Christian	0	4.3	Dunning08	1		
2737	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Ocreatus underwoodii	Booted Racket-tail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	70	10	0	0	Ref_5	1	Christian	0	3	Dunning08	1		
2738	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Lesbia victoriae	Black-tailed Trainbearer	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	70	0	10	0	Ref_5	1	Christian	0	5	Dunning08	1		
2739	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Lesbia nuna	Green-tailed Trainbearer	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	50	0	10	0	Ref_5	1	Christian	0	3.7	Dunning08	1		
2740	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Sappho sparganura	Red-tailed Comet	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	60	0	0	0	Ref_5	1	Christian	0	5.3	Dunning08	1		
2741	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Polyonymus caroli	Bronze-tailed Comet	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	B	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	4.8	Dunning08	1		
2742	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Ramphomicron microrhynchum	Purple-backed Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	70	0	0	0	Ref_5	1	Christian	0	3.6	Dunning08	1		
2743	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Ramphomicron dorsale	Black-backed Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	30	30	10	0	Ref_5	1	Christian	0	3.5	PrimScale	1		
2744	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura williami	Viridian Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	60	10	0	0	Ref_5	1	Christian	0	4.5	Dunning08	1		
2749	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura baroni	Violet-throated Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	70	10	0	0	Ref_5	1	Christian	0	4.3	Dunning08	1		
2750	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura odomae	Neblina Metaltail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	30	30	10	0	Ref_5	1	Christian	0	5.1	Dunning08	1		
2751	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura theresiae	Coppery Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	40	30	0	0	Ref_5	1	Christian	0	4.9	Dunning08	1		
2752	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura eupogon	Fire-throated Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	D1	Hamish	0	0	0	30	40	30	0	0	Ref_5	1	Christian	0	4.6	Dunning08	1		
2753	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura aeneocauda	Scaled Metaltail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	90	10	0	0	0	Ref_5	1	Christian	0	5.2	Dunning08	1		
2754	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura phoebe	Black Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	40	30	0	0	Ref_5	1	Christian	0	5.4	Dunning08	1		
2755	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura tyrianthina	Tyrian Metaltail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	10	60	30	0	0	Ref_5	1	Christian	0	3.8	Dunning08	1		
2756	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Metallura iracunda	Perija Metaltail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	D1	Hamish	0	0	0	10	60	30	0	0	Ref_5	1	Christian	0	3.85	PrimScale	1		
2757	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Chalcostigma ruficeps	Rufous-capped Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	50	0	0	0	Ref_5	1	Christian	0	3.4	Dunning08	1		
2758	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Chalcostigma olivaceum	Olivaceous Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	30	60	10	0	0	0	Ref_5	1	Christian	0	8.5	PrimScale	1		
2759	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Chalcostigma stanleyi	Blue-mantled Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	30	70	0	0	0	0	Ref_5	1	Other	0	5.8	Dunning08	1		
2760	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Chalcostigma heteropogon	Bronze-tailed Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	10	60	30	0	0	0	Ref_5	1	Christian	0	6.1	PrimScale	1		
2761	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Chalcostigma herrani	Rainbow-bearded Thornbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	20	50	30	0	0	0	Ref_5	1	Christian	0	5.8	Dunning08	1		
2762	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Oxypogon guerinii	Bearded Helmetcrest	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	30	60	10	0	0	0	Ref_5	1	Other	0	4.8	Dunning08	1		
2763	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Opisthoprora euryptera	Mountain Avocetbill	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	80	20	0	0	0	Ref_5	1	Christian	0	5.76	PrimScale	1	MarceloR	
2764	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Taphrolesbia griseiventris	Grey-bellied Comet	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	60	40	0	0	0	Ref_5	1	Christian	0	8.94	PrimScale	1	MarceloR	
2765	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaiocercus kingi	Long-tailed Sylph	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	30	60	10	0	Ref_5	1	Christian	0	4.84	Dunning08	1		
2767	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaiocercus berlepschi	Venezuelan Sylph	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	40	30	0	0	Ref_5	1	Christian	0	4.97	Dunning08	1		
2768	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Aglaiocercus coelestis	Violet-tailed Sylph	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	60	30	10	0	Ref_5	1	Christian	0	5.61	Dunning08	1		
2769	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Oreonympha nobilis	Bearded Mountaineer	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	60	20	0	0	Ref_5	1	Christian	0	7.7	Dunning08	1		
2770	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Augastes lumachella	Hooded Visorbearer	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	100	0	0	0	0	Ref_5	1	Christian	0	4	Dunning08	1		
2771	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Augastes scutatus	Hyacinth Visorbearer	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	3	Dunning08	1		
2772	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Schistes geoffroyi	Wedge-billed Hummingbird	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	60	10	0	0	Ref_5	1	Christian	0	3.6	Dunning08	1		
2773	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliothryx barroti	Purple-crowned Fairy	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	30	30	10	0	Ref_5	1	Christian	0	5.5	Dunning08	1		
2774	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliothryx auritus	Black-eared Fairy	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	50	40	10	0	Ref_5	1	Christian	0	5.4	Dunning08	1		
2775	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliactin bilophus	Horned Sungem	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	50	0	0	0	Ref_5	1	Christian	0	4.4	Dunning08	1		
2776	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Loddigesia mirabilis	Marvellous Spatuletail	0	0	0	0	0	0	0	100	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	3	Dunning08	1		
2777	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliomaster constantii	Plain-capped Starthroat	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	60	10	10	0	Ref_5	1	Christian	0	7.3	Dunning08	1		
2778	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliomaster longirostris	Long-billed Starthroat	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	30	60	10	0	Ref_5	1	Other	0	6.6	Dunning08	1		
2779	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliomaster squamosus	Stripe-breasted Starthroat	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	100	0	0	0	Ref_5	1	Christian	0	5.9	Dunning08	1		
2780	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Heliomaster furcifer	Blue-tufted Starthroat	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	20	80	0	0	0	Ref_5	1	Christian	0	5.4	Dunning08	1		
2781	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Rhodopis vesper	Oasis Hummingbird	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	60	0	10	0	Ref_5	1	Christian	0	3.8	Dunning08	1		
2782	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Thaumastura cora	Peruvian Sheartail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	50	50	0	0	0	Ref_5	1	Christian	0	1.9	Dunning08	1		
2783	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Calliphlox bryantae	Magenta-throated Woodstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	30	40	20	10	0	Ref_5	1	Christian	0	3.3	Dunning08	1		
2784	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Calliphlox mitchellii	Purple-throated Woodstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	0	30	60	10	0	Ref_5	1	Other	0	3.1	Dunning08	1		
2785	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Doricha enicura	Slender Sheartail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	2.4	Dunning08	1		
2786	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Doricha eliza	Mexican Sheartail	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	70	30	0	0	0	Ref_5	1	Christian	0	2.5	Dunning08	1		
2787	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Tilmatura dupontii	Sparkling-tailed Hummingbird	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	A	Hamish	0	0	0	40	40	20	0	0	Ref_5	1	Other	0	2.2	Dunning08	1		
2788	Nonpasseriformes	Apodiformes	Trochilidae	Hummingbirds	79	BL3	Microstilbon burmeisteri	Slender-tailed Woodstar	10	0	0	0	0	0	0	90	0	0	FruiNect	Ref_5	C	Hamish	0	0	0	0	80	20	0	0	Ref_5	1	Christian	0	2.5	Dunning08	1		
