species	traitname	Strength of selection	Sample size	authors	year	journal	vol:p-p
Aquarius remigis	mesofemoral length (univariate)	-0.394	18	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (univariate)	0.015	30	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (univariate)	-0.014	15	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (univariate)	-0.33	13	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (univariate)	-0.326	32	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (univariate)	0.283	25	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.507	90	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-1.352	13	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.942	10	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.432	25	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-1.034	10	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.595	14	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.802	18	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	0.412	30	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.326	15	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.038	13	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	-0.401	32	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	mesofemoral length (multivariate)	0.155	25	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	-0.22	90	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	-0.373	14	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	-0.978	18	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	0.1	15	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	-0.288	13	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (univariate)	-1.031	32	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	-0.892	90	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	-1.054	14	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	-2.046	18	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	0.066	15	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	0.561	13	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	wing form (multivariate)	-1.435	32	"Fairbairn, DJ and Preziosi, R.F."	1996	Evolution	50:1549-1559
Aquarius remigis	total body length (univariate)	0.222	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.114	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	-0.081	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.335	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.391	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.036	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.044	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.197	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.149	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.008	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.286	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.287	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.047	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.069	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.158	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.026	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	-0.148	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.32	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.312	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	0.221	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	0.217	19	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.198	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.063	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	-0.094	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.306	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.348	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.029	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.002	66	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	-0.135	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	-0.089	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.065	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	-0.164	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	-0.21	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.112	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.134	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.046	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.06	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.046	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.118	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.082	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.165	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.169	50	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.145	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.149	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.119	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.168	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.163	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.011	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.054	45	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.159	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.032	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.02	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.161	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.18	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	0.074	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.035	28	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	0.151	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	0.075	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	0.058	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.144	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.155	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.004	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.051	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	-0.279	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	-0.184	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	-0.179	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	-0.078	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	-0.046	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	-0.049	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (multivariate)	-0.037	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	total body length (univariate)	-0.033	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (univariate)	-0.086	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	thorax length (multivariate)	-0.105	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (univariate)	0.138	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	abdomen length (multivariate)	0.163	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Aquarius remigis	genital length (univariate)	0.011	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Pontia occidentalis	genital length (multivariate)	-0.04	60	"Preziosi, R.F. and Fairbairn, D.J."	1997	Evolution	51:467-474
Pontia occidentalis	fwl - length of forewing (all-traits)	-0.08	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (all-traits)	-0.588	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ds - gray level of middle discal cell (all-traits)	0.211	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	pv - gray level of posterior ventral hindwing (all-traits)	0.049	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ft4 - length of spot in cell M3 on DFW (all-traits)	0.105	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fm2 - length of spot along vein M1 on DFW (all-traits)	0.075	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (best)	-0.375	289	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fwl - length of forewing (all-traits)	0.038	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (all-traits)	-0.117	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ds - gray level of middle discal cell (all-traits)	-0.115	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	pv - gray level of posterior ventral hindwing (all-traits)	0.15	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ft4 - length of spot in cell M3 on DFW (all-traits)	0.051	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fm2 - length of spot along vein M1 on DFW (all-traits)	0.115	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (best)	-0.242	247	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fwl - length of forewing (all-traits)	-0.344	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (all-traits)	0.233	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ds - gray level of middle discal cell (all-traits)	-0.172	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	pv - gray level of posterior ventral hindwing (all-traits)	-0.136	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ft4 - length of spot in cell M3 on DFW (all-traits)	0.031	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fm2 - length of spot along vein M1 on DFW (all-traits)	0.295	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fwl - length of forewing (best)	-0.307	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fm2 - length of spot along vein M1 on DFW (best)	0.26	403	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fwl - length of forewing (all-traits)	-0.185	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (all-traits)	0.382	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ds - gray level of middle discal cell (all-traits)	-0.353	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	pv - gray level of posterior ventral hindwing (all-traits)	-0.61	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	ft4 - length of spot in cell M3 on DFW (all-traits)	-0.152	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	fm2 - length of spot along vein M1 on DFW (all-traits)	-0.005	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Pontia occidentalis	hb - gray level of basal dorsal hindwing (best)	0.285	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Plathhemis lydia	pv - gray level of posterior ventral hindwing (best)	-0.608	147	"Kingsolver, JG"	1995	Evolution	49:932-941
Plathhemis lydia	date marked (time of first reproduction)	-0.31	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	date marked (time of first reproduction)	-0.29	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	body mass	0.22	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	body mass	0.16	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	hind wing length	-0.47	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	hind wing length	-0.21	40	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	date marked (time of first reproduction)	0.06	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	date marked (time of first reproduction)	-0.07	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	body mass	0.07	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	body mass	0.1	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Plathhemis lydia	hind wing length	-0.09	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Drosophila buzzatii	hind wing length	-0.06	15	"Koenig, W.D. and Albano, S.S."	1987	Evolution	41:22-36
Hetaerina americana	body size factor PC:MO	0.23	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	wing spot factor PC:MO	0.29	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.08	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	wing spot factor PC:MO	0.1	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.18	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	wing spot factor PC:MO	0.23	51	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.33	72	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.17	72	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.27	72	"Grether, G.F."	1996	Evolution	50:1939-1948
Hetaerina americana	body size factor PC:MO	0.18	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	wing spot factor PC:MO	0.23	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	body size factor PC:MO	-0.06	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	wing spot factor PC:MO	0.31	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	body size factor PC:MO	0.51	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	wing spot factor PC:MO	-0.08	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	body size factor PC:MO	0.12	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Hetaerina americana	wing spot factor PC:MO	0.21	51	"Grether, G.F."	1996	Evolution	50:1949-1957
Libellula luctuosa	body size	0.128	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	body size	-0.293	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	body size	-0.202	85	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	body size	-0.223	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	body size	0.186	32	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	body size	-0.27	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.057	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.157	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.15	85	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.3	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.196	32	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	wing length	0.353	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	-0.03	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	0.497	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	0.476	85	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	0.299	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	0.009	32	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	brown patch size	0.471	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.188	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.778	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.598	85	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.781	108	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.172	32	"Moore, AJ"	1990	Evolution	44:315-331
Libellula luctuosa	white patch size	0.879	108	"Moore, AJ"	1990	Evolution	44:315-331
Thamnophis ordinoides	stripe	0.102	646	"Brodie, ED"	1992	Evolution	46:1284-1298
Thamnophis ordinoides	reversals	0.008	646	"Brodie, ED"	1992	Evolution	46:1284-1298
Thamnophis ordinoides	speed	0.119	646	"Brodie, ED"	1992	Evolution	46:1284-1298
Thamnophis ordinoides	distance	-0.059	646	"Brodie, ED"	1992	Evolution	46:1284-1298
Datura stramonium	herbivory by tobacco flea beetles (Epitrix parvula)	0.152	333	Nunez-Farfan and Dirzo	1994	Evolution	48:423-436
Datura stramonium	herbivory by grasshoppers (Sphenarium purpurascens)	-0.091	333	Nunez-Farfan and Dirzo	1994	Evolution	48:423-436
Datura stramonium	plant size	0.026	333	Nunez-Farfan and Dirzo	1994	Evolution	48:423-436
Lythrum salicaria	date of initiation of flowering	0.446	65	O'Neil	1997	Evolution	51:267-274
Lythrum salicaria	duration of flowering	0.511	65	O'Neil	1997	Evolution	51:267-274
Lythrum salicaria	plant height	-0.07	65	O'Neil	1997	Evolution	51:267-274
Raphanus raphanistrum	inflorescence height	0.669	65	O'Neil	1997	Evolution	51:267-274
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.04	57	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	-0.02	57	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	ovule number per flower	0.23	57	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	flower production (# days flowering)	0.7	57	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.12	60	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	0.02	60	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	ovule number per flower	0.11	60	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	flower production (total # flowers over lifetime)	0.7	60	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	-0.01	112	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	-0.03	112	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	ovule number per flower	0.07	112	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	flower production (total # open flowers on 6 days of pollination)	0.17	112	Conner et al.	1996	Evolution	50:1127-1136
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.07	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion	-0.1	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	0	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	ovule number per flower	0.14	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	flower production (# days flowering)	0.6	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.04	60	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion	0.06	60	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	-0.06	60	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	ovule number per flower	0.04	60	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	flower production (total # flowers over lifetime)	0.62	60	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.01	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion 	0.04	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	stigma exsertion (pistil length - corolla tube length)	-0.04	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	pollen production per flower	0.03	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	ovule number per flower	0.03	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	flower production (total # open flowers on 6 days of pollination)	0.14	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.1	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion	-0.11	57	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	flower production (# days flowering)	0.5	57	Conner et al.	1996	Evolution	50:1137-1146
