"data_code","rec_year","rec_month","rec_day","animal_code","animal_sex","animal_weight","animal_yob"
"CBH01",2003,11,13,"A26","F",926,NA
"CBH01",2003,11,13,"A27","F",956,NA
"CBH01",2003,11,13,"A3","F",828,NA
"CBH01",2003,11,13,"A4","F",1078,NA
"CBH01",2003,11,13,"A6","F",1026,NA
"CBH01",2003,11,13,"A7","F",836,NA
"CBH01",2003,11,13,"A8","F",914,NA
"CBH01",2003,11,13,"A9","F",1080,NA
"CBH01",2003,11,13,"B10","M",1328,NA
"CBH01",2003,11,13,"B11","M",1280,NA
"CBH01",2003,11,13,"B12","F",680,NA
"CBH01",2003,11,13,"B15","F",856,NA
"CBH01",2003,11,13,"B16","F",886,NA
"CBH01",2003,11,13,"B19","M",1374,NA
"CBH01",2003,11,13,"B2","F",760,NA
"CBH01",2003,11,13,"B20","F",808,NA
"CBH01",2003,11,13,"B7","F",906,NA
"CBH01",2003,11,13,"B-301","F",966,1983
"CBH01",2003,11,13,"B-402","F",974,1984
"CBH01",2003,11,13,"B-403","F",982,1984
"CBH01",2003,11,13,"B-504","F",960,1985
"CBH01",2003,11,13,"B-601","F",994,1986
"CBH01",2003,11,13,"B-703","F",940,1987
"CBH01",2003,11,13,"B-704","F",1038,1987
"CBH01",2003,11,13,"B-705","F",1124,1987
"CBH01",2003,11,13,"B-707","F",912,1987
"CBH01",2003,11,13,"B-801","F",988,1988
"CBH01",2003,11,13,"B-802","F",942,1988
"CBH01",2003,11,13,"B-803","F",982,1988
"CBH01",2003,11,13,"B-804","F",968,1988
"CBH01",2003,11,13,"B-805","F",1000,1988
"CBH01",2003,11,13,"B-806","F",1042,1988
"CBH01",2003,11,13,"B-901","F",952,1989
"CBH01",2003,11,13,"B-907","F",1136,1989
"CBH01",2003,11,13,"B-910","F",1048,1989
"CBH01",2003,11,13,"W-003","F",916,1990
"CBH01",2003,11,13,"W-004","F",922,1990
"CBH01",2003,11,13,"W-005","F",970,1990
"CBH01",2003,11,13,"W-006","F",924,1990
"CBH01",2003,11,13,"W-008","F",910,1990
"CBH01",2003,11,13,"W-101","F",998,1991
"CBH01",2003,11,13,"W-103","F",966,1991
"CBH01",2003,11,13,"W-104","F",1034,1991
"CBH01",2003,11,13,"W-105","F",1000,1991
"CBH01",2003,11,13,"W-106","F",1100,1991
"CBH01",2003,11,13,"W-107","F",982,1991
"CBH01",2003,11,13,"W-108","F",954,1991
"CBH01",2003,11,13,"W-210","F",1124,1992
"CBH01",2003,11,13,"W-305","F",1092,1993
"CBH01",2003,11,13,"W-309","F",972,1993
"CBH01",2003,11,13,"W-428","F",1062,1994
"CBH01",2003,11,13,"W-430","F",950,1994
"CBH01",2003,11,13,"W-432","F",1064,1994
"CBH01",2003,11,13,"W-444","F",1010,1994
"CBH01",2003,11,13,"W-514","F",1056,1995
"CBH01",2003,11,13,"W-531","F",928,1995
"CBH01",2003,11,13,"W-539","F",958,1995
"CBH01",2003,11,13,"W-541","F",706,1995
"CBH01",2003,11,13,"W-629","M",1336,1996
"CBH01",2003,11,13,"W-630","F",1150,1996
"CBH01",2003,11,13,"W-640","M",1588,1996
"CBH01",2003,11,13,"W-645","F",982,1996
"CBH01",2003,11,13,"W-651","F",1052,1996
"CBH01",2003,11,13,"W-654","F",978,1996
"CBH01",2003,11,13,"W-655","F",900,1996
"CBH01",2003,11,13,"W-661","F",1032,1996
"CBH01",2003,11,13,"W-702","F",926,1997
"CBH01",2003,11,13,"W-712","M",1718,1997
"CBH01",2003,11,13,"W-718","M",1396,1997
"CBH01",2003,11,13,"W-720","F",966,1997
"CBH01",2003,11,13,"W-732","M",1662,1997
"CBH01",2003,11,13,"W-734","F",924,1997
"CBH01",2003,11,13,"W-737","F",876,1997
"CBH01",2003,11,13,"W-738","F",996,1997
"CBH01",2003,11,13,"W-743","F",1006,1997
"CBH01",2003,11,13,"W-753","F",1000,1997
"CBH01",2003,11,13,"W-762","M",1654,1997
"CBH01",2003,11,13,"W-763","F",952,1997
"CBH01",2003,11,13,"W-764","F",956,1997
"CBH01",2003,11,13,"W-765","F",890,1997
"CBH01",2003,11,13,"W-767","M",1758,1997
"CBH01",2003,11,13,"W-801","F",908,1998
"CBH01",2003,11,13,"W-802","F",1060,1998
"CBH01",2003,11,13,"W-804","F",908,1998
"CBH01",2003,11,13,"W-819","F",918,1998
"CBH01",2003,11,13,"W-831","F",812,1998
"CBH01",2003,11,13,"W-834","F",738,1998
"CBH01",2003,11,13,"W-837","F",902,1998
"CBH01",2003,11,13,"W-838","F",980,1998
"CBH01",2003,11,13,"W-840","F",924,1998
"CBH01",2003,11,13,"W-855","M",1456,1998
"CBH01",2003,11,13,"W-856","F",872,1998
"CBH01",2003,11,13,"W-865","M",1318,1998
"CBH01",2003,11,13,"W-867","F",886,1998
"CBH01",2003,11,13,"W-868","F",946,1998
"CBH01",2003,11,13,"W-869","F",850,1998
"CBH01",2003,11,13,"W-870","F",850,1998
"CBH01",2003,11,13,"W-871","F",956,1998
"CBH01",2003,11,13,"W-872","F",884,1998
"CBH01",2003,11,13,"W-918","F",856,1999
"CBH01",2003,11,13,"W-927","M",1556,1999
"CBH01",2003,11,13,"W-938","F",904,1999
"CBH01",2003,11,13,"W-939","F",746,1999
"CBH01",2003,11,13,"W-942","F",892,1999
"CBH01",2003,11,13,"W-947","F",876,1999
"CBH01",2003,11,13,"W-948","F",836,1999
"CBH01",2003,11,13,"W-953","M",1276,1999
"CBH01",2003,11,13,"W-959","F",788,1999
"CBH01",2003,11,13,"W-962","F",856,1999
"CBH01",2003,11,13,"W-963","F",768,1999
"CBH01",2003,11,13,"W-964","F",920,1999
"CBH01",2003,11,13,"W-966","F",932,1999
"CBH01",2003,11,13,"W-967","M",1420,1999
"CBH01",2003,11,13,"W-968","M",1348,1999
"CBH01",2003,11,13,"W-969","M",1244,1999
"CBH01",2003,11,13,"W-970","M",1384,1999
"CBH01",2003,11,13,"W-971","M",1192,1999
"CBH01",2003,11,13,"W-973","M",1268,1999
"CBH01",2003,11,13,"W-974","M",1238,1999
"CBH01",2003,11,13,"W-975","F",754,1999
"CBH01",2003,11,13,"W-976","F",748,1999
"CBH01",2003,11,13,"Y-001","F",768,2000
"CBH01",2003,11,13,"Y-008","F",848,2000
"CBH01",2003,11,13,"Y-020","M",1130,2000
"CBH01",2003,11,13,"Y-023","F",736,2000
"CBH01",2003,11,13,"Y-026","F",822,2000
"CBH01",2003,11,13,"Y-027","F",888,2000
"CBH01",2003,11,13,"Y-034","F",774,2000
"CBH01",2003,11,13,"Y-036","F",922,2000
"CBH01",2003,11,13,"Y-041","F",916,2000
"CBH01",2003,11,13,"Y-044","F",826,2000
"CBH01",2003,11,13,"Y-045","F",818,2000
"CBH01",2003,11,13,"Y-048","F",824,2000
"CBH01",2003,11,13,"Y-049","M",1170,2000
"CBH01",2003,11,13,"Y-053","F",904,2000
"CBH01",2003,11,13,"Y-061","F",838,2000
"CBH01",2003,11,13,"Y-063","M",1168,2000
"CBH01",2003,11,13,"Y-065","M",1114,2000
"CBH01",2003,11,13,"Y-066","F",850,2000
"CBH01",2003,11,13,"Y-068","M",1074,2000
"CBH01",2003,11,13,"Y-071","F",862,2000
"CBH01",2003,11,13,"Y-072","F",818,2000
"CBH01",2003,11,13,"Y-074","F",726,2000
"CBH01",2003,11,13,"Y-075","F",954,2000
"CBH01",2003,11,13,"Y-101","F",560,2001
"CBH01",2003,11,13,"Y-103","F",854,2001
"CBH01",2003,11,13,"Y-104","M",862,2001
"CBH01",2003,11,13,"Y-105","M",954,2001
"CBH01",2003,11,13,"Y-109","M",654,2001
"CBH01",2003,11,13,"Y-110","F",572,2001
"CBH01",2003,11,13,"Y-111","M",840,2001
"CBH01",2003,11,13,"Y-112","M",596,2001
"CBH01",2003,11,13,"Y-116","F",786,2001
"CBH01",2003,11,13,"Y-117","F",728,2001
"CBH01",2003,11,13,"Y-118","F",808,2001
"CBH01",2003,11,13,"Y-119","M",946,2001
"CBH01",2003,11,13,"Y-121","M",842,2001
"CBH01",2003,11,13,"Y-127","M",810,2001
"CBH01",2003,11,13,"Y-128","F",686,2001
"CBH01",2003,11,13,"Y-130","M",958,2001
"CBH01",2003,11,13,"Y-131","M",750,2001
"CBH01",2003,11,13,"Y-132","F",872,2001
"CBH01",2003,11,13,"Y-133","M",796,2001
"CBH01",2003,11,13,"Y-134","M",674,2001
"CBH01",2003,11,13,"Y-135","M",878,2001
"CBH01",2003,11,13,"Y-138","M",988,2001
"CBH01",2003,11,13,"Y-139","F",844,2001
"CBH01",2003,11,13,"Y-143","F",740,2001
"CBH01",2003,11,13,"Y-144","M",744,2001
"CBH01",2003,11,13,"Y-147","M",710,2001
"CBH01",2003,11,13,"Y-149","F",630,2001
"CBH01",2003,11,13,"Y-151","F",652,2001
"CBH01",2003,11,13,"Y-153","M",878,2001
"CBH01",2003,11,13,"Y-154","M",542,2001
"CBH01",2003,11,13,"Y-155","M",760,2001
"CBH01",2003,11,13,"Y-156","F",708,2001
"CBH01",2003,11,13,"Y-157","M",610,2001
"CBH01",2003,11,13,"Y-158","F",640,2001
"CBH01",2003,11,13,"Y-159","M",688,2001
"CBH01",2003,11,13,"Y-160","M",940,2001
"CBH01",2003,11,13,"Y-161","F",740,2001
"CBH01",2003,11,13,"Y-162","F",418,2001
"CBH01",2003,11,13,"Y-163","F",654,2001
"CBH01",2003,11,13,"Y-164","M",570,2001
"CBH01",2003,11,13,"Y-166","F",710,2001
"CBH01",2003,11,13,"Y-168","M",1000,2001
"CBH01",2003,11,13,"Y-169","M",994,2001
"CBH01",2003,11,13,"Y-201","F",492,2002
"CBH01",2003,11,13,"Y-202","M",720,2002
"CBH01",2003,11,13,"Y-203","M",552,2002
"CBH01",2003,11,13,"Y-204","M",430,2002
"CBH01",2003,11,13,"Y-206","F",520,2002
"CBH01",2003,11,13,"Y-207","M",580,2002
"CBH01",2003,11,13,"Y-208","F",408,2002
"CBH01",2003,11,13,"Y-209","F",358,2002
"CBH01",2003,11,13,"Y-210","F",388,2002
"CBH01",2003,11,13,"Y-211","M",552,2002
"CBH01",2003,11,13,"Y-212","M",476,2002
"CBH01",2003,11,13,"Y-213","M",440,2002
"CBH01",2003,11,13,"Y-214","F",620,2002
"CBH01",2003,11,13,"Y-215","F",528,2002
"CBH01",2003,11,13,"Y-216","F",390,2002
"CBH01",2003,11,13,"Y-217","F",540,2002
"CBH01",2003,11,13,"Y-218","M",572,2002
"CBH01",2003,11,13,"Y-219","F",438,2002
"CBH01",2003,11,13,"Y-220","F",494,2002
"CBH01",2003,11,13,"Y-222","M",570,2002
"CBH01",2003,11,13,"Y-225","F",340,2002
"CBH01",2003,11,13,"Y-226","M",598,2002
"CBH01",2003,11,13,"Y-227","M",392,2002
"CBH01",2003,11,13,"Y-229","M",522,2002
"CBH01",2003,11,13,"Y-230","M",546,2002
"CBH01",2003,11,13,"Y-231","F",446,2002
"CBH01",2003,11,13,"Y-232","M",560,2002
"CBH01",2003,11,13,"Y-233","F",554,2002
"CBH01",2003,11,13,"Y-234","M",524,2002
"CBH01",2003,11,13,"Y-235","M",634,2002
"CBH01",2003,11,13,"Y-236","M",470,2002
"CBH01",2003,11,13,"Y-237","F",400,2002
"CBH01",2003,11,13,"Y-238","F",524,2002
"CBH01",2003,11,13,"Y-239","F",502,2002
"CBH01",2003,11,13,"Y-240","M",560,2002
"CBH01",2003,11,13,"Y-241","F",610,2002
"CBH01",2003,11,13,"Y-242","F",450,2002
"CBH01",2003,11,13,"Y-243","M",658,2002
"CBH01",2003,11,13,"Y-244","M",658,2002
"CBH01",2003,11,13,"Y-245","F",502,2002
"CBH01",2003,11,13,"Y-246","F",538,2002
"CBH01",2003,11,13,"Y-247","M",496,2002
"CBH01",2003,11,13,"Y-248","F",534,2002
"CBH01",2003,11,13,"Y-249","M",528,2002
"CBH01",2003,11,13,"Y-250","M",594,2002
"CBH01",2003,11,13,"Y-251","M",334,2002
"CBH01",2003,11,13,"Y-252","M",454,2002
"CBH01",2003,11,13,"Y-253","M",532,2002
"CBH01",2003,11,13,"Y-254","F",460,2002
"CBH01",2003,11,13,"Y-255","M",556,2002
"CBH01",2003,11,13,"Y-256","F",422,2002
"CBH01",2003,11,13,"Y-257","M",782,2002
"CBH01",2003,11,13,"Y-258","F",576,2002
"CBH01",2003,11,13,"Y-259","M",480,2002
"CBH01",2003,11,13,"Y-260","M",618,2002
"CBH01",2003,11,13,"Y-261","M",428,2002
"CBH01",2003,11,13,"Y-262","M",664,2002
"CBH01",2003,11,13,"Y-263","F",524,2002
"CBH01",2003,11,13,"Y-264","F",578,2002
"CBH01",2003,11,13,"Y-265","F",368,2002
"CBH01",2003,11,13,"Y-266","M",474,2002
"CBH01",2003,11,13,"Y-267","M",498,2002
"CBH01",2003,11,13,"Y-268","M",542,2002
"CBH01",2003,11,13,"Y-269","F",480,2002
"CBH01",2003,11,13,"Y-270","F",582,2002
"CBH01",2003,11,13,"Y-271","M",542,2002
"CBH01",2003,11,13,"Y-272","F",460,2002
"CBH01",2003,11,13,"Y-273","M",596,2002
"CBH01",2003,11,13,"Y-274","F",544,2002
"CBH01",2003,11,13,"Y-275","F",474,2002
"CBH01",2003,11,13,"Y-276","F",514,2002
"CBH01",2003,11,13,"Y-277","F",360,2002
"CBH01",2003,11,13,"Y-278","M",616,2002
"CBH01",2003,11,13,"Y-279","F",514,2002
"CBH01",2003,11,13,"Y-280","M",544,2002
"CBH01",2003,11,13,"Y-281","M",446,2002
"CBH01",2003,11,13,"Y-282","F",572,2002
"CBH01",2003,11,13,"Y-283","F",554,2002
"CBH01",2003,11,13,"Y-284","F",534,2002
"CBH01",2003,11,13,"Y-285","M",526,2002
"CBH01",2003,11,13,"Y-301","M",298,2003
"CBH01",2003,11,13,"Y-302","M",292,2003
"CBH01",2003,11,13,"Y-303","M",304,2003
"CBH01",2003,11,13,"Y-304","M",262,2003
"CBH01",2003,11,13,"Y-305","M",320,2003
"CBH01",2003,11,13,"Y-306","F",250,2003
"CBH01",2003,11,13,"Y-307","F",214,2003
"CBH01",2003,11,13,"Y-308","F",260,2003
"CBH01",2003,11,13,"Y-309","M",360,2003
"CBH01",2003,11,13,"Y-310","M",350,2003
"CBH01",2003,11,13,"Y-3100","F",90,2003
"CBH01",2003,11,13,"Y-3101","M",100,2003
"CBH01",2003,11,13,"Y-311","F",268,2003
"CBH01",2003,11,13,"Y-312","F",184,2003
"CBH01",2003,11,13,"Y-313","M",320,2003
"CBH01",2003,11,13,"Y-314","F",224,2003
"CBH01",2003,11,13,"Y-315","F",208,2003
"CBH01",2003,11,13,"Y-316","F",364,2003
"CBH01",2003,11,13,"Y-317","F",314,2003
"CBH01",2003,11,13,"Y-318","M",236,2003
"CBH01",2003,11,13,"Y-319","F",328,2003
"CBH01",2003,11,13,"Y-320","M",334,2003
"CBH01",2003,11,13,"Y-321","M",306,2003
"CBH01",2003,11,13,"Y-322","M",366,2003
"CBH01",2003,11,13,"Y-323","F",192,2003
"CBH01",2003,11,13,"Y-324","F",318,2003
"CBH01",2003,11,13,"Y-325","M",312,2003
"CBH01",2003,11,13,"Y-326","M",292,2003
"CBH01",2003,11,13,"Y-327","F",310,2003
"CBH01",2003,11,13,"Y-328","F",316,2003
"CBH01",2003,11,13,"Y-329","F",260,2003
"CBH01",2003,11,13,"Y-330","F",230,2003
"CBH01",2003,11,13,"Y-331","M",304,2003
"CBH01",2003,11,13,"Y-332","M",236,2003
"CBH01",2003,11,13,"Y-333","F",264,2003
"CBH01",2003,11,13,"Y-334","F",326,2003
"CBH01",2003,11,13,"Y-335","M",314,2003
"CBH01",2003,11,13,"Y-336","M",252,2003
"CBH01",2003,11,13,"Y-337","F",304,2003
"CBH01",2003,11,13,"Y-338","M",374,2003
"CBH01",2003,11,13,"Y-339","M",350,2003
"CBH01",2003,11,13,"Y-340","F",160,2003
"CBH01",2003,11,13,"Y-341","M",336,2003
"CBH01",2003,11,13,"Y-342","M",298,2003
"CBH01",2003,11,13,"Y-343","M",314,2003
"CBH01",2003,11,13,"Y-344","F",260,2003
"CBH01",2003,11,13,"Y-345","F",248,2003
"CBH01",2003,11,13,"Y-346","F",286,2003
"CBH01",2003,11,13,"Y-347","M",256,2003
"CBH01",2003,11,13,"Y-348","M",216,2003
"CBH01",2003,11,13,"Y-349","M",292,2003
"CBH01",2003,11,13,"Y-350","F",198,2003
"CBH01",2003,11,13,"Y-351","M",174,2003
"CBH01",2003,11,13,"Y-352","M",216,2003
"CBH01",2003,11,13,"Y-353","M",252,2003
"CBH01",2003,11,13,"Y-354","F",262,2003
"CBH01",2003,11,13,"Y-355","F",330,2003
"CBH01",2003,11,13,"Y-356","F",222,2003
"CBH01",2003,11,13,"Y-357","M",262,2003
"CBH01",2003,11,13,"Y-358","F",334,2003
"CBH01",2003,11,13,"Y-359","F",264,2003
"CBH01",2003,11,13,"Y-360","F",326,2003
"CBH01",2003,11,13,"Y-361","F",276,2003
"CBH01",2003,11,13,"Y-362","F",336,2003
"CBH01",2003,11,13,"Y-363","M",250,2003
"CBH01",2003,11,13,"Y-364","F",268,2003
"CBH01",2003,11,13,"Y-365","F",210,2003
"CBH01",2003,11,13,"Y-366","F",302,2003
"CBH01",2003,11,13,"Y-367","F",210,2003
"CBH01",2003,11,13,"Y-368","F",426,2003
"CBH01",2003,11,13,"Y-369","F",246,2003
"CBH01",2003,11,13,"Y-370","M",274,2003
"CBH01",2003,11,13,"Y-371","M",304,2003
"CBH01",2003,11,13,"Y-372","M",242,2003
"CBH01",2003,11,13,"Y-373","M",318,2003
"CBH01",2003,11,13,"Y-374","M",264,2003
"CBH01",2003,11,13,"Y-375","F",222,2003
"CBH01",2003,11,13,"Y-376","M",264,2003
"CBH01",2003,11,13,"Y-377","F",316,2003
"CBH01",2003,11,13,"Y-378","M",180,2003
"CBH01",2003,11,13,"Y-379","M",262,2003
"CBH01",2003,11,13,"Y-380","M",162,2003
"CBH01",2003,11,13,"Y-381","M",280,2003
"CBH01",2003,11,13,"Y-382","M",314,2003
"CBH01",2003,11,13,"Y-383","M",282,2003
"CBH01",2003,11,13,"Y-384","F",300,2003
"CBH01",2003,11,13,"Y-385","M",384,2003
"CBH01",2003,11,13,"Y-386","M",178,2003
"CBH01",2003,11,13,"Y-387","M",314,2003
"CBH01",2003,11,13,"Y-388","M",240,2003
"CBH01",2003,11,13,"Y-389","F",370,2003
"CBH01",2003,11,13,"Y-390","F",264,2003
"CBH01",2003,11,13,"Y-391","M",260,2003
"CBH01",2003,11,13,"Y-392","F",192,2003
"CBH01",2003,11,13,"Y-393","F",350,2003
"CBH01",2003,11,13,"Y-394","F",226,2003
"CBH01",2003,11,13,"Y-395","F",152,2003
"CBH01",2003,11,13,"Y-396","M",354,2003
"CBH01",2004,11,18,"A1","F",774,NA
"CBH01",2004,11,18,"A11","F",1020,NA
"CBH01",2004,11,18,"A12","F",924,NA
"CBH01",2004,11,18,"A13","F",952,NA
"CBH01",2004,11,18,"A14","F",974,NA
"CBH01",2004,11,18,"A15","F",1040,NA
"CBH01",2004,11,18,"A16","F",952,NA
"CBH01",2004,11,18,"A17","F",946,NA
"CBH01",2004,11,18,"A18","F",944,NA
"CBH01",2004,11,18,"A19","F",874,NA
"CBH01",2004,11,18,"A2","F",860,NA
"CBH01",2004,11,18,"A20","F",942,NA
"CBH01",2004,11,18,"A22","F",984,NA
"CBH01",2004,11,18,"A25","F",876,NA
"CBH01",2004,11,18,"A26","F",854,NA
"CBH01",2004,11,18,"A27","F",1026,NA
"CBH01",2004,11,18,"A3","F",796,NA
"CBH01",2004,11,18,"A6","F",1080,NA
"CBH01",2004,11,18,"A7","F",900,NA
"CBH01",2004,11,18,"A8","F",874,NA
"CBH01",2004,11,18,"A9","F",1050,NA
"CBH01",2004,11,18,"B10","M",1420,NA
"CBH01",2004,11,18,"B11","M",1338,NA
"CBH01",2004,11,18,"B12","F",908,NA
"CBH01",2004,11,18,"B15","F",966,NA
"CBH01",2004,11,18,"B16","F",1054,NA
"CBH01",2004,11,18,"B19","M",1440,NA
"CBH01",2004,11,18,"B20","F",808,NA
"CBH01",2004,11,18,"B7","F",794,NA
"CBH01",2004,11,18,"B-301","F",864,1983
"CBH01",2004,11,18,"B-402","F",890,1984
"CBH01",2004,11,18,"B-403","F",968,1984
"CBH01",2004,11,18,"B-504","F",886,1985
"CBH01",2004,11,18,"B-601","F",958,1986
"CBH01",2004,11,18,"B-703","F",948,1987
"CBH01",2004,11,18,"B-704","F",1108,1987
"CBH01",2004,11,18,"B-705","F",1010,1987
"CBH01",2004,11,18,"B-707","F",862,1987
"CBH01",2004,11,18,"B-801","F",1024,1988
"CBH01",2004,11,18,"B-802","F",944,1988
"CBH01",2004,11,18,"B-803","F",956,1988
"CBH01",2004,11,18,"B-804","F",958,1988
"CBH01",2004,11,18,"B-806","F",1076,1988
"CBH01",2004,11,18,"B-901","F",1034,1989
"CBH01",2004,11,18,"B-907","F",1138,1989
"CBH01",2004,11,18,"B-910","F",1064,1989
"CBH01",2004,11,18,"W-003","F",842,1990
"CBH01",2004,11,18,"W-004","F",908,1990
"CBH01",2004,11,18,"W-005","F",812,1990
"CBH01",2004,11,18,"W-008","F",908,1990
"CBH01",2004,11,18,"W-101","F",984,1991
"CBH01",2004,11,18,"W-103","F",966,1991
"CBH01",2004,11,18,"W-105","F",966,1991
"CBH01",2004,11,18,"W-106","F",1008,1991
"CBH01",2004,11,18,"W-107","F",916,1991
"CBH01",2004,11,18,"W-108","F",824,1991
"CBH01",2004,11,18,"W-210","F",1028,1992
"CBH01",2004,11,18,"W-309","F",934,1993
"CBH01",2004,11,18,"W-428","F",942,1994
"CBH01",2004,11,18,"W-430","F",916,1994
"CBH01",2004,11,18,"W-432","F",1050,1994
"CBH01",2004,11,18,"W-444","F",1008,1994
"CBH01",2004,11,18,"W-514","F",1032,1995
"CBH01",2004,11,18,"W-531","F",974,1995
"CBH01",2004,11,18,"W-539","F",912,1995
"CBH01",2004,11,18,"W-541","F",716,1995
"CBH01",2004,11,18,"W-629","M",1096,1996
"CBH01",2004,11,18,"W-630","F",1070,1996
"CBH01",2004,11,18,"W-640","M",1564,1996
"CBH01",2004,11,18,"W-645","F",974,1996
"CBH01",2004,11,18,"W-651","F",1002,1996
"CBH01",2004,11,18,"W-654","F",952,1996
"CBH01",2004,11,18,"W-655","F",928,1996
"CBH01",2004,11,18,"W-702","F",898,1997
"CBH01",2004,11,18,"W-712","M",1704,1997
"CBH01",2004,11,18,"W-718","M",1352,1997
"CBH01",2004,11,18,"W-720","F",922,1997
"CBH01",2004,11,18,"W-732","M",1636,1997
"CBH01",2004,11,18,"W-734","F",896,1997
"CBH01",2004,11,18,"W-737","F",864,1997
"CBH01",2004,11,18,"W-738","F",974,1997
"CBH01",2004,11,18,"W-743","F",1056,1997
"CBH01",2004,11,18,"W-753","F",1012,1997
"CBH01",2004,11,18,"W-762","M",1450,1997
"CBH01",2004,11,18,"W-763","F",992,1997
"CBH01",2004,11,18,"W-764","F",1054,1997
"CBH01",2004,11,18,"W-765","F",860,1997
"CBH01",2004,11,18,"W-767","M",1612,1997
"CBH01",2004,11,18,"W-801","F",888,1998
"CBH01",2004,11,18,"W-804","F",896,1998
"CBH01",2004,11,18,"W-819","F",854,1998
"CBH01",2004,11,18,"W-831","F",790,1998
"CBH01",2004,11,18,"W-834","F",844,1998
"CBH01",2004,11,18,"W-837","F",888,1998
"CBH01",2004,11,18,"W-838","F",982,1998
"CBH01",2004,11,18,"W-840","F",1044,1998
"CBH01",2004,11,18,"W-855","M",1556,1998
"CBH01",2004,11,18,"W-865","M",1534,1998
"CBH01",2004,11,18,"W-867","F",880,1998
"CBH01",2004,11,18,"W-868","F",908,1998
"CBH01",2004,11,18,"W-869","F",872,1998
"CBH01",2004,11,18,"W-870","F",936,1998
"CBH01",2004,11,18,"W-871","F",842,1998
"CBH01",2004,11,18,"W-872","F",886,1998
"CBH01",2004,11,18,"W-918","F",952,1999
"CBH01",2004,11,18,"W-927","M",1804,1999
"CBH01",2004,11,18,"W-938","F",954,1999
"CBH01",2004,11,18,"W-939","F",742,1999
"CBH01",2004,11,18,"W-942","F",972,1999
"CBH01",2004,11,18,"W-947","F",964,1999
"CBH01",2004,11,18,"W-948","F",884,1999
"CBH01",2004,11,18,"W-953","M",1390,1999
"CBH01",2004,11,18,"W-959","F",752,1999
"CBH01",2004,11,18,"W-962","F",868,1999
"CBH01",2004,11,18,"W-963","F",880,1999
"CBH01",2004,11,18,"W-966","F",896,1999
"CBH01",2004,11,18,"W-967","M",1594,1999
"CBH01",2004,11,18,"W-968","M",1588,1999
"CBH01",2004,11,18,"W-969","M",1380,1999
"CBH01",2004,11,18,"W-970","M",1516,1999
"CBH01",2004,11,18,"W-971","M",1362,1999
"CBH01",2004,11,18,"W-973","M",1278,1999
"CBH01",2004,11,18,"W-974","M",1374,1999
"CBH01",2004,11,18,"W-975","F",740,1999
"CBH01",2004,11,18,"W-976","F",854,1999
"CBH01",2004,11,18,"Y-001","F",904,2000
"CBH01",2004,11,18,"Y-020","M",1318,2000
"CBH01",2004,11,18,"Y-023","F",812,2000
"CBH01",2004,11,18,"Y-026","F",912,2000
"CBH01",2004,11,18,"Y-027","F",960,2000
"CBH01",2004,11,18,"Y-034","F",848,2000
"CBH01",2004,11,18,"Y-036","F",1054,2000
"CBH01",2004,11,18,"Y-044","F",920,2000
"CBH01",2004,11,18,"Y-045","F",926,2000
"CBH01",2004,11,18,"Y-048","F",950,2000
"CBH01",2004,11,18,"Y-049","M",1352,2000
"CBH01",2004,11,18,"Y-061","F",890,2000
"CBH01",2004,11,18,"Y-063","M",1326,2000
"CBH01",2004,11,18,"Y-065","M",1228,2000
"CBH01",2004,11,18,"Y-066","F",802,2000
"CBH01",2004,11,18,"Y-068","M",1198,2000
"CBH01",2004,11,18,"Y-071","F",862,2000
"CBH01",2004,11,18,"Y-072","F",870,2000
"CBH01",2004,11,18,"Y-074","F",822,2000
"CBH01",2004,11,18,"Y-075","F",918,2000
"CBH01",2004,11,18,"Y-103","F",830,2001
"CBH01",2004,11,18,"Y-105","M",1164,2001
"CBH01",2004,11,18,"Y-116","F",828,2001
"CBH01",2004,11,18,"Y-117","F",920,2001
"CBH01",2004,11,18,"Y-118","F",754,2001
"CBH01",2004,11,18,"Y-119","M",1160,2001
"CBH01",2004,11,18,"Y-130","M",1154,2001
"CBH01",2004,11,18,"Y-132","F",792,2001
"CBH01",2004,11,18,"Y-138","M",1188,2001
"CBH01",2004,11,18,"Y-139","F",874,2001
"CBH01",2004,11,18,"Y-158","F",752,2001
"CBH01",2004,11,18,"Y-160","M",1064,2001
"CBH01",2004,11,18,"Y-161","F",892,2001
"CBH01",2004,11,18,"Y-166","F",1014,2001
"CBH01",2004,11,18,"Y-168","M",1196,2001
"CBH01",2004,11,18,"Y-169","M",1228,2001
"CBH01",2004,11,18,"Y-202","M",964,2002
"CBH01",2004,11,18,"Y-203","M",810,2002
"CBH01",2004,11,18,"Y-204","M",632,2002
"CBH01",2004,11,18,"Y-207","M",822,2002
"CBH01",2004,11,18,"Y-211","M",900,2002
"CBH01",2004,11,18,"Y-212","M",632,2002
"CBH01",2004,11,18,"Y-213","M",690,2002
"CBH01",2004,11,18,"Y-214","F",858,2002
"CBH01",2004,11,18,"Y-215","F",714,2002
"CBH01",2004,11,18,"Y-217","F",628,2002
"CBH01",2004,11,18,"Y-218","M",744,2002
"CBH01",2004,11,18,"Y-219","F",564,2002
"CBH01",2004,11,18,"Y-222","M",818,2002
"CBH01",2004,11,18,"Y-224","M",816,2002
"CBH01",2004,11,18,"Y-226","M",842,2002
"CBH01",2004,11,18,"Y-229","M",744,2002
"CBH01",2004,11,18,"Y-230","M",758,2002
